IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27
104,2057,GSI003,71,Aprovado,1,1,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
109,2091,GSI003,66,Aprovado,1,0,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
111,1891,GSI003,90,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
115,2187,GSI003,80,Aprovado,1,1,2,2,2,1,2,1,2,1,2,2,0,1,2,2,2,2,2,2,1,1,2,2,1,0
117,1994,GSI003,73,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
118,2187,GSI003,90,Aprovado,1,1,2,2,2,1,2,0,2,0,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,0
119,2620,GSI003,63,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
121,2552,GSI003,60,Aprovado,1,1,2,2,2,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1
122,1909,GSI003,79,Aprovado,1,0,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,0
123,2091,GSI003,70,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
127,1891,GSI003,70,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
130,2366,GSI003,60,Aprovado,1,2,1,2,2,2,2,1,1,1,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1
131,1994,GSI003,60,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,1,1,1
132,2012,GSI003,60,Aprovado,1,1,1,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,1,1,1
133,2135,GSI003,90,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1
134,1891,GSI003,80,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
135,1891,GSI003,85,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
138,1909,GSI003,76,Aprovado,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
141,2722,GSI003,72,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
143,2737,GSI003,72,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
145,2552,GSI003,85,Aprovado,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1
146,2322,GSI003,0,Reprovado,0,2,2,2,2,0,2,0,0,0,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,2
149,2408,GSI003,84,Aprovado,1,1,1,2,2,2,2,1,2,1,2,2,2,0,2,2,2,2,2,2,0,2,2,1,1,1
154,1994,GSI003,19,Reprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,1,1,1
155,1994,GSI003,60,Aprovado,1,1,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,1,1,1
160,2408,GSI003,89,Aprovado,1,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1
161,1948,GSI003,0,Reprovado,0,0,0,2,1,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,1,0,1,0,1
164,2620,GSI003,25,Reprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
168,2322,GSI003,65,Aprovado,1,2,2,2,2,1,2,1,1,0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2
175,2135,GSI003,84,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1
177,1909,GSI003,65,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
181,1891,GSI003,90,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
184,2057,GSI003,53,Reprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
185,1897,GSI003,0,Reprovado,1,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1
186,2552,GSI003,78,Aprovado,0,1,2,2,2,1,1,1,1,0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1
207,1891,GSI003,90,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
208,2737,GSI003,0,Reprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
210,2737,GSI003,83,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
211,2737,GSI003,72,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
212,2737,GSI003,76,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
215,1891,GSI003,90,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
216,1891,GSI003,70,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
217,1891,GSI003,90,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
218,2722,GSI003,72,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
219,2722,GSI003,79,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
220,2722,GSI003,72,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
225,1891,GSI003,70,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
228,1891,GSI003,100,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
229,1891,GSI003,90,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
230,2589,GSI003,60,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
234,2657,GSI003,0,Reprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
235,2657,GSI003,90,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
237,2589,GSI003,67,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
241,2620,GSI003,62,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
242,2620,GSI003,69,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
243,2620,GSI003,70,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
244,2620,GSI003,60,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
247,2589,GSI003,76,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
248,2589,GSI003,66,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
249,2589,GSI003,70,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
250,2589,GSI003,86,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
251,2589,GSI003,60,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
252,2552,GSI003,81,Aprovado,0,0,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1
253,2552,GSI003,61,Aprovado,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1
254,2552,GSI003,71,Aprovado,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1
255,2366,GSI003,0,Reprovado,0,2,0,2,2,2,2,0,0,0,2,0,0,0,2,0,0,2,2,2,0,0,2,0,0,0
256,2552,GSI003,78,Aprovado,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1
257,2408,GSI003,54,Reprovado,0,0,1,2,2,2,2,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,0,1,1
261,2484,GSI003,82,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
262,2408,GSI003,46,Reprovado,0,1,1,2,2,2,2,0,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,0,1
267,2366,GSI003,78,Aprovado,0,2,1,2,2,2,2,1,1,1,2,1,0,1,2,1,1,2,2,2,1,0,2,1,1,1
268,2366,GSI003,81,Aprovado,0,2,0,2,2,2,2,1,1,1,2,0,1,0,2,0,0,2,2,2,1,1,2,1,1,1
271,2322,GSI003,60,Aprovado,0,2,2,2,2,1,2,1,1,0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2
272,2408,GSI003,76,Aprovado,1,0,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,0,2,2,1,1,1
274,2258,GSI003,53,Reprovado,0,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,0,2,0,1,1
275,2366,GSI003,66,Aprovado,1,2,0,2,2,2,2,1,0,0,2,1,1,1,2,0,1,2,2,2,0,1,2,1,1,1
276,2366,GSI003,66,Aprovado,1,2,0,2,2,2,2,1,1,1,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1
277,2366,GSI003,69,Aprovado,1,2,0,2,2,2,2,1,1,1,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1
280,2322,GSI003,62,Aprovado,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2
284,2322,GSI003,73,Aprovado,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2
285,2322,GSI003,89,Aprovado,0,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2
287,2187,GSI003,60,Aprovado,1,1,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,0
288,2187,GSI003,100,Aprovado,1,1,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,1
294,2258,GSI003,77,Aprovado,0,0,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,2,1,1,1
295,2258,GSI003,65,Aprovado,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,1,2,1,1,1
302,2187,GSI003,100,Aprovado,1,1,2,2,2,1,2,0,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,2,0,0
305,2057,GSI003,67,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
310,2135,GSI003,87,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1
312,2012,GSI003,0,Reprovado,0,1,0,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,0,1,0,1
313,2057,GSI003,42,Reprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
314,2057,GSI003,64,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
315,2057,GSI003,77,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
316,2091,GSI003,88,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
318,2012,GSI003,0,Reprovado,1,1,0,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,0,1,1,1
319,2091,GSI003,89,Aprovado,0,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
321,2012,GSI003,85,Aprovado,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
324,2057,GSI003,73,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
325,2057,GSI003,88,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
326,2057,GSI003,77,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
327,1994,GSI003,69,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,1,1,1
328,1994,GSI003,62,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,1,1,1
331,1959,GSI003,61,Aprovado,1,1,0,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,0,1,1,1
332,1994,GSI003,72,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
333,1994,GSI003,60,Aprovado,1,0,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
336,1959,GSI003,39,Reprovado,1,1,1,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,1,1,1
338,1959,GSI003,60,Aprovado,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
339,1897,GSI003,60,Aprovado,0,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,1,2,0,2,1,1
341,1948,GSI003,65,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
349,1897,GSI003,87,Aprovado,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1
351,1897,GSI003,68,Aprovado,1,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,1,2,0,2,1,1
352,1948,GSI003,80,Aprovado,1,1,0,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1
361,2408,GSI003,65,Aprovado,0,1,1,2,2,2,2,0,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1
362,1897,GSI003,0,Reprovado,1,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,1,2,0,2,1,1
373,2552,GSI003,82,Aprovado,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1
374,2589,GSI003,76,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
376,2484,GSI003,68,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
377,2484,GSI003,0,Reprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
378,2484,GSI003,82,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
380,2408,GSI003,81,Aprovado,1,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,0,2,2,1,1,1
384,2322,GSI003,86,Aprovado,1,2,2,2,2,0,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2
387,2258,GSI003,72,Aprovado,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1
390,2012,GSI003,72,Aprovado,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
392,2012,GSI003,90,Aprovado,1,1,0,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
393,1994,GSI003,93,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
395,1959,GSI003,78,Aprovado,1,1,1,2,1,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
396,1959,GSI003,79,Aprovado,1,1,1,2,1,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
398,1948,GSI003,0,Reprovado,0,0,0,2,1,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
399,1909,GSI003,79,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
400,1909,GSI003,71,Aprovado,1,1,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
404,1909,GSI003,73,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
406,2620,GSI003,66,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
410,2552,GSI003,4,Reprovado,0,1,2,2,2,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0
412,1891,GSI003,70,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
419,2484,GSI003,90,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
420,1959,GSI003,73,Aprovado,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,1,1,1
421,1994,GSI003,60,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,0,1,1,1
425,1909,GSI003,78,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
427,1948,GSI003,62,Aprovado,1,1,1,2,1,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,1,0,1,0,1
429,1897,GSI003,73,Aprovado,1,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1
433,2408,GSI003,77,Aprovado,1,0,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,0,1
434,2322,GSI003,89,Aprovado,1,2,2,2,2,0,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2
435,2135,GSI003,21,Reprovado,1,1,1,1,1,1,1,1,1,0,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1
437,2135,GSI003,90,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1
440,1909,GSI003,77,Aprovado,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
441,1897,GSI003,54,Reprovado,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,2,1,1
442,1897,GSI003,90,Aprovado,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1
450,2737,GSI003,79,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
452,2484,GSI003,69,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
455,1909,GSI003,84,Aprovado,0,0,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
462,2737,GSI003,66,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
464,2589,GSI003,77,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
468,2722,GSI003,66,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
469,2722,GSI003,72,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
473,2657,GSI003,74,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
474,1891,GSI003,80,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
476,2589,GSI003,80,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
478,2484,GSI003,95,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
481,2187,GSI003,90,Aprovado,1,1,2,2,2,0,2,1,2,0,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,0
484,2091,GSI003,72,Aprovado,1,1,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
488,1959,GSI003,69,Aprovado,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
494,1909,GSI003,0,Reprovado,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
