IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1419,1926,GSI012,0,Reprovado,1,1,0,1,0,0,0,1,0,1,1,1,1,2,2,1,1,0,0,0,1,1,2
1432,1926,GSI012,6,Reprovado,1,1,1,1,0,0,0,1,1,0,1,0,1,2,2,1,1,1,1,1,1,1,2
1437,2073,GSI012,67,Aprovado,1,1,1,1,1,1,2,2,2,1,0,1,1,2,2,2,1,2,2,1,2,1,1
1443,2691,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1444,2231,GSI012,83,Aprovado,1,1,1,1,1,1,1,1,1,0,1,1,1,2,2,1,1,1,1,1,1,1,2
1447,1956,GSI012,4,Reprovado,1,1,1,0,2,1,1,2,2,1,2,2,2,2,0,2,0,2,2,0,0,0,2
1454,1929,GSI012,62,Aprovado,1,1,1,0,0,0,1,0,0,1,1,0,0,1,2,1,1,1,1,1,1,1,2
1456,1956,GSI012,3,Reprovado,1,0,1,0,2,0,1,2,2,0,2,2,2,2,0,2,0,2,2,0,0,0,2
1463,2007,GSI012,66,Aprovado,1,1,1,1,1,1,2,1,1,0,2,2,2,1,2,1,1,2,2,1,1,1,1
1467,1956,GSI012,0,Reprovado,1,0,0,0,2,0,1,2,2,0,2,2,2,2,0,2,0,2,2,0,0,0,2
1468,2643,GSI012,15,Reprovado,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2
1471,2007,GSI012,64,Aprovado,1,1,1,1,1,0,2,1,1,0,2,2,2,1,2,1,0,2,2,0,0,1,1
1475,1771,GSI012,90,Aprovado,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,1,1,0,1,1,1,1,2
1487,2378,GSI012,100,Aprovado,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1
1497,2691,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1507,1771,GSI012,74,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,2
1516,2741,GSI012,94,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1525,2293,GSI012,4,Reprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1
1528,2391,GSI012,0,Reprovado,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2
1534,2378,GSI012,0,Reprovado,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1
1548,1926,GSI012,63,Aprovado,1,1,1,1,1,1,0,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,2
1562,2691,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1565,2001,GSI012,0,Reprovado,1,1,1,1,1,0,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,1,2
1585,2028,GSI012,30,Reprovado,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,0,0
1591,2520,GSI012,60,Aprovado,1,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,0,1,1,2
1604,2643,GSI012,60,Aprovado,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2
1609,1929,GSI012,0,Reprovado,1,0,1,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1612,1929,GSI012,26,Reprovado,0,0,1,0,1,0,1,1,1,1,1,1,0,1,2,0,0,1,1,1,1,1,2
1615,2890,GSI012,68,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1628,2073,GSI012,100,Aprovado,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1
1630,2001,GSI012,78,Aprovado,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2
1643,2890,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1656,2028,GSI012,65,Aprovado,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1
1660,2545,GSI012,76,Aprovado,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2
1666,2378,GSI012,48,Reprovado,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1
1667,2378,GSI012,0,Reprovado,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1
1684,2028,GSI012,17,Reprovado,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,0,0
1686,2028,GSI012,65,Aprovado,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1
1687,2028,GSI012,26,Reprovado,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,0,2,2,0,1,0,0
1690,1929,GSI012,12,Reprovado,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,1,1,1,1,1,2
1697,2007,GSI012,0,Reprovado,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1
1840,2741,GSI012,67,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1842,2741,GSI012,72,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1843,2890,GSI012,91,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1844,2691,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1847,2741,GSI012,12,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1848,2691,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1849,2691,GSI012,40,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1850,2890,GSI012,86,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1851,2670,GSI012,10,Reprovado,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,0,0,0,0,0,1,0,2
1852,2890,GSI012,62,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1853,2691,GSI012,4,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1854,2890,GSI012,61,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1855,2168,GSI012,74,Aprovado,1,0,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2
1856,2691,GSI012,8,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1858,2691,GSI012,51,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1859,2741,GSI012,32,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1860,2741,GSI012,63,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1861,2741,GSI012,0,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1862,2890,GSI012,41,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1863,2890,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1864,2890,GSI012,69,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1869,2670,GSI012,24,Reprovado,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2
1872,2670,GSI012,0,Reprovado,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,0,0,0,0,0,1,0,2
1873,2890,GSI012,82,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1886,2741,GSI012,64,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1892,2520,GSI012,60,Aprovado,1,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,1,1,2
1893,2670,GSI012,61,Aprovado,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2
1895,2520,GSI012,14,Reprovado,1,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,1,0,2
1898,2293,GSI012,0,Reprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1
1899,2691,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1901,2643,GSI012,77,Aprovado,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2
1903,2545,GSI012,2,Reprovado,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2
1904,2378,GSI012,71,Aprovado,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1
1905,2741,GSI012,98,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1908,2545,GSI012,11,Reprovado,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2
1909,2691,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1911,2670,GSI012,42,Reprovado,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2
1912,2741,GSI012,12,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1918,2378,GSI012,65,Aprovado,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1
1922,2520,GSI012,10,Reprovado,1,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,1,0,2
1928,2643,GSI012,0,Reprovado,0,0,0,0,0,0,2,0,2,0,0,2,0,2,2,2,2,2,2,0,0,1,2
1939,2691,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1941,2391,GSI012,0,Reprovado,1,1,1,1,2,0,0,2,0,0,1,2,2,2,2,2,0,2,2,0,0,0,2
1948,2691,GSI012,70,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1950,2691,GSI012,75,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1952,2643,GSI012,0,Reprovado,1,0,0,0,0,0,2,0,2,0,0,2,0,2,2,2,2,2,2,0,0,1,2
1955,2670,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2
1956,2643,GSI012,60,Aprovado,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2
1957,1771,GSI012,60,Aprovado,1,1,1,1,1,0,1,0,1,1,1,1,0,2,2,1,1,1,0,1,1,1,2
1958,2643,GSI012,15,Reprovado,1,0,1,1,0,1,2,1,2,1,0,2,1,2,2,2,2,2,2,1,1,1,2
1959,2643,GSI012,16,Reprovado,0,1,0,1,1,0,2,0,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2
1960,2643,GSI012,38,Reprovado,1,1,1,1,0,1,2,0,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2
1961,2670,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2
1963,1926,GSI012,60,Aprovado,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,1,1,1,0,1,1,2
1965,2691,GSI012,68,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1968,2691,GSI012,67,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1971,2691,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1972,2293,GSI012,0,Reprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1
1973,2691,GSI012,66,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1974,2643,GSI012,27,Reprovado,1,1,1,0,0,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2
1981,2643,GSI012,9,Reprovado,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2
1991,2670,GSI012,62,Aprovado,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2
1992,2670,GSI012,39,Reprovado,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2
1993,2691,GSI012,97,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1994,2670,GSI012,65,Aprovado,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2
2004,2520,GSI012,18,Reprovado,1,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,0,1,0,2
2005,2545,GSI012,65,Aprovado,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2
2006,2520,GSI012,73,Aprovado,1,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,1,1,2
2007,2520,GSI012,0,Reprovado,1,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,0,1,0,2
2008,2545,GSI012,8,Reprovado,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2
2009,2073,GSI012,63,Aprovado,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1
2010,2028,GSI012,35,Reprovado,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,0,2,2,0,1,1,1
2011,2643,GSI012,60,Aprovado,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2
2013,2643,GSI012,22,Reprovado,1,0,0,1,0,0,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2
2016,1771,GSI012,0,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2
2017,2231,GSI012,60,Aprovado,1,1,0,1,1,0,1,1,1,1,1,1,0,2,2,0,1,1,0,1,1,1,2
2018,2670,GSI012,67,Aprovado,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2
2019,2231,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,0,1,0,0,2,2,1,1,1,0,1,1,0,2
2020,2643,GSI012,5,Reprovado,1,0,1,0,0,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2
2022,2670,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2
2023,1929,GSI012,8,Reprovado,1,1,0,1,1,0,1,1,0,0,1,0,0,0,2,0,0,1,1,1,1,1,2
2024,2643,GSI012,6,Reprovado,1,1,1,1,0,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2
2025,2007,GSI012,0,Reprovado,1,0,0,0,0,0,2,1,1,0,2,2,2,0,2,0,0,2,2,0,0,0,0
2030,2741,GSI012,70,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
2031,2231,GSI012,74,Aprovado,1,1,0,1,0,1,1,1,1,1,1,0,1,2,2,1,1,1,0,1,1,1,2
2033,2545,GSI012,0,Reprovado,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2
2034,2520,GSI012,60,Aprovado,1,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,0,1,1,2
2060,2168,GSI012,62,Aprovado,1,0,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2
2061,2643,GSI012,85,Aprovado,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2
2071,1771,GSI012,68,Aprovado,1,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2
2072,2643,GSI012,76,Aprovado,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2
2076,2231,GSI012,71,Aprovado,1,1,1,1,1,1,1,1,1,0,0,1,1,2,2,1,0,1,1,1,1,1,2
2077,2293,GSI012,0,Reprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1
2088,1771,GSI012,2,Reprovado,1,1,1,0,0,1,1,0,1,0,1,1,0,2,2,1,0,1,1,1,1,1,2
2089,2073,GSI012,73,Aprovado,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1
2090,2168,GSI012,0,Reprovado,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,2,2,0,0,0,2
2092,2643,GSI012,60,Aprovado,1,1,1,0,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2
2101,2378,GSI012,0,Reprovado,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1
2125,2073,GSI012,60,Aprovado,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1
2128,1956,GSI012,0,Reprovado,1,1,0,0,2,0,1,2,2,0,2,2,2,2,0,2,0,2,2,0,0,0,2
2129,2293,GSI012,0,Reprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1
2130,2168,GSI012,75,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2
2131,1926,GSI012,65,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,2
2132,1926,GSI012,70,Aprovado,1,1,1,1,1,1,0,1,0,0,1,0,1,2,2,1,1,1,0,0,1,1,2
2133,2231,GSI012,0,Reprovado,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,1,0,0,2
2134,2378,GSI012,0,Reprovado,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1
2138,1771,GSI012,48,Reprovado,1,1,1,1,1,1,1,1,0,0,1,1,1,2,2,1,1,1,1,1,1,1,2
2142,2007,GSI012,0,Reprovado,1,0,0,1,0,0,2,1,0,0,2,2,2,0,2,0,0,2,2,0,0,0,0
2143,2520,GSI012,54,Reprovado,1,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,1,1,2
2145,1926,GSI012,71,Aprovado,1,1,1,1,1,0,0,0,1,0,1,1,1,2,2,1,1,1,0,0,1,1,2
2149,1771,GSI012,37,Reprovado,1,1,0,1,1,1,1,1,0,1,1,1,1,2,2,1,0,0,1,1,1,1,2
2150,2168,GSI012,0,Reprovado,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,2,2,0,0,0,2
2153,2073,GSI012,68,Aprovado,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1
2164,2545,GSI012,0,Reprovado,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2
2180,2545,GSI012,75,Aprovado,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2
2191,2378,GSI012,0,Reprovado,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1
2193,2545,GSI012,68,Aprovado,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2
2202,1771,GSI012,60,Aprovado,1,1,1,1,0,0,0,1,0,0,1,0,1,2,2,1,0,1,1,1,1,1,2
2203,2391,GSI012,6,Reprovado,1,1,1,1,2,1,0,2,0,0,1,2,2,2,2,2,0,2,2,0,0,0,2
2209,2391,GSI012,0,Reprovado,1,1,1,1,2,0,0,2,0,0,1,2,2,2,2,2,0,2,2,0,0,0,2
2230,2001,GSI012,65,Aprovado,1,1,1,0,0,0,0,1,1,0,0,1,1,2,2,1,0,1,1,1,1,1,2
2236,2293,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1
2237,2520,GSI012,0,Reprovado,1,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,1,1,2
2238,2391,GSI012,60,Aprovado,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2
2240,1771,GSI012,75,Aprovado,1,0,1,1,1,1,0,0,1,0,1,1,1,2,2,1,0,1,1,1,1,1,2
2243,2391,GSI012,60,Aprovado,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2
2244,2028,GSI012,11,Reprovado,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,0,2,2,0,1,0,0
2249,2520,GSI012,23,Reprovado,1,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,1,1,2
2255,1771,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,0,1,1,1,2
2260,2073,GSI012,79,Aprovado,1,1,1,1,1,1,2,2,2,1,0,1,1,2,2,2,1,2,2,1,2,1,1
2276,2391,GSI012,60,Aprovado,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,0,0,1,2
2277,2391,GSI012,0,Reprovado,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2
2279,2073,GSI012,76,Aprovado,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1
2280,2231,GSI012,0,Reprovado,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,1,0,0,2
2281,2073,GSI012,68,Aprovado,1,1,1,1,1,1,2,2,2,1,0,1,1,2,2,2,1,2,2,1,2,1,1
2282,2293,GSI012,87,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1
2288,2378,GSI012,79,Aprovado,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1
2290,2001,GSI012,34,Reprovado,1,1,1,1,1,0,1,0,0,0,1,1,1,2,2,1,0,1,0,0,1,1,2
2294,2378,GSI012,79,Aprovado,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1
2303,2378,GSI012,70,Aprovado,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1
2320,2378,GSI012,72,Aprovado,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1
2321,2378,GSI012,70,Aprovado,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1
2324,1926,GSI012,0,Reprovado,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,1,1,2
2326,2073,GSI012,74,Aprovado,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1
2328,1926,GSI012,75,Aprovado,1,1,0,0,1,0,0,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,2
2330,1926,GSI012,3,Reprovado,1,1,1,1,1,0,1,1,1,0,0,1,0,2,2,1,1,0,0,0,1,1,2
2331,1929,GSI012,60,Aprovado,1,1,1,0,1,1,0,1,1,0,1,0,0,1,2,1,1,1,1,1,1,1,2
2332,2293,GSI012,0,Reprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1
2337,2293,GSI012,0,Reprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1
2338,2378,GSI012,78,Aprovado,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1
2344,2545,GSI012,62,Aprovado,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2
2360,2001,GSI012,0,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2
2365,2168,GSI012,67,Aprovado,1,1,1,0,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2
2371,1929,GSI012,0,Reprovado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1,2
2379,1771,GSI012,0,Reprovado,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,1,1,2
2385,2378,GSI012,5,Reprovado,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1
2386,1929,GSI012,0,Reprovado,0,0,1,0,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
2393,2293,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1
2409,2007,GSI012,60,Aprovado,1,0,1,1,0,1,2,1,1,0,2,2,2,0,2,1,1,2,2,0,1,1,1
2411,2007,GSI012,60,Aprovado,1,1,1,0,1,1,2,1,1,1,2,2,2,1,2,1,0,2,2,0,1,1,1
2435,1956,GSI012,0,Reprovado,1,1,0,0,2,0,1,2,2,0,2,2,2,2,0,2,0,2,2,0,0,0,2
2437,2001,GSI012,65,Aprovado,1,1,1,1,1,0,0,1,1,1,1,1,1,2,2,1,1,0,1,0,1,1,2
2440,1926,GSI012,32,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2
2457,1956,GSI012,61,Aprovado,1,1,1,1,2,0,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2
2462,2168,GSI012,16,Reprovado,1,0,1,0,0,0,1,0,0,1,2,2,1,1,2,2,1,2,2,0,0,0,2
2467,2231,GSI012,0,Reprovado,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,1,0,0,2
2469,2168,GSI012,83,Aprovado,1,1,1,0,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2
2472,1929,GSI012,16,Reprovado,1,1,1,0,1,0,1,1,0,0,0,0,1,0,2,0,0,1,1,1,1,1,2
2483,2073,GSI012,0,Reprovado,1,1,1,1,1,1,2,2,2,1,0,1,1,2,2,2,1,2,2,1,2,1,1
2484,2073,GSI012,0,Reprovado,1,1,1,1,1,1,2,2,2,1,0,1,1,2,2,2,1,2,2,1,2,1,1
2485,2168,GSI012,0,Reprovado,1,1,1,1,1,0,1,1,1,0,2,2,0,1,2,2,0,2,2,0,1,1,2
2486,2073,GSI012,73,Aprovado,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1
