IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1687,2089,GSI001,60,Aprovado,1,1,1,1,1,1,1,1,2,2,2,2,1,1
1690,1946,GSI001,46,Reprovado,1,0,0,2,0,1,2,0,2,1,0,1,1,1
1691,1946,GSI001,83,Aprovado,1,1,1,2,1,0,2,1,2,1,1,1,0,1
1693,1896,GSI001,91,Aprovado,1,1,1,1,1,1,1,2,2,2,2,1,1,1
1697,2008,GSI001,76,Aprovado,1,1,1,1,1,1,2,2,2,2,0,2,1,1
1701,1907,GSI001,0,Reprovado,1,0,0,1,1,2,2,2,2,0,0,2,0,2
1702,1896,GSI001,84,Aprovado,1,0,1,1,1,1,0,2,2,2,2,1,1,1
1703,1896,GSI001,95,Aprovado,1,0,0,1,1,1,1,2,2,2,2,1,1,1
1705,1884,GSI001,0,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1723,1884,GSI001,71,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1734,1886,GSI001,96,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1736,1884,GSI001,47,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1738,1884,GSI001,63,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1745,1884,GSI001,65,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1751,1884,GSI001,68,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1754,1886,GSI001,96,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1761,1884,GSI001,61,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1766,1884,GSI001,77,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1781,1884,GSI001,73,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1838,2736,GSI001,78,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1839,2736,GSI001,60,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1840,2736,GSI001,60,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1841,2736,GSI001,93,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1842,2736,GSI001,88,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1843,2736,GSI001,98,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1844,2736,GSI001,60,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1847,2736,GSI001,95,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1848,2736,GSI001,88,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1849,2736,GSI001,98,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1850,2736,GSI001,73,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1851,2736,GSI001,60,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1852,2736,GSI001,98,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1853,2736,GSI001,75,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1854,2736,GSI001,95,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1855,2736,GSI001,73,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1856,2736,GSI001,88,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1857,2736,GSI001,78,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1858,2736,GSI001,60,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1859,2736,GSI001,88,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1860,2736,GSI001,93,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1861,2736,GSI001,60,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1862,2736,GSI001,60,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1863,2736,GSI001,93,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1864,2736,GSI001,88,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1868,2736,GSI001,93,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1869,2736,GSI001,60,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1870,1884,GSI001,0,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1871,2736,GSI001,93,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1872,2736,GSI001,98,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1873,2736,GSI001,98,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1886,1886,GSI001,69,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1889,1884,GSI001,0,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1890,1886,GSI001,86,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1891,1886,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1892,1886,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1893,1886,GSI001,100,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1894,1886,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1895,1886,GSI001,100,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1898,1886,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1899,1886,GSI001,90,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1900,1886,GSI001,87,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1901,1886,GSI001,98,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1902,1886,GSI001,82,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1903,1886,GSI001,85,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1904,1886,GSI001,90,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1905,1886,GSI001,100,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1906,1884,GSI001,8,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1907,1886,GSI001,60,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1908,1884,GSI001,65,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1909,1886,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1910,1886,GSI001,65,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1911,1886,GSI001,98,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1912,1886,GSI001,90,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1913,1884,GSI001,60,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1914,1886,GSI001,77,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1915,1886,GSI001,65,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1917,1886,GSI001,90,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1918,1886,GSI001,81,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1920,1886,GSI001,89,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1921,1886,GSI001,94,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1922,1886,GSI001,100,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1923,1886,GSI001,67,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1928,1884,GSI001,0,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1939,1884,GSI001,76,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1940,1884,GSI001,71,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1941,1884,GSI001,55,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1948,1884,GSI001,77,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1949,1884,GSI001,72,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1950,1884,GSI001,77,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1951,1884,GSI001,15,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1952,1884,GSI001,77,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1953,1884,GSI001,69,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1954,1884,GSI001,67,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1955,1884,GSI001,63,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1956,1884,GSI001,53,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1957,1884,GSI001,70,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1958,1884,GSI001,64,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1959,1884,GSI001,63,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1960,1884,GSI001,64,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1961,1884,GSI001,76,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1962,1884,GSI001,15,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1963,1884,GSI001,53,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1964,1884,GSI001,49,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1965,1884,GSI001,75,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1968,1884,GSI001,68,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1969,1884,GSI001,51,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1970,1884,GSI001,65,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1971,1884,GSI001,60,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1972,1884,GSI001,73,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1973,1884,GSI001,71,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1974,1884,GSI001,70,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1980,1884,GSI001,75,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1981,1884,GSI001,74,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1982,1884,GSI001,63,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1989,2656,GSI001,94,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1991,2656,GSI001,96,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1992,2656,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1993,2656,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1994,2656,GSI001,97,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2000,2656,GSI001,97,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2001,2656,GSI001,94,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2002,2656,GSI001,87,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2003,2551,GSI001,0,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2004,2656,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2005,2656,GSI001,91,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2006,2656,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2007,2656,GSI001,89,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2008,2656,GSI001,96,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2009,2656,GSI001,93,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2010,2656,GSI001,93,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2011,2656,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2012,2656,GSI001,82,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2013,2656,GSI001,96,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2015,2656,GSI001,14,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2016,2656,GSI001,94,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2017,2656,GSI001,90,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2018,2656,GSI001,97,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2019,2656,GSI001,90,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2020,2656,GSI001,93,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2021,2656,GSI001,91,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2022,2656,GSI001,98,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2023,2656,GSI001,91,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2024,2656,GSI001,87,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2025,2656,GSI001,83,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2026,2656,GSI001,85,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2029,2656,GSI001,87,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2030,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2031,2656,GSI001,98,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2032,2656,GSI001,0,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2033,2656,GSI001,87,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2034,2656,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2042,2656,GSI001,86,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2051,2619,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2052,2619,GSI001,90,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2059,2619,GSI001,0,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2060,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2061,2619,GSI001,97,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2062,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2063,2619,GSI001,66,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2064,2619,GSI001,97,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2065,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2066,2619,GSI001,93,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2067,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2068,2619,GSI001,68,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2069,2619,GSI001,96,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2071,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2072,2619,GSI001,93,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2073,2619,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2074,2619,GSI001,94,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2075,2619,GSI001,97,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2076,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2077,2619,GSI001,100,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2078,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2079,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2080,2619,GSI001,97,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2081,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2082,2619,GSI001,94,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2083,2619,GSI001,67,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2084,2619,GSI001,97,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2088,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2089,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2090,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2091,2619,GSI001,66,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2092,2619,GSI001,97,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2093,2619,GSI001,94,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2100,2619,GSI001,96,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2101,2619,GSI001,100,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2102,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2107,2619,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2108,2619,GSI001,97,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2109,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2125,2588,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2128,2588,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2129,2588,GSI001,75,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2130,2588,GSI001,94,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2131,2588,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2132,2588,GSI001,91,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2133,2588,GSI001,97,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2134,2588,GSI001,94,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2135,2588,GSI001,70,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2137,2588,GSI001,84,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2138,2588,GSI001,96,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2139,2588,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2140,2407,GSI001,0,Reprovado,1,0,0,0,0,0,2,0,0,1,2,0,0,1
2141,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
2142,2588,GSI001,96,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2143,2588,GSI001,97,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2144,2588,GSI001,0,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2145,2588,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2146,2588,GSI001,96,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2147,2588,GSI001,94,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2148,2588,GSI001,96,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2149,2588,GSI001,92,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2150,2588,GSI001,94,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2151,2588,GSI001,94,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2153,2588,GSI001,96,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2157,2551,GSI001,60,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2164,2551,GSI001,86,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2165,2551,GSI001,77,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2166,2551,GSI001,63,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2167,1861,GSI001,0,Reprovado,0,0,0,2,0,0,2,0,0,2,2,2,0,0
2178,2551,GSI001,64,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2179,2551,GSI001,75,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2180,2551,GSI001,92,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2181,2551,GSI001,68,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2187,2551,GSI001,69,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2188,2551,GSI001,90,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2189,2551,GSI001,87,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2190,2551,GSI001,83,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2191,2551,GSI001,84,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2192,2483,GSI001,0,Reprovado,1,0,2,2,0,1,2,2,0,2,2,2,1,1
2193,2551,GSI001,92,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2194,2551,GSI001,90,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2195,2551,GSI001,92,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2197,2551,GSI001,89,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2198,2551,GSI001,76,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2199,2551,GSI001,92,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2200,2551,GSI001,78,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2201,2551,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2202,2551,GSI001,90,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2203,2551,GSI001,86,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2204,2551,GSI001,83,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2209,2551,GSI001,84,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2222,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
2229,2483,GSI001,90,Aprovado,1,1,2,2,0,1,2,2,0,2,2,2,1,1
2230,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
2231,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,0,2,2,2,1,1
2232,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,0,2,2,2,1,1
2233,1861,GSI001,5,Reprovado,1,1,0,2,0,0,2,0,0,2,2,2,0,0
2235,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
2236,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
2238,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
2239,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
2240,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
2241,2483,GSI001,0,Reprovado,1,1,2,2,0,1,2,2,0,2,2,2,1,1
2243,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
2244,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,0,2,2,2,1,1
2245,2407,GSI001,0,Reprovado,1,0,0,0,0,0,2,0,0,1,2,0,0,1
2246,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
2247,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
2250,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,0,2,2,2,1,1
2251,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
2252,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
2253,2483,GSI001,90,Aprovado,1,1,2,2,0,1,2,2,0,2,2,2,1,1
2259,2407,GSI001,83,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2261,2407,GSI001,84,Aprovado,1,0,1,0,1,0,2,1,1,1,2,1,1,1
2262,2483,GSI001,80,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
2263,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
2264,2483,GSI001,80,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
2272,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,0,2,2,2,1,1
2273,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,0,2,2,2,1,1
2274,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,0,2,2,2,1,1
2276,2483,GSI001,80,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
2277,2483,GSI001,80,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
2278,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,0,2,2,2,1,1
2279,2483,GSI001,90,Aprovado,1,1,2,2,0,1,2,2,0,2,2,2,1,1
2280,2407,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2281,2407,GSI001,87,Aprovado,1,1,1,1,1,1,2,1,1,1,2,0,1,1
2282,2407,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2284,2407,GSI001,0,Reprovado,1,0,0,0,0,0,2,0,0,1,2,0,0,1
2287,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
2288,2407,GSI001,95,Aprovado,1,1,1,1,0,1,2,1,1,1,2,1,1,1
2290,2407,GSI001,87,Aprovado,1,1,0,0,1,0,2,0,1,1,2,0,1,1
2293,2407,GSI001,85,Aprovado,1,0,1,1,1,0,2,1,0,1,2,1,1,1
2294,2407,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2298,2407,GSI001,95,Aprovado,1,1,1,0,1,1,2,1,1,1,2,1,1,1
2303,2407,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,0,1,1
2304,2407,GSI001,90,Aprovado,1,0,0,1,1,0,2,1,1,1,2,1,1,1
2305,2407,GSI001,90,Aprovado,1,1,1,1,1,1,2,1,1,1,2,0,1,1
2312,2407,GSI001,89,Aprovado,1,1,1,1,1,0,2,1,1,1,2,0,1,1
2313,2407,GSI001,95,Aprovado,1,1,1,1,1,0,2,1,1,1,2,1,1,1
2314,2407,GSI001,89,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
2315,2407,GSI001,93,Aprovado,1,1,1,0,1,0,2,1,1,1,2,0,1,1
2316,2407,GSI001,82,Aprovado,1,1,1,1,1,1,2,0,0,1,2,1,1,1
2317,2407,GSI001,0,Reprovado,1,1,1,0,1,0,2,0,0,1,2,0,0,1
2318,2407,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
