IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14
735,2089,GSI001,74,Aprovado,1,1,1,1,1,1,1,1,2,2,2,2,1,1
737,2151,GSI001,60,Aprovado,1,1,1,2,1,2,2,1,2,2,2,2,1,1
739,1957,GSI001,80,Aprovado,1,1,1,2,1,0,1,1,2,1,0,2,1,2
742,2089,GSI001,60,Aprovado,1,1,1,1,1,1,1,1,2,2,2,2,1,1
743,1992,GSI001,67,Aprovado,1,1,1,1,2,1,2,1,2,1,1,2,1,1
748,1907,GSI001,92,Aprovado,1,1,1,1,1,2,2,2,2,0,1,2,1,2
749,1907,GSI001,88,Aprovado,1,1,1,1,1,2,2,2,2,0,1,2,1,2
750,1946,GSI001,0,Reprovado,1,1,1,2,1,0,2,1,2,1,0,1,1,1
751,1896,GSI001,0,Reprovado,1,0,0,1,0,1,0,2,2,2,2,1,1,1
752,1896,GSI001,75,Aprovado,1,1,1,1,1,1,1,2,2,2,2,1,1,1
757,2736,GSI001,78,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
758,2736,GSI001,93,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
762,1886,GSI001,96,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
768,2588,GSI001,97,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
769,2483,GSI001,0,Reprovado,1,0,2,2,0,1,2,2,0,2,2,2,1,1
770,2008,GSI001,62,Aprovado,1,1,1,1,0,0,2,2,2,2,1,2,1,1
771,2328,GSI001,78,Aprovado,1,1,1,2,2,2,2,2,2,2,2,1,1,1
773,1957,GSI001,60,Aprovado,1,1,0,2,1,1,0,0,2,0,0,2,1,2
775,1992,GSI001,0,Reprovado,1,1,1,0,2,1,2,1,2,1,1,2,1,0
776,1896,GSI001,94,Aprovado,1,1,1,1,0,1,1,2,2,2,2,1,1,1
777,1907,GSI001,76,Aprovado,1,1,1,1,1,2,2,2,2,0,1,2,1,2
782,2185,GSI001,94,Aprovado,1,1,1,2,1,1,2,1,2,2,2,1,1,0
786,1992,GSI001,70,Aprovado,1,1,1,1,2,1,2,1,2,1,1,2,1,1
787,1896,GSI001,2,Reprovado,1,0,0,1,0,1,0,2,2,2,2,1,1,1
793,1957,GSI001,71,Aprovado,1,1,0,2,1,1,0,1,2,1,0,2,1,2
797,2055,GSI001,7,Reprovado,1,1,1,1,1,1,2,1,2,2,1,2,1,1
798,2736,GSI001,98,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
799,2089,GSI001,60,Aprovado,1,1,1,1,1,1,1,1,2,2,2,2,1,1
801,2328,GSI001,73,Aprovado,1,1,1,2,2,2,2,2,2,2,2,1,1,1
803,2656,GSI001,94,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
804,2185,GSI001,71,Aprovado,0,1,0,2,1,1,2,1,2,2,2,0,1,1
813,2151,GSI001,0,Reprovado,1,0,0,2,0,2,2,0,2,2,2,2,0,0
816,1907,GSI001,90,Aprovado,1,1,1,1,1,2,2,2,2,1,1,2,0,2
820,2407,GSI001,87,Aprovado,1,1,1,1,1,0,2,1,0,1,2,1,1,1
827,1896,GSI001,89,Aprovado,1,1,0,1,1,1,1,2,2,2,2,1,1,1
830,1907,GSI001,86,Aprovado,1,1,1,1,1,2,2,2,2,0,1,2,1,2
831,2328,GSI001,90,Aprovado,1,1,0,2,2,2,2,2,2,2,2,1,1,1
834,2619,GSI001,98,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
837,1992,GSI001,1,Reprovado,1,1,1,0,2,1,2,1,2,1,1,2,1,0
843,1861,GSI001,93,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,1
846,2185,GSI001,78,Aprovado,1,1,1,2,0,1,2,1,2,2,2,1,1,1
847,1884,GSI001,72,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
848,2055,GSI001,91,Aprovado,1,1,1,1,0,1,2,1,2,2,1,2,1,1
853,1907,GSI001,79,Aprovado,1,1,1,1,1,2,2,2,2,1,1,2,1,2
855,1896,GSI001,89,Aprovado,1,1,1,1,1,1,1,2,2,2,2,1,1,1
856,2407,GSI001,90,Aprovado,1,1,1,0,1,1,2,1,1,1,2,0,1,1
859,1884,GSI001,67,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
860,1861,GSI001,0,Reprovado,0,0,0,2,0,0,2,0,0,2,2,2,0,0
861,2619,GSI001,100,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
866,1886,GSI001,98,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
867,1861,GSI001,0,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,1
868,2588,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
877,1884,GSI001,83,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
879,1992,GSI001,0,Reprovado,1,1,1,0,2,1,2,1,2,1,1,2,1,0
882,1946,GSI001,37,Reprovado,1,1,1,2,1,0,2,0,2,0,0,1,0,1
883,1946,GSI001,73,Aprovado,1,1,1,2,1,1,2,0,2,1,1,1,1,1
889,2089,GSI001,49,Reprovado,1,1,1,1,1,1,1,1,2,2,2,2,1,1
891,2008,GSI001,72,Aprovado,1,1,1,1,1,1,2,2,2,2,1,2,1,1
892,1896,GSI001,87,Aprovado,1,1,1,1,1,1,1,2,2,2,2,1,1,1
895,2736,GSI001,93,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
899,1884,GSI001,77,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
905,2656,GSI001,83,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
906,2656,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
907,2656,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
911,2588,GSI001,92,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
938,2551,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
939,2551,GSI001,93,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
941,2551,GSI001,86,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
961,2407,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
986,2328,GSI001,65,Aprovado,1,1,0,2,2,2,2,2,2,2,2,1,1,1
991,2256,GSI001,91,Aprovado,1,1,1,2,2,0,2,1,2,2,2,1,1,1
1002,2151,GSI001,60,Aprovado,1,0,1,2,0,2,2,0,2,2,2,2,1,1
1048,2055,GSI001,96,Aprovado,1,1,1,0,1,1,2,1,2,2,1,2,1,1
1055,2008,GSI001,0,Reprovado,1,0,0,1,1,0,2,2,2,2,0,2,0,1
1077,1946,GSI001,87,Aprovado,1,1,1,2,1,1,2,0,2,1,1,1,1,1
1079,1946,GSI001,88,Aprovado,1,1,1,2,1,1,2,1,2,1,1,1,1,1
1081,1946,GSI001,76,Aprovado,1,1,1,2,1,1,2,1,2,1,1,1,1,1
1085,1946,GSI001,66,Aprovado,1,1,1,2,0,1,2,1,2,1,1,1,1,1
1113,1896,GSI001,70,Aprovado,1,1,1,1,1,1,1,2,2,2,2,1,1,1
1114,1884,GSI001,71,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1115,1884,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1117,2588,GSI001,96,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1118,2407,GSI001,82,Aprovado,1,1,1,1,1,0,2,1,1,1,2,1,0,1
1119,2407,GSI001,88,Aprovado,1,1,1,1,0,1,2,0,1,1,2,1,0,1
1120,2256,GSI001,93,Aprovado,0,1,1,2,2,0,2,0,2,2,2,1,1,1
1124,2089,GSI001,60,Aprovado,1,1,1,1,1,1,1,1,2,2,2,2,1,1
1125,2008,GSI001,77,Aprovado,1,1,1,1,1,1,2,2,2,2,1,2,1,1
1130,1896,GSI001,99,Aprovado,1,1,1,1,1,1,1,2,2,2,2,1,1,1
1143,2256,GSI001,94,Aprovado,1,1,1,2,2,1,2,1,2,2,2,1,1,1
1144,2256,GSI001,100,Aprovado,1,1,1,2,2,1,2,1,2,2,2,1,1,1
1146,1946,GSI001,77,Aprovado,1,1,1,2,1,1,2,1,2,0,1,1,0,1
1150,2588,GSI001,98,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1151,2328,GSI001,94,Aprovado,1,1,1,2,2,2,2,2,2,2,2,1,1,1
1155,2185,GSI001,94,Aprovado,1,1,0,2,1,1,2,1,2,2,2,1,1,1
1160,1861,GSI001,0,Reprovado,0,0,0,2,0,0,2,0,0,2,2,2,0,0
1163,1886,GSI001,94,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1166,2588,GSI001,94,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1167,2656,GSI001,97,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1168,1992,GSI001,79,Aprovado,1,1,1,1,2,1,2,1,2,1,1,2,1,0
1170,2551,GSI001,81,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1178,2089,GSI001,60,Aprovado,1,1,1,1,1,1,1,1,2,2,2,2,1,1
1179,1992,GSI001,74,Aprovado,1,1,1,1,2,1,2,1,2,1,1,2,1,1
1190,2736,GSI001,73,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1193,1886,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1194,2008,GSI001,60,Aprovado,1,1,1,1,1,1,2,2,2,2,1,2,1,1
1195,2736,GSI001,60,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1196,1896,GSI001,88,Aprovado,1,0,1,1,1,1,1,2,2,2,2,1,1,1
1203,2736,GSI001,98,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1205,2736,GSI001,60,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1209,2588,GSI001,96,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1210,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1211,2619,GSI001,0,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1216,2551,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1217,2089,GSI001,62,Aprovado,1,1,1,1,1,1,1,1,2,2,2,2,1,1
1219,2328,GSI001,76,Aprovado,1,1,1,2,2,2,2,2,2,2,2,1,1,1
1221,2151,GSI001,74,Aprovado,1,1,1,2,1,2,2,0,2,2,2,2,1,1
1223,2151,GSI001,0,Reprovado,1,0,0,2,1,2,2,0,2,2,2,2,0,0
1224,2055,GSI001,94,Aprovado,1,1,1,0,1,1,2,1,2,2,1,2,1,1
1225,1907,GSI001,0,Reprovado,1,0,0,1,1,2,2,2,2,0,0,2,0,2
1227,1907,GSI001,84,Aprovado,1,1,1,1,1,2,2,2,2,0,0,2,1,2
1229,2089,GSI001,67,Aprovado,1,1,1,1,1,1,1,1,2,2,2,2,1,1
1230,1992,GSI001,51,Reprovado,1,1,1,1,2,1,2,1,2,1,1,2,1,1
1236,1896,GSI001,90,Aprovado,1,1,0,1,1,1,1,2,2,2,2,1,1,1
1238,1957,GSI001,79,Aprovado,1,1,1,2,1,0,1,0,2,0,0,2,1,2
1239,1907,GSI001,83,Aprovado,1,1,1,1,1,2,2,2,2,1,1,2,1,2
1241,1896,GSI001,75,Aprovado,1,1,0,1,1,1,1,2,2,2,2,1,1,1
1242,1896,GSI001,84,Aprovado,1,0,0,1,1,1,0,2,2,2,2,1,1,1
1250,1886,GSI001,100,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1251,2656,GSI001,92,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1252,2656,GSI001,84,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1254,2588,GSI001,97,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1255,1886,GSI001,90,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1259,2619,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1260,2551,GSI001,92,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1262,2588,GSI001,96,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1275,2185,GSI001,97,Aprovado,1,1,0,2,1,1,2,1,2,2,2,1,1,0
1282,2008,GSI001,80,Aprovado,1,1,1,1,1,1,2,2,2,2,0,2,0,1
1284,2055,GSI001,93,Aprovado,1,1,1,1,0,1,2,1,2,2,1,2,1,1
1285,2055,GSI001,94,Aprovado,1,1,1,0,1,1,2,1,2,2,1,2,1,1
1288,1907,GSI001,0,Reprovado,1,0,0,1,1,2,2,2,2,0,0,2,0,2
1293,1907,GSI001,61,Aprovado,1,1,1,1,1,2,2,2,2,0,0,2,1,2
1294,1907,GSI001,75,Aprovado,1,1,1,1,1,2,2,2,2,0,1,2,1,2
1295,1907,GSI001,85,Aprovado,1,1,1,1,1,2,2,2,2,1,1,2,1,2
1297,1896,GSI001,90,Aprovado,1,1,1,1,1,1,1,2,2,2,2,1,1,1
1303,2185,GSI001,95,Aprovado,1,1,1,2,0,1,2,1,2,2,2,1,1,1
1305,2055,GSI001,82,Aprovado,1,1,1,1,1,1,2,1,2,2,1,2,1,1
1311,2089,GSI001,72,Aprovado,1,1,1,1,1,1,1,1,2,2,2,2,1,1
1317,2736,GSI001,95,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1319,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1321,2256,GSI001,78,Aprovado,1,1,1,2,2,1,2,1,2,2,2,1,1,1
1322,1907,GSI001,92,Aprovado,1,1,1,1,1,2,2,2,2,1,1,2,1,2
1323,1957,GSI001,81,Aprovado,1,1,1,2,1,1,0,1,2,1,1,2,1,2
1325,2151,GSI001,71,Aprovado,1,1,1,2,1,2,2,1,2,2,2,2,1,1
1326,1957,GSI001,60,Aprovado,1,1,0,2,1,1,0,1,2,1,0,2,1,2
1329,2619,GSI001,100,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1330,1946,GSI001,47,Reprovado,1,1,1,2,1,0,2,0,2,0,0,1,0,1
1331,2407,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,0,1,1
1332,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,0,2,2,2,1,1
1333,1907,GSI001,91,Aprovado,1,1,1,1,1,2,2,2,2,1,1,2,1,2
1334,2151,GSI001,20,Reprovado,1,0,0,2,1,2,2,0,2,2,2,2,0,0
1336,2185,GSI001,74,Aprovado,1,1,1,2,1,1,2,1,2,2,2,1,1,1
1338,1992,GSI001,60,Aprovado,1,1,1,1,2,1,2,1,2,1,1,2,1,0
1341,1884,GSI001,75,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1342,1884,GSI001,68,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1343,2588,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1344,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1345,2551,GSI001,89,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1347,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
1348,2588,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1352,2656,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1354,2619,GSI001,100,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1356,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
1357,2328,GSI001,90,Aprovado,0,1,1,2,2,2,2,2,2,2,2,1,1,1
1358,2256,GSI001,74,Reprovado por Freqüência,0,0,0,2,2,0,2,0,2,2,2,1,0,0
1360,1884,GSI001,0,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1365,2736,GSI001,65,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1368,1886,GSI001,94,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1370,2619,GSI001,97,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1371,2328,GSI001,77,Aprovado,1,1,1,2,2,2,2,2,2,2,2,1,1,1
1377,2256,GSI001,94,Aprovado,1,1,0,2,2,1,2,1,2,2,2,1,1,1
1378,2055,GSI001,92,Aprovado,1,1,1,0,1,1,2,1,2,2,1,2,1,1
1379,2089,GSI001,61,Aprovado,1,1,1,1,1,1,1,1,2,2,2,2,1,1
1391,1957,GSI001,81,Aprovado,1,1,1,2,1,1,1,1,2,1,0,2,1,2
1396,1896,GSI001,89,Aprovado,1,0,0,1,0,1,1,2,2,2,2,1,1,1
1398,2736,GSI001,0,Reprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1403,2588,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1406,1861,GSI001,94,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,0
1409,2055,GSI001,93,Aprovado,1,1,1,1,1,1,2,1,2,2,1,2,1,1
1416,2407,GSI001,94,Aprovado,1,0,1,1,1,0,2,1,1,1,2,1,1,1
1417,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,0,2,2,2,1,1
1420,2008,GSI001,67,Aprovado,1,1,1,1,1,0,2,2,2,2,1,2,1,1
1426,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1429,1861,GSI001,96,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,1
1431,2008,GSI001,90,Aprovado,1,1,1,1,1,0,2,2,2,2,1,2,0,1
1432,1957,GSI001,96,Aprovado,1,1,1,2,1,1,1,1,2,1,1,2,1,2
1433,2055,GSI001,94,Aprovado,1,1,1,0,1,1,2,1,2,2,1,2,1,1
1435,2407,GSI001,0,Reprovado,1,1,1,1,1,1,2,0,0,1,2,1,0,1
1437,2256,GSI001,68,Aprovado,1,1,1,2,2,1,2,0,2,2,2,1,1,1
1441,1884,GSI001,0,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1443,1884,GSI001,67,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1444,2551,GSI001,89,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1448,1896,GSI001,84,Aprovado,1,1,0,1,0,1,0,2,2,2,2,1,1,1
1451,1946,GSI001,87,Aprovado,1,1,0,2,1,1,2,0,2,0,1,1,1,1
1452,1907,GSI001,89,Aprovado,1,1,1,1,1,2,2,2,2,1,0,2,1,2
1454,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,0,2,2,2,1,1
1455,2407,GSI001,39,Reprovado,1,1,0,0,1,1,2,0,0,1,2,1,0,1
1456,1896,GSI001,74,Aprovado,1,1,0,1,1,1,1,2,2,2,2,1,1,1
1459,1992,GSI001,69,Aprovado,1,1,1,1,2,1,2,1,2,1,1,2,1,1
1463,2008,GSI001,80,Aprovado,1,1,1,1,1,1,2,2,2,2,1,2,1,1
1467,2089,GSI001,67,Aprovado,1,1,1,1,1,1,1,1,2,2,2,2,1,1
1468,2619,GSI001,99,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1469,2407,GSI001,86,Aprovado,1,1,1,0,1,0,2,0,0,1,2,1,1,1
1470,2055,GSI001,96,Aprovado,1,1,1,1,1,1,2,1,2,2,1,2,1,1
1471,2008,GSI001,76,Aprovado,1,1,1,1,1,1,2,2,2,2,1,2,1,1
1472,2256,GSI001,82,Aprovado,1,1,1,2,2,1,2,1,2,2,2,1,1,1
1475,2185,GSI001,97,Aprovado,1,1,0,2,1,1,2,1,2,2,2,1,1,1
1477,1992,GSI001,74,Aprovado,1,1,1,1,2,1,2,1,2,1,1,2,1,0
1478,1907,GSI001,88,Aprovado,1,1,1,1,1,2,2,2,2,1,1,2,1,2
1479,2008,GSI001,64,Aprovado,1,0,0,1,1,1,2,2,2,2,1,2,0,1
1487,2588,GSI001,98,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1488,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,0,2,2,2,1,1
1489,1861,GSI001,76,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,0,0
1490,2407,GSI001,89,Aprovado,1,1,1,1,1,0,2,1,1,1,2,1,0,1
1494,1896,GSI001,96,Aprovado,1,1,1,1,1,1,1,2,2,2,2,1,1,1
1495,1896,GSI001,91,Aprovado,1,1,1,1,1,1,1,2,2,2,2,1,1,1
1496,1907,GSI001,90,Aprovado,1,1,1,1,1,2,2,2,2,1,1,2,1,2
1497,1886,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1500,1946,GSI001,89,Aprovado,1,1,1,2,1,1,2,1,2,1,1,1,0,1
1501,1907,GSI001,91,Aprovado,1,1,1,1,1,2,2,2,2,0,1,2,1,2
1507,2185,GSI001,97,Aprovado,1,1,1,2,1,1,2,1,2,2,2,1,1,1
1508,2008,GSI001,70,Aprovado,1,1,1,1,1,0,2,2,2,2,1,2,1,1
1509,2089,GSI001,1,Reprovado,1,1,1,1,1,1,1,1,2,2,2,2,1,1
1514,1907,GSI001,86,Aprovado,1,1,1,1,1,2,2,2,2,1,1,2,1,2
1516,2736,GSI001,93,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1521,2619,GSI001,98,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1524,2551,GSI001,90,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1525,2551,GSI001,82,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1526,2588,GSI001,93,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1528,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
1530,2407,GSI001,87,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1532,2407,GSI001,0,Reprovado,1,0,0,0,0,0,2,0,0,1,2,0,0,1
1534,1861,GSI001,0,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,1
1535,2151,GSI001,60,Aprovado,1,1,0,2,1,2,2,1,2,2,2,2,1,1
1538,2089,GSI001,15,Reprovado,1,1,1,1,1,1,1,1,2,2,2,2,1,1
1540,2008,GSI001,71,Aprovado,1,1,1,1,1,1,2,2,2,2,0,2,0,1
1543,1957,GSI001,60,Aprovado,1,1,1,2,1,1,1,1,2,0,0,2,1,2
1544,1957,GSI001,96,Aprovado,0,1,1,2,1,1,0,1,2,1,1,2,1,2
1545,1957,GSI001,74,Aprovado,0,0,1,2,0,1,0,1,2,1,0,2,1,2
1548,1957,GSI001,92,Aprovado,1,1,1,2,1,0,1,1,2,1,1,2,1,2
1549,1957,GSI001,60,Aprovado,1,1,0,2,1,1,1,0,2,1,0,2,1,2
1552,1907,GSI001,86,Aprovado,1,1,1,1,1,2,2,2,2,1,0,2,1,2
1555,1896,GSI001,2,Reprovado,1,0,0,1,0,1,0,2,2,2,2,1,1,1
1556,1896,GSI001,83,Aprovado,1,1,0,1,0,1,1,2,2,2,2,1,1,1
1561,1886,GSI001,10,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1562,1886,GSI001,90,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1565,2588,GSI001,96,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1567,1861,GSI001,0,Reprovado,0,0,0,2,0,0,2,0,0,2,2,2,0,0
1568,1992,GSI001,0,Reprovado,1,1,1,0,2,1,2,1,2,1,1,2,1,0
1573,2151,GSI001,74,Aprovado,1,1,1,2,0,2,2,1,2,2,2,2,1,1
1574,2055,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,2,2,1,2,1,1
1575,2588,GSI001,93,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1576,1861,GSI001,0,Reprovado,0,0,0,2,0,0,2,0,0,2,2,2,0,0
1580,2656,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1584,1896,GSI001,83,Aprovado,1,1,1,1,1,1,1,2,2,2,2,1,1,1
1585,2185,GSI001,98,Aprovado,1,1,1,2,1,1,2,1,2,2,2,1,1,1
1588,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,1,2,2,2,1,1
1591,2588,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1594,1992,GSI001,33,Reprovado,1,1,1,0,2,1,2,1,2,1,1,2,1,0
1601,1946,GSI001,8,Reprovado,1,0,0,2,1,0,2,0,2,0,0,0,0,1
1608,2089,GSI001,0,Reprovado,1,1,1,1,1,1,1,1,2,2,2,2,1,1
1611,2008,GSI001,51,Reprovado,1,0,0,1,0,0,2,2,2,2,0,2,0,1
1612,1946,GSI001,69,Reprovado por Freqüência,0,0,1,2,1,1,2,0,2,1,0,0,0,1
1613,1861,GSI001,90,Aprovado,1,1,0,2,1,1,2,1,1,2,2,2,1,1
1614,1946,GSI001,88,Aprovado,1,1,1,2,1,1,2,1,2,1,1,1,1,1
1615,2736,GSI001,98,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1617,2619,GSI001,100,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1620,2407,GSI001,90,Aprovado,1,1,1,1,1,0,2,1,1,1,2,1,1,1
1621,2551,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1622,2185,GSI001,74,Aprovado,1,1,1,2,0,1,2,1,2,2,2,1,1,0
1625,2055,GSI001,87,Aprovado,1,1,1,1,0,1,2,1,2,2,1,2,1,1
1628,2151,GSI001,92,Aprovado,1,1,1,2,1,2,2,1,2,2,2,2,1,1
1630,2055,GSI001,92,Aprovado,1,1,1,1,1,1,2,1,2,2,1,2,1,1
1631,1896,GSI001,72,Aprovado,1,1,1,1,1,1,1,2,2,2,2,1,1,1
1643,2736,GSI001,73,Aprovado,1,1,1,1,1,1,2,2,2,2,2,1,1,2
1655,2656,GSI001,0,Reprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1656,2483,GSI001,90,Aprovado,1,1,2,2,1,1,2,2,0,2,2,2,1,1
1660,2551,GSI001,95,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1661,2551,GSI001,92,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1663,2407,GSI001,88,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1666,2407,GSI001,89,Aprovado,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1669,2256,GSI001,72,Aprovado,1,1,1,2,2,1,2,0,2,2,2,1,1,1
1670,2256,GSI001,86,Aprovado,1,1,1,2,2,1,2,0,2,2,2,1,1,1
1674,2185,GSI001,68,Aprovado,1,1,1,2,0,1,2,1,2,2,2,0,1,1
1675,2328,GSI001,22,Reprovado,1,1,1,2,2,2,2,2,2,2,2,1,1,1
1683,2008,GSI001,0,Reprovado,1,0,0,1,0,0,2,2,2,2,0,2,0,1
1684,2089,GSI001,87,Aprovado,1,1,1,1,1,1,1,1,2,2,2,2,1,1
1686,2089,GSI001,62,Aprovado,1,1,1,1,1,1,1,1,2,2,2,2,1,1
