IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
2496,1681,GSI018,77,Aprovado,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,0,0,2,0,2,0,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2497,1681,GSI018,76,Aprovado,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,0,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2501,1681,GSI018,79,Aprovado,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,0,0,0,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2503,1605,GSI018,46,Reprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,1,2
2504,1719,GSI018,75,Aprovado,0,1,1,1,0,2,0,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,0,2,2,2,2,2,2,2,1,1,2
2505,1632,GSI018,44,Reprovado,0,0,2,0,2,2,2,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,0,2,1,1,2,0,2,2,1,0,0,2,2,1,1,0,0,1,0,1,2,1,1,1,1
2514,1686,GSI018,71,Aprovado,1,0,2,0,2,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,1,0,2,2,2,1,1,2,2,0,1,1
2519,1681,GSI018,13,Reprovado,1,0,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,0,2,2,0,0,2,2,2,2,1,2,2,2,2,2,2,2,1,0,2
2521,1686,GSI018,64,Aprovado,1,1,2,0,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,0,2,2,1,1,1
2526,1632,GSI018,70,Aprovado,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,0,2,2,0,1,1,1,1,1,0,2,1,1,1,1
2527,1681,GSI018,60,Aprovado,1,0,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,0,0,2,0,2,0,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2552,1632,GSI018,75,Aprovado,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1
2553,1632,GSI018,83,Aprovado,0,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,1,2,1,1,2,1,2,2,1,0,0,2,2,1,1,0,1,1,1,0,2,1,1,1,1
2557,1632,GSI018,77,Aprovado,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,0,1,1,2,1,1,1,1
2565,1758,GSI018,73,Aprovado,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,2,1,0,0,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2566,1681,GSI018,39,Reprovado,1,1,1,0,1,2,1,0,1,1,0,1,2,0,2,1,2,2,0,2,2,1,2,2,2,2,0,1,1,2,1,1,2,1,2,1,1,2,2,0,0,2,2,2,2,0,2,2,2,2,2,2,2,1,1,2
2572,1632,GSI018,87,Aprovado,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,1,2,1,1,2,0,2,2,1,1,0,2,2,1,1,1,1,1,1,1,2,1,1,1,1
2575,1632,GSI018,77,Aprovado,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,1,2,1,1,2,0,2,2,1,1,0,2,2,1,1,1,1,1,1,1,2,1,1,1,1
2589,1686,GSI018,61,Aprovado,0,0,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1
2604,1656,GSI018,61,Aprovado,1,1,2,1,2,2,2,1,2,2,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2618,1634,GSI018,61,Aprovado,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
2620,1686,GSI018,80,Aprovado,1,0,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1
2624,1686,GSI018,62,Aprovado,1,1,2,1,2,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1
2625,1634,GSI018,61,Aprovado,0,1,2,2,1,2,2,0,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
2627,1681,GSI018,62,Aprovado,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,0,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2629,1634,GSI018,25,Reprovado,1,1,2,2,1,2,2,0,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
2630,1686,GSI018,70,Aprovado,1,0,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,0
2632,1686,GSI018,74,Aprovado,1,0,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1
2633,1634,GSI018,61,Aprovado,1,1,2,2,1,2,2,1,2,2,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2,2,1,1,1
2638,1634,GSI018,80,Aprovado,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
2639,1686,GSI018,60,Aprovado,1,1,2,1,2,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,0,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1
2643,1605,GSI018,67,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
2648,1686,GSI018,1,Reprovado,1,1,2,1,2,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,0,2,0,2,2,2,0,2,2,2,0,0,2,2,2,0,0,2,2,0,0,0
2649,1718,GSI018,61,Aprovado,0,1,2,1,2,2,2,0,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,1,1
2652,1656,GSI018,3,Reprovado,0,0,2,0,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,2
2653,1602,GSI018,0,Reprovado,1,1,0,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,0,1,2,2,0,0,2,2,0,0,2,2,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,0,2
2656,1634,GSI018,67,Aprovado,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
2659,1681,GSI018,67,Aprovado,0,1,1,1,1,2,1,1,1,0,1,1,2,1,2,1,2,2,1,2,2,0,2,2,2,2,1,0,0,2,1,1,2,1,2,1,0,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2677,1605,GSI018,29,Reprovado,1,1,1,1,1,2,2,2,2,2,0,2,1,2,2,2,2,2,1,0,2,2,1,1,2,2,0,0,2,2,2,0,2,1,0,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
2678,1718,GSI018,68,Aprovado,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,1,1
2682,1632,GSI018,82,Aprovado,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1
2686,1718,GSI018,60,Aprovado,0,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,1,1
2688,1605,GSI018,9,Reprovado,1,0,0,1,0,2,2,2,2,2,0,2,1,2,2,2,2,2,0,0,2,2,1,0,2,2,1,0,2,2,2,0,2,0,1,2,0,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,0,2
2696,1632,GSI018,90,Aprovado,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,0,1,1,1,1,2,1,1,1,1
2701,1602,GSI018,0,Reprovado,0,0,0,1,1,2,2,2,2,2,0,2,1,2,2,2,2,2,0,1,2,2,0,0,2,2,0,0,2,2,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,0,2
2704,1634,GSI018,62,Aprovado,1,1,2,2,1,2,2,1,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,2,1,1,1
2707,1602,GSI018,0,Reprovado,0,0,0,0,1,2,2,2,2,2,1,2,0,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,2,2,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,0,2
2716,1656,GSI018,1,Reprovado,1,1,2,0,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,0,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,2
2717,1686,GSI018,10,Reprovado,0,0,2,0,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,1,2,2,2,1,2,2,2,0,1,2,2,2,1,0,2,2,0,0,0
2726,1718,GSI018,73,Aprovado,1,0,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2,2,2,1,1
2734,1634,GSI018,61,Aprovado,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
2737,1602,GSI018,36,Reprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
2738,1656,GSI018,63,Aprovado,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2740,1634,GSI018,0,Reprovado,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
2744,1605,GSI018,0,Reprovado,1,0,0,0,0,2,2,2,2,2,0,2,0,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,2,2,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,0,2
2746,1634,GSI018,75,Aprovado,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
2751,1656,GSI018,50,Reprovado,0,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2752,1656,GSI018,66,Aprovado,1,0,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,1,2
2754,1605,GSI018,60,Aprovado,0,0,1,1,1,2,2,2,2,2,0,2,1,2,2,2,2,2,1,1,2,2,1,0,2,2,1,0,2,2,2,1,2,1,1,2,0,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,1,2
2756,1634,GSI018,60,Aprovado,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
2758,1656,GSI018,54,Reprovado,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,1,2
2759,1632,GSI018,75,Aprovado,1,1,2,0,2,2,2,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1
2760,1605,GSI018,60,Aprovado,0,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,0,2,2,1,1,2,2,1,1,2,2,2,0,2,1,1,2,1,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,0,2
2761,1602,GSI018,14,Reprovado,1,1,1,1,0,2,2,2,2,2,1,2,1,2,2,2,2,2,1,0,2,2,0,1,2,2,0,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,0,2
2766,1656,GSI018,85,Aprovado,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,1,2
2777,1634,GSI018,44,Reprovado,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
2778,1602,GSI018,0,Reprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
2789,1634,GSI018,65,Aprovado,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
2790,1634,GSI018,72,Aprovado,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
2791,1602,GSI018,13,Reprovado,0,0,0,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,0,1,2,2,1,1,2,2,1,0,2,2,2,1,2,0,1,2,0,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,0,2
2792,1602,GSI018,0,Reprovado,0,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,0,1,2,2,1,0,2,2,1,1,2,2,2,1,2,0,1,2,0,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,0,2
2801,1634,GSI018,65,Aprovado,1,1,2,2,0,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
2805,1634,GSI018,69,Aprovado,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
2806,1634,GSI018,61,Aprovado,0,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
2813,1634,GSI018,0,Reprovado,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
2814,1605,GSI018,20,Reprovado,0,1,0,1,1,2,2,2,2,2,0,2,0,2,2,2,2,2,1,1,2,2,0,0,2,2,0,0,2,2,2,0,2,0,1,2,0,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,0,2
2817,1634,GSI018,87,Aprovado,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
2818,1602,GSI018,3,Reprovado,0,0,0,1,1,2,2,2,2,2,1,2,0,2,2,2,2,2,0,0,2,2,0,0,2,2,1,0,2,2,2,0,2,0,1,2,0,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,0,2
2830,1634,GSI018,0,Reprovado,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
2833,1605,GSI018,25,Reprovado,1,1,1,1,0,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,0,0,2,2,1,1,2,2,2,1,2,0,1,2,0,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,0,2
2839,1605,GSI018,14,Reprovado,0,1,1,1,1,2,2,2,2,2,0,2,0,2,2,2,2,2,0,1,2,2,0,0,2,2,0,0,2,2,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,0,2
2844,1605,GSI018,10,Reprovado,0,1,0,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,0,2,2,2,0,2,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,0,2
2868,1605,GSI018,62,Aprovado,1,1,0,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
2873,1605,GSI018,35,Reprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,0,2,2,2,1,2,0,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
2874,1605,GSI018,75,Aprovado,1,1,0,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
2878,1718,GSI018,63,Aprovado,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1
2880,1605,GSI018,61,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,0,2
2889,1605,GSI018,77,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,0,2,2,1,1,2,2,1,0,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
2892,1634,GSI018,13,Reprovado,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,1,0,0
2896,1605,GSI018,64,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
2902,1656,GSI018,75,Aprovado,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2914,1602,GSI018,60,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,0,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
2915,1602,GSI018,0,Reprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,0,0,2,2,0,1,2,2,0,1,2,2,2,1,2,0,1,2,0,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,0,2
2917,1602,GSI018,23,Reprovado,1,1,1,1,1,2,2,2,2,2,1,2,0,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,0,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
2926,1602,GSI018,14,Reprovado,1,1,0,1,1,2,2,2,2,2,0,2,0,2,2,2,2,2,0,1,2,2,1,1,2,2,1,0,2,2,2,0,2,0,1,2,0,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,0,2
2928,1602,GSI018,43,Reprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,0,2,2,0,1,2,2,1,0,2,2,2,1,2,1,1,2,0,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
2929,1602,GSI018,62,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
2933,1656,GSI018,40,Reprovado,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2949,1602,GSI018,39,Reprovado,0,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,0,2,2,2,1,2,1,1,2,0,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,1,2
3113,1602,GSI018,0,Reprovado,1,1,0,1,0,2,2,2,2,2,0,2,0,2,2,2,2,2,0,1,2,2,0,1,2,2,0,0,2,2,2,0,2,0,1,2,0,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,0,2
3117,1602,GSI018,0,Reprovado,1,0,0,0,0,2,2,2,2,2,0,2,0,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,2,2,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,0,2
3127,1632,GSI018,90,Aprovado,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1
3136,1711,GSI018,72,Aprovado,1,2,1,1,2,2,2,1,2,1,1,0,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
3149,2695,GSI018,86,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
3150,2742,GSI018,61,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
