IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,10,11,13,14,15,16,17,18,20,21,22,23,24,25,28,29,30,31,33,34,35,37,38,39
88,1889,GSI008,72,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
91,2725,GSI008,69,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1
92,2487,GSI008,60,Aprovado,1,2,2,2,1,0,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,0,2,1,1,1,1,1
94,2492,GSI008,60,Aprovado,1,2,1,2,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,0,1,2,2,2,1,2,1,1,1,1,1
96,2382,GSI008,80,Aprovado,0,2,1,1,2,1,0,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1
99,2302,GSI008,62,Aprovado,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,1,0,2,1,1,1,2,1,1,1
102,2262,GSI008,67,Aprovado,1,1,2,2,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1
103,2302,GSI008,67,Aprovado,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,0,0,2,0,1,0,2,1,1,1
107,1931,GSI008,60,Aprovado,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,0,2,1,1,1
108,1914,GSI008,29,Reprovado,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1
109,2078,GSI008,75,Aprovado,0,1,2,2,1,1,2,2,2,0,0,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2
111,2705,GSI008,100,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
115,2192,GSI008,76,Aprovado,1,1,1,1,2,1,1,1,2,2,2,1,0,1,2,2,1,1,0,1,2,2,1,1,2,2,2,0,2,1,1,1
119,2625,GSI008,60,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
120,2725,GSI008,77,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1
121,2487,GSI008,60,Aprovado,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,0,1,1,1
122,1943,GSI008,60,Aprovado,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,0,1,1
123,2098,GSI008,78,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,0,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,2
124,2139,GSI008,0,Reprovado,0,1,2,2,2,1,2,2,2,0,2,0,1,1,2,2,0,0,2,2,2,2,0,0,2,1,2,0,1,0,0,0
127,2663,GSI008,60,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1
129,2078,GSI008,60,Aprovado,1,1,2,2,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2
130,2262,GSI008,13,Reprovado,1,1,2,2,1,1,2,2,2,1,1,1,2,0,1,2,2,0,2,0,2,2,2,0,0,2,2,2,2,0,0,1
131,1914,GSI008,61,Aprovado,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1
132,1943,GSI008,0,Reprovado,1,2,2,2,1,2,2,2,2,2,2,0,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1
133,2139,GSI008,83,Aprovado,1,1,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,1,0
135,2705,GSI008,72,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
138,1912,GSI008,65,Aprovado,0,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1
141,2725,GSI008,60,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1
143,1889,GSI008,62,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
145,2564,GSI008,64,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,0,1,1,1,2,0,2,1,0,1
149,2419,GSI008,79,Aprovado,1,2,1,1,2,1,1,2,2,2,0,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1
154,1931,GSI008,29,Reprovado,0,1,2,2,1,2,2,2,2,2,2,0,2,2,0,2,0,1,2,1,2,2,2,1,2,2,2,0,2,1,1,1
155,1943,GSI008,60,Aprovado,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1
160,2434,GSI008,67,Aprovado,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,0,1,1,2,1,2,1,1,1
161,2204,GSI008,4,Reprovado,1,1,2,1,2,1,2,2,2,1,2,1,1,0,2,2,1,1,2,1,2,2,1,0,2,1,2,1,2,0,0,0
164,2625,GSI008,60,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
171,2705,GSI008,60,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
175,2116,GSI008,68,Aprovado,1,1,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,0,2,2,2,2,1,0,2,1,2,1,1,1,1,1
177,1914,GSI008,14,Reprovado,0,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,0,0
181,2705,GSI008,78,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
183,1889,GSI008,22,Reprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
186,2487,GSI008,60,Aprovado,0,2,2,2,0,1,0,0,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,0,0,1,1,1
188,1889,GSI008,0,Reprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
207,2705,GSI008,97,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
208,1889,GSI008,79,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
210,1889,GSI008,88,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
211,1889,GSI008,67,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
215,2705,GSI008,100,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
216,2705,GSI008,64,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
218,2663,GSI008,60,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1
219,2725,GSI008,76,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1
220,2725,GSI008,76,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1
224,2625,GSI008,64,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
225,2663,GSI008,60,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1
228,2705,GSI008,65,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
229,2705,GSI008,93,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
230,2581,GSI008,0,Reprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
235,2663,GSI008,64,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1
237,2581,GSI008,60,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
241,2625,GSI008,60,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
242,2625,GSI008,89,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
243,2625,GSI008,68,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
244,2581,GSI008,60,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
247,2564,GSI008,71,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,0,0,1,1,2,0,2,1,0,1
248,2581,GSI008,80,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
249,2581,GSI008,64,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
251,2564,GSI008,34,Reprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,0,0,1,1,2,0,2,1,0,1
252,2564,GSI008,87,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,0,2,1,1,1
254,2386,GSI008,65,Aprovado,1,2,1,0,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1
256,2564,GSI008,75,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1
261,2488,GSI008,61,Aprovado,1,1,2,1,2,1,1,1,0,1,2,1,1,2,2,2,1,1,2,2,0,0,1,1,0,1,2,1,1,1,1,2
265,2419,GSI008,61,Aprovado,1,2,1,1,2,0,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1
267,2302,GSI008,0,Reprovado,1,2,2,2,2,2,0,2,2,2,0,1,2,2,2,2,2,0,2,0,2,2,0,0,2,0,0,0,2,0,0,0
268,2382,GSI008,70,Aprovado,0,2,1,0,2,1,0,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1
272,2386,GSI008,65,Aprovado,0,2,1,0,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1
274,2204,GSI008,60,Aprovado,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,2,1,1,1
276,2382,GSI008,75,Aprovado,0,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,0,1,0,1,2,1,1,0
277,2197,GSI008,60,Aprovado,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,1,2,2,1,0,2,2,2,1,2,1,1,1
280,2139,GSI008,1,Reprovado,0,1,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,0,2,2,2,2,0,0,2,1,2,0,1,1,1,0
284,2291,GSI008,68,Aprovado,1,1,2,2,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1
285,2302,GSI008,78,Aprovado,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,0,2,1,2,2,1,1,2,0,1,1,2,1,1,1
287,2018,GSI008,63,Aprovado,0,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1
288,2197,GSI008,98,Aprovado,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1
302,2018,GSI008,67,Aprovado,1,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1
305,2192,GSI008,62,Aprovado,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,1,1,1
310,2116,GSI008,63,Aprovado,1,1,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,2,1,0,2,1,2,1,1,1,1,1
313,1943,GSI008,0,Reprovado,0,2,2,2,1,2,2,2,2,2,2,0,0,2,2,2,2,0,2,2,2,2,2,1,2,2,2,0,0,0,0,1
314,2018,GSI008,12,Reprovado,0,1,2,1,2,1,2,2,2,2,0,0,1,0,2,2,0,1,2,2,2,2,1,0,2,2,2,0,2,1,0,0
315,1714,GSI008,80,Aprovado,0,1,2,1,2,0,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1
316,2098,GSI008,60,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,0,2,1,2,2,2,1,0,2,2,2,2,1,1,2
319,2098,GSI008,96,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,2
321,2023,GSI008,76,Aprovado,1,1,2,2,2,1,2,2,2,2,1,0,1,1,1,2,0,1,2,1,2,2,1,1,2,1,2,1,2,1,1,1
324,1943,GSI008,33,Reprovado,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,0,2,2,2,2,2,1,2,2,2,1,1,1,1,1
325,1714,GSI008,40,Reprovado,1,0,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1
326,1714,GSI008,92,Aprovado,1,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1
327,1997,GSI008,60,Aprovado,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1
328,1997,GSI008,49,Reprovado,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1
331,1923,GSI008,0,Reprovado,0,0,2,2,0,2,2,2,2,2,2,0,2,2,0,2,0,0,2,0,2,2,2,1,2,2,2,0,2,0,0,0
332,1997,GSI008,60,Aprovado,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1
333,1943,GSI008,16,Reprovado,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,0,2,2,2,2,2,1,2,2,2,1,1,0,1,1
336,1943,GSI008,0,Reprovado,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,0,0,0,0,1
338,1923,GSI008,69,Aprovado,0,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,1,2,1,1,1
341,1914,GSI008,37,Reprovado,0,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1
352,1914,GSI008,68,Aprovado,0,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1
373,2487,GSI008,22,Reprovado,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,0,1
374,2581,GSI008,94,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
376,2488,GSI008,65,Aprovado,0,0,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,0,1,1,1,1,2,1,1,1,1,2
378,2419,GSI008,0,Reprovado,1,2,1,1,2,0,0,2,2,2,0,1,2,2,2,2,1,1,0,0,2,2,0,0,0,0,2,0,2,0,0,0
380,2434,GSI008,100,Aprovado,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,0,2,2,1,1,1,1,2,0,2,1,1,1
384,2302,GSI008,66,Aprovado,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,1,1,2,0,1,0,2,1,1,1
387,2197,GSI008,60,Aprovado,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,1,2,2,0,1,2,2,2,1,2,1,1,1
390,2050,GSI008,100,Aprovado,1,1,2,2,2,1,2,2,2,2,1,1,0,1,1,2,1,1,2,1,2,2,1,1,2,1,2,1,2,0,1,1
392,2050,GSI008,93,Aprovado,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,1,2,1,2,1,1,1
393,1997,GSI008,84,Aprovado,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1
395,1596,GSI008,74,Aprovado,1,2,2,2,1,2,2,2,2,2,2,0,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1
396,1596,GSI008,91,Aprovado,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,0
398,1923,GSI008,0,Reprovado,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,1,2,1,1,1
399,1914,GSI008,68,Aprovado,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1
400,1912,GSI008,65,Aprovado,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1
404,1914,GSI008,64,Aprovado,0,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1
406,2625,GSI008,60,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
412,2705,GSI008,73,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
419,2492,GSI008,90,Aprovado,1,2,1,2,2,1,0,2,2,0,1,0,2,1,2,1,2,1,2,2,1,1,2,2,2,0,2,1,1,1,1,1
420,1596,GSI008,92,Aprovado,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,0,0,1,1
421,1978,GSI008,1,Reprovado,1,1,2,0,2,0,2,2,2,2,1,0,0,0,1,2,0,0,2,0,2,2,0,0,2,2,2,0,2,0,0,0
423,1943,GSI008,61,Aprovado,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1
425,1912,GSI008,84,Aprovado,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1
427,1914,GSI008,60,Aprovado,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1
433,2434,GSI008,89,Aprovado,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1
434,2302,GSI008,30,Reprovado,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,0,0,2,0,0,0,2,0,1,1
437,2116,GSI008,64,Aprovado,1,1,2,2,2,0,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,1,1
440,1912,GSI008,80,Aprovado,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1
446,2291,GSI008,4,Reprovado,1,1,2,2,1,1,2,2,2,1,1,1,2,0,1,2,2,0,2,0,2,2,2,0,0,2,2,2,2,0,0,0
450,1889,GSI008,89,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
452,2386,GSI008,5,Reprovado,0,2,1,0,2,0,0,2,2,2,0,0,2,2,2,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0
455,2291,GSI008,81,Aprovado,1,1,2,2,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1
462,1889,GSI008,65,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
464,2581,GSI008,67,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
465,1889,GSI008,88,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
468,2663,GSI008,60,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1
469,2705,GSI008,60,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1
473,2663,GSI008,70,Aprovado,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1
474,2492,GSI008,94,Aprovado,1,2,1,2,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1,1,1
