IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,25,27,28,29
9,2709,GSI015,74,Aprovado,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2
18,1784,GSI015,80,Aprovado,1,2,2,1,2,1,2,0,1,0,0,0,1,2,2,2,2,1,1,1,0,1,1,1
19,1666,GSI015,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2
20,1588,GSI015,23,Reprovado,1,2,2,1,2,1,2,0,2,1,1,1,1,2,2,2,2,0,0,0,2,0,1,0
25,1971,GSI015,66,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2
35,2654,GSI015,75,Aprovado,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,2,2,1,2
37,1971,GSI015,75,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2
43,1784,GSI015,70,Aprovado,1,2,2,1,2,1,2,1,1,1,1,1,0,2,2,2,2,1,0,1,1,1,1,1
51,2548,GSI015,28,Reprovado,1,2,2,1,2,0,2,1,2,2,1,0,0,2,2,2,2,1,1,0,0,1,1,1
52,2709,GSI015,69,Aprovado,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2
64,1666,GSI015,88,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2
66,1592,GSI015,0,Reprovado,0,2,2,0,2,0,2,1,2,2,2,0,1,2,2,2,2,1,1,1,2,1,1,1
70,1969,GSI015,35,Reprovado,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2
79,1592,GSI015,81,Aprovado,0,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,0,0,1,2,1,1,1
80,2374,GSI015,67,Aprovado,1,2,2,1,2,1,2,0,2,0,0,0,1,2,2,2,2,0,1,1,1,1,1,1
82,1666,GSI015,76,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2
84,1588,GSI015,78,Aprovado,1,2,2,1,2,1,2,0,2,1,1,1,0,2,2,2,2,1,1,1,2,1,1,1
88,2740,GSI015,66,Aprovado,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2
91,2709,GSI015,75,Aprovado,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2
92,1810,GSI015,4,Reprovado,1,2,2,1,2,0,2,0,2,2,1,1,0,2,2,2,2,0,1,0,1,1,1,1
94,1592,GSI015,24,Reprovado,1,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1
96,1773,GSI015,77,Aprovado,1,2,2,1,2,0,2,1,2,2,1,1,1,2,2,2,2,0,0,0,0,1,1,1
99,1784,GSI015,94,Aprovado,1,2,2,1,2,0,2,1,1,1,1,1,1,2,2,2,2,1,1,0,1,1,1,1
102,1680,GSI015,60,Aprovado,1,2,2,1,2,1,2,0,2,0,0,0,1,2,2,2,2,1,1,1,1,1,1,1
103,1784,GSI015,77,Aprovado,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1
107,1588,GSI015,70,Aprovado,1,2,2,0,2,1,2,1,2,1,1,1,1,2,2,2,2,1,1,0,2,1,1,1
108,1969,GSI015,83,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2
109,1666,GSI015,51,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2
111,2694,GSI015,100,Aprovado,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2
119,2637,GSI015,66,Aprovado,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
120,2815,GSI015,79,Aprovado,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2
122,1588,GSI015,0,Reprovado,0,2,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1
123,1666,GSI015,93,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2
127,1689,GSI015,35,Reprovado,1,2,2,1,2,0,2,0,2,1,1,1,1,2,2,2,2,0,2,0,0,1,1,1
129,1666,GSI015,18,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2
131,1592,GSI015,60,Aprovado,1,2,2,1,2,1,2,1,2,2,2,0,1,2,2,2,2,1,1,1,2,1,1,1
132,1592,GSI015,0,Reprovado,0,2,2,0,2,0,2,0,2,2,2,0,0,2,2,2,2,0,0,0,2,0,1,0
135,2671,GSI015,61,Aprovado,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2
141,2815,GSI015,64,Aprovado,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2
143,2740,GSI015,50,Reprovado,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2
145,1810,GSI015,60,Aprovado,1,2,2,1,2,1,2,0,2,2,1,1,1,2,2,2,2,0,1,0,1,1,1,1
149,1784,GSI015,60,Aprovado,1,2,2,1,2,1,2,1,1,0,0,0,1,2,2,2,2,1,1,0,1,1,1,1
160,2374,GSI015,14,Reprovado,0,2,2,1,2,1,2,1,2,0,0,0,0,2,2,2,2,0,1,1,1,1,1,0
164,2637,GSI015,75,Aprovado,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
171,2709,GSI015,75,Aprovado,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2
175,1666,GSI015,88,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2
181,2694,GSI015,90,Aprovado,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2
