IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,22,23,24,25,26,27,28,29,30
244,2547,GSI013,28,Reprovado,1,2,2,2,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1
247,1617,GSI013,0,Reprovado,0,0,2,2,2,2,0,0,0,0,2,2,2,2,0,0,0,2,0,2,2,2,2,2,0,0,0
248,2546,GSI013,76,Aprovado,1,1,2,2,1,0,1,1,1,1,0,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,1
249,2194,GSI013,10,Reprovado,1,1,2,1,2,2,1,2,1,2,1,1,0,1,1,2,2,0,1,1,0,2,1,1,0,1,0
252,2546,GSI013,82,Aprovado,0,1,2,2,0,1,1,0,1,0,0,2,2,2,1,2,2,2,2,2,2,2,2,2,0,1,1
253,1830,GSI013,56,Reprovado,0,2,2,0,0,1,1,1,2,2,0,1,2,1,1,1,2,1,1,1,2,2,0,2,2,1,2
254,2276,GSI013,70,Aprovado,1,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,2
256,2323,GSI013,78,Aprovado,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,0,1,0,0,2,1,1,2
261,2323,GSI013,0,Reprovado,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2
268,1585,GSI013,0,Reprovado,0,0,0,0,2,2,0,0,0,0,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,0
272,2264,GSI013,70,Aprovado,1,1,2,1,2,2,2,1,1,2,0,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,2
274,1723,GSI013,30,Reprovado,1,1,2,1,2,2,1,0,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1
277,1723,GSI013,65,Aprovado,1,1,2,1,2,2,1,1,1,1,2,1,1,0,2,2,2,1,1,1,1,1,1,2,1,1,1
284,1722,GSI013,70,Aprovado,1,1,2,2,2,2,1,2,1,1,2,1,1,2,0,1,2,2,1,2,2,2,2,2,1,1,1
285,2194,GSI013,90,Aprovado,1,1,2,0,2,2,0,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1
287,1986,GSI013,61,Aprovado,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1
288,1723,GSI013,100,Aprovado,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1
289,2276,GSI013,60,Aprovado,1,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,0,2,2,1,2,0,2,2,1,2
302,1986,GSI013,6,Reprovado,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1,0,1
305,1715,GSI013,65,Aprovado,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1
315,1646,GSI013,74,Aprovado,1,1,2,2,2,2,1,1,0,1,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1
316,1722,GSI013,40,Reprovado,0,1,2,2,2,2,1,2,1,1,2,1,1,2,0,1,2,2,1,2,2,2,2,2,1,1,1
319,1722,GSI013,98,Aprovado,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1
321,1986,GSI013,76,Aprovado,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1
325,1585,GSI013,0,Reprovado,1,1,1,1,2,2,0,0,0,0,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,0
326,1646,GSI013,87,Aprovado,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1
335,1986,GSI013,65,Aprovado,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1
373,2194,GSI013,80,Aprovado,1,1,2,0,2,2,0,2,1,2,1,1,1,0,1,2,2,1,1,1,1,2,1,1,1,1,1
374,2547,GSI013,62,Aprovado,1,2,2,2,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1
376,2169,GSI013,28,Reprovado,0,1,2,1,2,2,1,1,1,1,1,1,1,0,2,2,2,0,0,1,2,1,0,1,1,1,1
380,2439,GSI013,79,Aprovado,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,0,1,1,0,2,1,1,2
384,2194,GSI013,70,Aprovado,1,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1
387,1723,GSI013,65,Aprovado,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,0,2,1,1,1
390,1986,GSI013,88,Aprovado,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1
392,1986,GSI013,83,Aprovado,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1
393,1617,GSI013,63,Aprovado,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,1
406,2509,GSI013,60,Aprovado,0,2,2,1,2,1,1,1,2,1,2,0,0,2,2,2,2,2,2,1,2,1,1,2,1,0,0
419,2428,GSI013,60,Aprovado,0,2,2,1,2,1,1,0,2,0,2,1,1,2,2,2,2,2,2,0,2,0,0,2,1,1,0
420,1585,GSI013,84,Aprovado,1,1,1,1,2,2,1,0,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1
433,2439,GSI013,66,Aprovado,0,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,0,2
437,1715,GSI013,72,Aprovado,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1
439,1585,GSI013,55,Reprovado,1,1,1,1,2,2,1,1,0,0,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,1,0
450,2739,GSI013,60,Aprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
455,2169,GSI013,60,Aprovado,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1
462,2739,GSI013,0,Reprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
464,2264,GSI013,62,Aprovado,0,1,2,1,2,2,2,1,0,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,2
468,2547,GSI013,60,Aprovado,1,2,2,2,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1
473,2714,GSI013,0,Reprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
474,2439,GSI013,60,Aprovado,1,1,2,2,2,1,2,2,2,1,0,2,2,2,2,2,2,2,2,0,1,1,0,2,1,1,2
476,2547,GSI013,68,Aprovado,1,2,2,2,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1
478,2546,GSI013,24,Reprovado,0,0,2,2,0,1,1,1,1,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,1,1,1
481,1715,GSI013,62,Aprovado,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1
484,1722,GSI013,83,Aprovado,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1
488,1646,GSI013,84,Aprovado,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1
496,1583,GSI013,100,Aprovado,1,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,0,2
502,2428,GSI013,60,Aprovado,0,2,2,1,2,0,1,0,2,1,2,1,1,2,2,2,2,2,2,0,2,0,1,2,1,1,0
506,2632,GSI013,1,Reprovado,0,2,2,2,0,0,2,0,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0
511,1617,GSI013,60,Aprovado,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,1
519,1722,GSI013,64,Aprovado,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,0,1,1
523,2439,GSI013,82,Aprovado,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2
528,1585,GSI013,2,Reprovado,0,0,0,1,2,2,0,0,0,0,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,0
530,1722,GSI013,60,Aprovado,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1
531,2264,GSI013,70,Aprovado,1,1,2,1,2,2,2,1,1,2,0,2,2,1,2,2,2,1,2,2,0,2,1,2,2,1,2
532,2546,GSI013,67,Aprovado,0,1,2,2,0,1,1,1,1,0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1
544,1715,GSI013,7,Reprovado,0,0,2,2,2,2,1,0,0,1,2,2,1,2,1,1,0,2,1,2,2,2,2,2,1,0,1
549,2547,GSI013,72,Aprovado,1,2,2,2,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1
555,1723,GSI013,80,Aprovado,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,0,1,2,1,1,1
557,1723,GSI013,100,Aprovado,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1
561,1715,GSI013,24,Reprovado,0,0,2,2,2,2,1,0,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,0,1
562,1646,GSI013,42,Reprovado,1,1,2,2,2,2,1,1,1,1,2,1,2,2,0,2,1,2,0,2,2,2,2,2,1,0,1
563,1986,GSI013,72,Aprovado,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1
577,2276,GSI013,40,Reprovado,0,1,2,1,2,2,2,0,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,2
581,2169,GSI013,67,Aprovado,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,0,0,1,2,1,1,1,1,1,1
584,2739,GSI013,82,Aprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
592,2692,GSI013,57,Reprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
599,2692,GSI013,63,Aprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
612,1646,GSI013,97,Aprovado,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1
621,2714,GSI013,66,Aprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
624,1830,GSI013,0,Reprovado,1,2,2,1,1,1,1,1,2,2,0,0,2,1,1,1,2,1,0,0,2,2,0,2,2,0,2
626,1617,GSI013,2,Reprovado,0,0,2,2,2,2,0,1,1,1,2,2,2,2,0,0,0,2,0,2,2,2,2,2,0,0,0
628,1617,GSI013,60,Aprovado,1,1,2,2,2,2,1,1,0,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,1
630,1715,GSI013,81,Aprovado,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1
633,1723,GSI013,20,Reprovado,1,1,2,0,2,2,0,0,1,1,2,0,1,0,2,2,2,1,1,1,1,0,1,2,1,1,1
634,2547,GSI013,37,Reprovado,1,2,2,2,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1
643,2739,GSI013,61,Aprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
646,2818,GSI013,80,Aprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
657,2739,GSI013,69,Aprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
659,1715,GSI013,85,Aprovado,0,0,2,2,2,2,1,1,0,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1
669,1723,GSI013,40,Reprovado,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1
675,1583,GSI013,65,Aprovado,0,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2
676,2818,GSI013,82,Aprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
687,2739,GSI013,68,Aprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
688,2739,GSI013,61,Aprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
694,2692,GSI013,69,Aprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
696,2714,GSI013,37,Reprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
697,2632,GSI013,60,Aprovado,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1
700,2632,GSI013,89,Aprovado,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1
702,2714,GSI013,69,Aprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
703,2547,GSI013,0,Reprovado,1,2,2,2,1,0,2,0,2,0,0,2,0,2,0,2,2,2,2,0,2,2,2,2,0,0,0
709,2547,GSI013,77,Aprovado,1,2,2,2,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1
710,2323,GSI013,74,Aprovado,1,0,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1,1,2,0,1,2
712,2194,GSI013,11,Reprovado,1,1,2,0,2,2,0,2,1,2,1,0,0,1,1,2,2,0,1,1,0,2,1,1,0,1,0
715,1617,GSI013,0,Reprovado,1,1,2,2,2,2,0,0,0,0,2,2,2,2,0,0,0,2,0,2,2,2,2,2,0,0,0
718,2428,GSI013,60,Aprovado,1,2,2,1,2,1,1,0,2,1,2,1,1,2,2,2,2,2,2,1,2,1,1,2,1,1,0
719,1723,GSI013,75,Aprovado,1,1,2,1,2,2,1,0,1,1,2,1,1,0,2,2,2,1,1,1,1,1,1,2,1,1,1
722,1723,GSI013,60,Aprovado,1,1,2,1,2,2,1,1,1,1,2,1,1,0,2,2,2,1,1,1,1,1,1,2,0,1,1
723,2169,GSI013,80,Aprovado,0,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1
724,1723,GSI013,0,Reprovado,1,1,2,1,2,2,1,1,1,1,2,0,0,0,2,2,2,0,1,0,1,1,0,2,0,0,1
728,1585,GSI013,14,Reprovado,1,1,0,1,2,2,1,1,1,0,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,0,1
730,1723,GSI013,80,Aprovado,1,1,2,1,2,2,1,0,0,1,2,1,1,1,2,2,2,1,1,1,1,0,1,2,1,1,1
735,1722,GSI013,88,Aprovado,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1
737,1715,GSI013,71,Aprovado,0,1,2,2,2,2,1,0,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1
739,1585,GSI013,70,Aprovado,1,1,0,1,2,2,1,1,0,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,0
742,1986,GSI013,85,Aprovado,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1
743,1585,GSI013,63,Aprovado,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1
757,2739,GSI013,70,Aprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
758,2739,GSI013,76,Aprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
768,1830,GSI013,46,Reprovado,1,2,2,1,1,1,1,0,2,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,2,0,2
771,2169,GSI013,0,Reprovado,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0
776,1583,GSI013,62,Aprovado,1,1,2,1,2,2,2,0,2,2,1,1,2,1,2,2,2,1,1,1,2,2,1,2,0,0,2
782,2169,GSI013,63,Aprovado,1,1,2,1,2,2,1,1,1,0,1,1,1,1,2,2,2,1,1,1,2,1,1,0,1,1,1
798,2739,GSI013,60,Aprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
801,1722,GSI013,83,Aprovado,1,1,2,2,2,2,0,2,1,1,2,1,0,2,1,1,2,2,1,2,2,2,2,2,1,1,1
805,2509,GSI013,14,Reprovado,1,2,2,1,2,0,0,1,2,0,2,0,0,2,2,2,2,2,2,0,2,0,0,2,0,0,0
820,2169,GSI013,80,Aprovado,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,0,1,1,2,1,1,1,1,1,1
845,1986,GSI013,4,Reprovado,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1,0,0
847,2714,GSI013,69,Aprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
859,1830,GSI013,62,Aprovado,1,2,2,1,0,1,1,1,2,2,0,1,2,1,0,1,2,1,1,1,2,2,1,2,2,1,2
861,2632,GSI013,63,Aprovado,1,2,2,2,0,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1
866,2818,GSI013,67,Aprovado,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
