IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
9,1737,GSI019,0,Reprovado,1,1,1,2,2,2,2,2,1,2,0,0,0,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
13,1633,GSI019,0,Reprovado,1,2,2,2,2,2,2,2,2,2,0,0,0,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1
18,1735,GSI019,81,Aprovado,1,1,2,0,1,1,2,2,2,0,1,2,2,2,2,0,1,2,2,1,0,2,1,2,2,1,1,0,1,2,1,2,2,2
19,1594,GSI019,60,Aprovado,1,1,2,2,2,2,1,1,1,2,1,0,1,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
20,1633,GSI019,39,Reprovado,1,2,2,2,2,2,2,2,2,2,0,0,0,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
25,1709,GSI019,78,Aprovado,1,1,2,2,2,2,1,0,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
35,2512,GSI019,83,Aprovado,0,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,0,2,2,2,1,1,1
50,1814,GSI019,91,Aprovado,1,1,1,2,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
51,2512,GSI019,62,Aprovado,1,0,1,2,2,2,2,1,1,2,0,2,0,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1
52,2512,GSI019,66,Aprovado,1,1,1,2,2,2,2,1,1,2,0,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1
63,2020,GSI019,93,Aprovado,1,0,2,2,2,2,1,1,1,2,1,0,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1
64,2020,GSI019,89,Aprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1
70,2020,GSI019,85,Aprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1
71,2020,GSI019,97,Aprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1
79,1594,GSI019,78,Aprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
80,1633,GSI019,60,Aprovado,1,2,2,2,2,2,2,2,2,2,0,0,0,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
82,1625,GSI019,70,Aprovado,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
88,2685,GSI019,70,Aprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
92,1780,GSI019,61,Aprovado,1,2,2,1,1,1,2,2,2,1,0,1,1,1,2,0,0,1,1,0,0,1,0,0,1,2,1,2,1,1,1,2,2,2
94,1633,GSI019,13,Reprovado,0,2,2,2,2,2,2,2,2,2,1,0,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
96,1759,GSI019,77,Aprovado,0,2,2,1,1,0,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2
101,1594,GSI019,9,Reprovado,1,0,2,2,2,2,0,0,0,2,1,1,1,1,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0
102,1654,GSI019,63,Aprovado,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1
103,1654,GSI019,74,Aprovado,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1
105,1625,GSI019,0,Reprovado,1,2,2,2,2,2,1,1,1,2,0,0,1,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
107,1625,GSI019,85,Aprovado,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
110,1780,GSI019,76,Aprovado,1,2,2,1,1,1,2,2,2,1,0,1,1,1,2,1,0,1,1,0,1,1,1,0,1,2,1,2,1,1,1,2,2,2
111,2685,GSI019,85,Aprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
119,1814,GSI019,64,Aprovado,0,0,0,2,2,2,2,2,0,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
120,2743,GSI019,88,Aprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
122,1709,GSI019,0,Reprovado,1,1,2,2,2,2,1,1,1,2,0,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
123,2020,GSI019,93,Aprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1
129,1625,GSI019,60,Aprovado,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
131,1594,GSI019,83,Aprovado,1,1,2,2,2,2,0,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
133,1712,GSI019,30,Reprovado,1,0,2,2,2,2,0,1,1,2,1,1,1,2,1,2,0,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1
135,2512,GSI019,60,Aprovado,1,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,0,2,2,2,1,1,1
141,2743,GSI019,60,Aprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
143,2732,GSI019,72,Aprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
154,1709,GSI019,0,Reprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
161,1616,GSI019,0,Reprovado,0,1,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
164,2512,GSI019,60,Aprovado,1,1,1,2,2,2,2,1,1,2,0,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1
171,2669,GSI019,65,Aprovado,1,1,2,2,2,2,2,2,1,2,1,1,0,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2
175,2020,GSI019,81,Aprovado,1,1,2,2,2,2,1,1,1,2,0,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1
181,2685,GSI019,77,Aprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
182,1851,GSI019,26,Reprovado,1,1,1,2,2,2,2,2,1,2,1,2,0,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,0,1,1,1
183,2743,GSI019,3,Reprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
207,2685,GSI019,72,Aprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
210,2868,GSI019,90,Aprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
211,2669,GSI019,3,Reprovado,0,1,2,2,2,2,2,2,1,2,0,1,1,2,2,2,2,2,0,2,0,2,2,2,2,2,1,2,2,2,2,2,0,2
214,1851,GSI019,75,Aprovado,1,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,0,1,1
215,2685,GSI019,96,Aprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
216,1735,GSI019,0,Reprovado,0,1,2,0,0,0,2,2,2,0,0,2,2,2,2,0,0,2,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,2
218,2685,GSI019,60,Aprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
219,2685,GSI019,61,Aprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
220,2512,GSI019,60,Aprovado,0,1,0,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,0,2,2,2,1,1,1
224,2732,GSI019,75,Aprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
228,2669,GSI019,81,Aprovado,0,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2
229,2685,GSI019,84,Aprovado,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
237,1814,GSI019,87,Aprovado,1,0,1,2,2,2,2,2,1,2,1,0,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
241,2512,GSI019,60,Aprovado,1,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1
242,2512,GSI019,78,Aprovado,1,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1
243,2512,GSI019,66,Aprovado,1,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,0,2,2,2,1,1,1
247,1780,GSI019,65,Aprovado,1,2,2,1,1,0,2,2,2,1,0,1,1,1,2,0,1,1,0,0,0,1,0,1,1,2,1,2,0,1,1,2,2,2
