IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21
9,2518,GSI010,24,Reprovado,1,2,2,2,1,0,2,1,2,2,0,1,2,0,1,1,0,1,1,1
13,2176,GSI010,0,Reprovado,0,0,2,2,2,2,0,2,2,2,0,0,0,0,0,2,2,0,0,1
18,2320,GSI010,64,Aprovado,1,2,2,2,1,1,2,0,2,2,0,1,2,0,1,2,1,1,1,1
19,1702,GSI010,66,Aprovado,1,2,2,1,0,2,0,1,2,1,0,2,2,2,1,1,0,2,1,2
20,1643,GSI010,60,Aprovado,1,2,2,1,0,2,0,0,2,1,1,2,2,2,0,0,1,2,1,2
25,1638,GSI010,68,Aprovado,1,2,0,0,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2
31,1913,GSI010,95,Aprovado,0,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1
33,1595,GSI010,100,Aprovado,0,1,2,2,0,1,2,1,2,2,1,1,2,2,2,2,1,1,1,1
35,2627,GSI010,76,Aprovado,1,2,1,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2
36,2584,GSI010,0,Reprovado,1,1,2,2,1,1,2,1,2,2,1,1,2,0,0,1,0,0,0,0
37,1702,GSI010,64,Aprovado,1,2,2,0,1,2,1,1,2,0,1,2,2,2,1,1,1,2,1,2
43,2320,GSI010,70,Aprovado,1,2,2,2,0,1,2,1,2,2,1,1,2,1,0,2,1,1,1,1
51,2665,GSI010,60,Aprovado,1,2,1,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2
52,2627,GSI010,79,Aprovado,1,2,1,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2
55,1702,GSI010,8,Reprovado,1,2,2,0,0,2,0,0,2,0,0,2,2,2,1,0,0,2,0,2
62,1702,GSI010,72,Aprovado,1,2,2,1,1,2,1,1,2,1,1,2,2,2,1,1,0,2,1,2
63,1650,GSI010,100,Aprovado,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1
64,1650,GSI010,69,Aprovado,1,1,1,2,1,1,1,0,2,2,1,0,2,2,1,2,1,1,1,1
66,1606,GSI010,0,Reprovado,0,2,0,0,2,1,2,0,2,2,1,0,2,2,1,1,1,0,0,2
79,1660,GSI010,88,Aprovado,1,2,2,2,1,2,2,1,0,2,1,1,2,2,1,2,1,1,1,1
80,2372,GSI010,85,Aprovado,2,1,2,2,1,0,2,2,2,1,2,1,1,1,1,1,1,1,1,2
82,1702,GSI010,61,Aprovado,1,2,2,1,1,2,1,1,2,1,1,2,2,2,1,1,1,2,1,2
84,1595,GSI010,100,Aprovado,1,1,2,2,1,1,2,1,2,2,0,0,2,2,2,2,1,1,1,1
88,1862,GSI010,57,Reprovado,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2
91,2730,GSI010,78,Aprovado,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2
92,1606,GSI010,56,Reprovado,0,2,1,1,2,1,2,1,2,2,1,0,2,2,1,0,1,1,1,2
94,1660,GSI010,60,Aprovado,0,2,2,2,0,2,2,1,0,2,1,0,2,2,1,2,1,1,1,1
96,2373,GSI010,85,Aprovado,1,2,2,2,1,1,2,2,2,2,1,0,2,1,0,2,0,0,1,1
99,2320,GSI010,73,Aprovado,1,2,2,2,1,1,2,1,2,2,1,0,2,1,1,2,0,1,1,0
101,1660,GSI010,54,Reprovado,0,2,2,2,0,2,2,0,0,2,1,1,2,2,1,2,0,0,1,1
102,2237,GSI010,65,Aprovado,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1
103,2320,GSI010,71,Aprovado,1,2,2,2,1,1,2,0,2,2,1,1,2,0,0,2,1,1,1,1
107,1660,GSI010,70,Aprovado,0,2,2,2,1,2,2,1,1,2,1,1,2,2,1,2,1,1,1,1
109,1650,GSI010,60,Aprovado,1,1,1,2,1,1,1,1,2,2,1,0,2,2,1,2,1,1,1,1
111,2707,GSI010,92,Aprovado,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2
115,1650,GSI010,60,Aprovado,0,1,1,2,1,1,1,1,2,2,1,0,2,2,0,2,0,1,1,1
119,2627,GSI010,76,Aprovado,1,2,1,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2
120,2707,GSI010,83,Aprovado,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2
121,1831,GSI010,7,Reprovado,1,1,2,2,2,1,2,0,0,2,1,1,2,2,1,2,1,0,0,2
123,1650,GSI010,64,Aprovado,1,1,1,2,1,1,1,1,2,2,0,0,2,2,1,2,1,1,1,1
127,2665,GSI010,60,Aprovado,1,2,1,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2
129,1650,GSI010,70,Aprovado,1,0,0,2,1,1,1,1,2,2,0,1,2,2,1,2,1,1,1,1
130,2237,GSI010,1,Reprovado,1,1,2,2,2,2,1,1,0,2,1,0,2,2,1,2,0,1,0,1
131,1660,GSI010,62,Aprovado,1,2,2,2,1,2,2,1,1,2,1,1,2,2,1,2,1,1,1,1
133,1638,GSI010,0,Reprovado,1,2,0,0,2,1,2,1,2,2,1,0,2,2,1,1,1,1,1,2
134,2665,GSI010,2,Reprovado,1,2,1,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2
135,2594,GSI010,60,Aprovado,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,0,1,1,1
138,1913,GSI010,94,Aprovado,0,2,2,2,0,1,2,1,2,2,1,1,2,0,0,2,2,1,1,0
141,2730,GSI010,69,Aprovado,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2
143,1862,GSI010,58,Reprovado,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2
145,2555,GSI010,70,Aprovado,1,1,1,2,2,1,2,1,2,2,1,0,2,1,0,1,1,1,1,1
