IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
885,1721,GSI014,69,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1
889,1626,GSI014,26,Reprovado,1,1,1,1,2,1,1,1,1,0,1,2,1,0,2,1,1,2,1,1,1,1,2,1,1,1
891,1720,GSI014,67,Aprovado,1,1,1,1,2,0,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1
895,2879,GSI014,83,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
899,2693,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
906,2633,GSI014,0,Reprovado,0,0,0,1,1,2,0,0,1,0,0,0,1,0,2,2,2,2,0,1,0,0,2,0,0,1
907,2633,GSI014,5,Reprovado,1,1,1,1,1,2,1,1,1,0,0,0,1,1,2,2,2,2,0,1,0,0,2,0,0,1
911,1829,GSI014,60,Aprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
938,2232,GSI014,60,Aprovado,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
939,1789,GSI014,0,Reprovado,1,2,2,0,2,0,0,0,0,1,1,2,0,2,0,2,0,0,0,0,0,2,2,0,0,0
963,1645,GSI014,0,Reprovado,1,2,1,0,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2
991,1626,GSI014,17,Reprovado,0,0,1,1,2,0,1,0,1,1,1,2,1,0,2,1,1,2,1,1,1,1,2,0,1,1
1007,1720,GSI014,60,Aprovado,1,1,1,1,2,0,1,0,1,1,1,2,2,1,2,2,0,2,1,1,1,0,2,1,1,1
1048,1626,GSI014,66,Aprovado,1,0,1,0,2,1,1,0,0,0,0,2,1,0,2,1,1,2,1,1,1,1,2,1,1,1
1055,1626,GSI014,4,Reprovado,0,0,1,0,2,1,0,1,1,0,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1
1064,1604,GSI014,26,Reprovado,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2
1115,2693,GSI014,36,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1117,1829,GSI014,32,Reprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
1118,1789,GSI014,0,Reprovado,1,2,2,0,2,0,0,0,0,1,1,2,0,2,0,2,0,0,0,0,0,2,2,0,0,0
1125,2019,GSI014,96,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2
1126,1604,GSI014,0,Reprovado,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2
1144,2019,GSI014,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2
1150,2521,GSI014,74,Aprovado,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
1155,1721,GSI014,83,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,0,0,2,1,1,1,1,1,1,1,2,1,1,1
1160,2157,GSI014,0,Reprovado,0,2,2,2,2,2,0,0,0,2,0,2,1,2,1,2,1,2,0,2,2,1,2,1,1,1
1163,2731,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1167,1829,GSI014,0,Reprovado,0,2,2,2,2,0,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0
1174,1652,GSI014,0,Reprovado,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0
1178,1645,GSI014,100,Aprovado,1,2,1,1,1,1,1,0,2,1,1,2,1,1,0,1,1,1,1,2,1,1,2,1,1,2
1179,1720,GSI014,67,Aprovado,1,1,1,1,2,1,1,0,1,0,0,2,2,0,2,2,0,2,1,1,1,1,2,1,1,1
1190,2731,GSI014,78,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1195,2879,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1205,2666,GSI014,0,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1209,2370,GSI014,64,Aprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,1,0,1,1,0,0,2,2,1,1,1,2
1210,2633,GSI014,64,Aprovado,1,1,1,1,1,2,1,1,1,0,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1
1216,1829,GSI014,28,Reprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,0,0,0,0,2,0,0,0
1217,1626,GSI014,0,Reprovado,0,1,1,0,2,0,0,0,0,0,0,2,1,0,2,1,1,2,1,1,1,1,2,0,0,1
1224,1626,GSI014,17,Reprovado,1,1,1,1,2,1,1,0,1,1,0,2,0,1,2,1,1,2,1,1,1,1,2,0,1,1
1227,1645,GSI014,16,Reprovado,0,2,1,1,1,1,0,0,2,1,1,2,0,1,0,1,1,1,0,2,0,0,2,1,1,2
1229,1645,GSI014,100,Aprovado,1,2,1,1,1,1,1,1,2,1,1,2,1,1,0,1,1,1,1,2,1,1,2,1,1,2
1230,1652,GSI014,16,Reprovado,1,2,0,1,1,0,0,0,1,1,1,2,1,1,1,1,1,2,0,1,0,0,2,1,1,1
1237,1652,GSI014,0,Reprovado,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0
1260,1829,GSI014,70,Aprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
1275,1721,GSI014,93,Aprovado,1,1,1,1,1,1,0,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1
1282,2019,GSI014,74,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2
1284,1626,GSI014,45,Reprovado,1,0,1,1,2,1,1,1,1,1,1,2,1,0,2,1,1,2,1,1,1,1,2,0,1,1
1285,1626,GSI014,70,Aprovado,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1
1303,1721,GSI014,93,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1
1311,1766,GSI014,60,Aprovado,0,2,2,0,1,1,1,1,1,2,1,2,2,2,1,1,0,2,2,2,0,0,0,0,1,2
1317,2879,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1319,1829,GSI014,60,Aprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
1321,2157,GSI014,83,Aprovado,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1
1325,1766,GSI014,61,Aprovado,1,2,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2
1326,1652,GSI014,83,Aprovado,1,2,1,1,1,0,1,1,0,0,1,2,1,1,1,1,1,2,0,1,0,0,2,1,1,1
1329,1766,GSI014,68,Aprovado,0,2,2,0,0,1,1,1,1,2,0,2,2,2,1,1,0,2,2,2,0,0,0,1,1,2
1331,2370,GSI014,100,Aprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,1,1,1,1,0,0,2,2,1,1,1,2
1338,1720,GSI014,4,Reprovado,1,1,1,1,2,1,1,1,1,1,0,2,2,0,2,2,0,2,1,1,1,0,2,1,0,1
1341,2693,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1342,2666,GSI014,88,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1344,1721,GSI014,85,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,0,0,2,1,1,1,1,1,1,1,2,1,1,1
1345,2396,GSI014,86,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
1347,1789,GSI014,0,Reprovado,1,2,2,0,2,0,0,1,0,1,1,2,1,2,0,2,0,0,1,1,1,2,2,1,1,0
1354,2633,GSI014,26,Reprovado,1,1,1,1,1,2,1,0,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,0,1,1
1356,2396,GSI014,66,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,0
1357,1721,GSI014,65,Aprovado,1,1,1,1,1,1,0,1,0,1,2,2,1,1,2,1,1,1,1,1,1,1,2,0,1,1
1365,2879,GSI014,75,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1370,1829,GSI014,30,Reprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,0,0,0,0,2,0,0,0
1371,2232,GSI014,75,Aprovado,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
1377,1645,GSI014,0,Reprovado,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2
1378,1626,GSI014,87,Aprovado,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1
1406,1766,GSI014,0,Reprovado,0,2,2,0,0,0,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2
1416,1789,GSI014,53,Reprovado,1,2,2,1,2,1,0,1,0,1,1,2,0,2,1,2,1,1,1,1,1,2,2,1,1,0
1420,1652,GSI014,0,Reprovado,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1
1426,2521,GSI014,3,Reprovado,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
1429,2370,GSI014,0,Reprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2
1432,1652,GSI014,0,Reprovado,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1
1433,2019,GSI014,0,Reprovado,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0,2
1437,2157,GSI014,71,Aprovado,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1
1443,2693,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1444,2232,GSI014,60,Aprovado,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
1447,1720,GSI014,54,Reprovado,1,1,1,1,2,1,0,1,0,1,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1
1456,1720,GSI014,34,Reprovado,0,1,1,1,2,1,0,1,1,1,1,2,2,0,2,2,1,2,1,1,1,1,2,0,1,1
1463,2019,GSI014,72,Aprovado,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2
1467,2019,GSI014,60,Aprovado,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2
1468,2633,GSI014,7,Reprovado,1,1,1,1,1,2,1,0,1,0,1,1,1,1,2,2,2,2,0,1,0,0,2,0,0,1
1469,2370,GSI014,0,Reprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2
1471,2019,GSI014,69,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2
1475,1721,GSI014,89,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1
1477,1652,GSI014,60,Aprovado,1,2,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,0,1,1
1479,2019,GSI014,11,Reprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2
1487,1829,GSI014,60,Aprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
1490,2232,GSI014,0,Reprovado,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2
1497,2666,GSI014,84,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1500,1604,GSI014,66,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2
1508,2019,GSI014,60,Aprovado,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2
1516,2731,GSI014,64,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1525,1789,GSI014,0,Reprovado,1,2,2,0,2,0,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,2,2,0,0,0
1528,1789,GSI014,0,Reprovado,1,2,2,0,2,0,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,2,2,0,0,0
1530,2370,GSI014,26,Reprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,0,1,0,0,0,0,2,2,0,0,0,2
1548,1652,GSI014,60,Aprovado,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1
1561,2731,GSI014,1,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1562,2731,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1565,2521,GSI014,60,Aprovado,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
1574,1626,GSI014,13,Reprovado,1,1,1,1,2,1,1,1,1,0,1,2,1,1,2,1,1,2,0,0,0,1,2,1,1,1
1585,1645,GSI014,60,Aprovado,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,0,1,2,1,1,2,1,1,2
1591,2521,GSI014,67,Aprovado,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
1604,2232,GSI014,70,Aprovado,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
1615,2879,GSI014,65,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1622,1720,GSI014,0,Reprovado,0,0,0,0,2,0,0,0,0,0,0,2,2,0,2,2,0,2,1,1,1,0,2,0,0,1
1625,1652,GSI014,60,Aprovado,1,2,1,1,0,0,1,1,1,1,0,2,0,0,1,1,1,2,1,1,1,1,2,1,1,1
1628,1766,GSI014,68,Aprovado,1,2,2,1,1,1,1,1,1,2,0,2,2,2,1,1,1,2,2,2,1,1,1,0,1,2
1630,1626,GSI014,60,Aprovado,1,1,0,1,2,1,1,1,0,1,1,2,1,1,2,1,1,2,0,0,0,1,2,1,1,1
1643,2879,GSI014,90,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1656,2370,GSI014,81,Aprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,0,0,0,1,0,0,2,2,1,1,1,2
1660,1829,GSI014,81,Aprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
1663,2370,GSI014,0,Reprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2
1666,2370,GSI014,92,Aprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,1,0,1,1,1,1,2,2,1,1,1,2
1667,2396,GSI014,67,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
1669,1645,GSI014,3,Reprovado,1,2,1,1,1,1,1,0,2,1,1,2,1,1,1,1,1,1,0,2,1,1,2,1,1,2
1670,1645,GSI014,0,Reprovado,0,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2
1679,2157,GSI014,62,Aprovado,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1
1684,1645,GSI014,85,Aprovado,1,2,1,1,1,1,0,1,2,1,1,2,1,1,1,0,1,1,1,2,1,1,2,1,1,2
1686,1645,GSI014,73,Aprovado,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,0,1,2,1,1,2,1,1,2
1687,1645,GSI014,39,Reprovado,0,2,1,1,1,0,1,0,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2
1697,2019,GSI014,62,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2
1839,2693,GSI014,31,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1840,2731,GSI014,69,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1841,2731,GSI014,0,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1842,2731,GSI014,64,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1843,2879,GSI014,87,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1844,2693,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1847,2879,GSI014,33,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1848,2731,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1849,2693,GSI014,39,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1850,2879,GSI014,95,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1851,2666,GSI014,18,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1852,2879,GSI014,91,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1853,2693,GSI014,25,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1854,2633,GSI014,60,Aprovado,1,1,1,1,1,2,1,1,1,1,0,1,1,1,2,2,2,2,1,1,0,1,2,0,1,1
1855,2396,GSI014,69,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
1856,2693,GSI014,21,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1858,2693,GSI014,45,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1859,2731,GSI014,15,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1860,2731,GSI014,67,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1861,2879,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1862,2879,GSI014,39,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1863,2879,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1864,2879,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1869,2666,GSI014,61,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1872,2666,GSI014,6,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1873,2879,GSI014,68,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1886,2731,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1892,2521,GSI014,62,Aprovado,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
1893,2666,GSI014,66,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1895,2521,GSI014,64,Aprovado,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
1898,1789,GSI014,0,Reprovado,1,2,2,0,2,0,0,0,0,1,1,2,0,2,0,2,0,0,0,0,0,2,2,0,0,0
1899,2693,GSI014,30,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1900,2879,GSI014,0,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1901,2693,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1903,2666,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1904,2633,GSI014,65,Aprovado,0,1,0,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,0,1,2,1,0,1
1905,2731,GSI014,86,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1907,2666,GSI014,9,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1908,1829,GSI014,63,Aprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
1909,2633,GSI014,81,Aprovado,1,1,1,1,1,2,1,1,1,0,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1
1911,2666,GSI014,91,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1912,2731,GSI014,42,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1921,2731,GSI014,0,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1922,2521,GSI014,72,Aprovado,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
1928,2633,GSI014,0,Reprovado,0,0,0,1,1,2,0,0,1,0,0,0,1,0,2,2,2,2,0,1,0,0,2,0,0,1
1939,2693,GSI014,71,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1941,2666,GSI014,22,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1948,2693,GSI014,63,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1950,2693,GSI014,74,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1952,2666,GSI014,0,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1953,2666,GSI014,0,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1954,2666,GSI014,37,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1955,2521,GSI014,60,Aprovado,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
1956,2521,GSI014,33,Reprovado,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
1957,2370,GSI014,83,Aprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,0,0,0,1,0,0,2,2,1,1,1,2
1958,2633,GSI014,16,Reprovado,1,0,1,0,0,2,1,1,1,0,1,1,1,1,2,2,2,2,1,1,1,0,2,1,1,1
1959,2666,GSI014,65,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1960,2666,GSI014,52,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1961,2666,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1963,1720,GSI014,60,Aprovado,1,1,0,0,2,0,1,1,1,1,0,2,2,1,2,2,0,2,1,1,1,1,2,0,1,1
1964,2633,GSI014,0,Reprovado,0,1,1,1,1,2,0,0,1,0,1,0,1,0,2,2,2,2,0,1,0,0,2,0,0,1
1965,2693,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1968,2666,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1969,2633,GSI014,0,Reprovado,1,1,0,1,1,2,0,0,1,0,0,0,1,1,2,2,2,2,0,1,0,0,2,0,0,1
1971,2521,GSI014,67,Aprovado,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
1972,1789,GSI014,0,Reprovado,1,2,2,0,2,0,0,0,0,1,1,2,0,2,0,2,0,0,0,0,0,2,2,0,0,0
1973,2693,GSI014,62,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1974,2666,GSI014,74,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1981,2666,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1991,2666,GSI014,61,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
