IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1992,2666,GSI014,63,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
1993,2693,GSI014,100,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
1994,2666,GSI014,90,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
2001,2396,GSI014,14,Reprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2004,2521,GSI014,45,Reprovado,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
2005,2666,GSI014,74,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
2006,2666,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
2007,2521,GSI014,6,Reprovado,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
2009,2370,GSI014,80,Aprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,1,1,0,1,0,0,2,2,1,1,1,2
2010,1829,GSI014,12,Reprovado,1,2,2,2,2,0,1,2,1,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0
2011,2666,GSI014,72,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
2012,2633,GSI014,5,Reprovado,1,1,0,1,1,2,1,1,1,0,0,0,1,1,2,2,2,2,0,1,0,0,2,0,0,1
2013,1829,GSI014,77,Aprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
2016,2666,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
2017,2396,GSI014,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2018,2666,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
2019,2666,GSI014,60,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
2020,2633,GSI014,7,Reprovado,1,0,1,0,0,2,1,0,1,0,1,1,1,1,2,2,2,2,0,1,0,0,2,0,0,1
2021,2666,GSI014,8,Reprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
2022,2666,GSI014,80,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
2023,1829,GSI014,60,Aprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
2024,1829,GSI014,9,Reprovado,1,2,2,2,2,0,1,2,1,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0
2025,1829,GSI014,11,Reprovado,1,2,2,2,2,0,1,2,1,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0
2026,2633,GSI014,5,Reprovado,1,1,1,1,1,2,1,1,1,0,1,1,1,1,2,2,2,2,1,1,1,0,2,1,0,1
2029,2633,GSI014,7,Reprovado,1,1,0,1,1,2,0,1,1,0,1,0,1,1,2,2,2,2,0,1,1,0,2,1,0,1
2030,2731,GSI014,85,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2
2031,2666,GSI014,79,Aprovado,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1
2034,2633,GSI014,60,Aprovado,0,0,0,1,1,2,1,1,1,0,1,1,1,0,2,2,2,2,1,1,0,1,2,1,1,1
2060,2157,GSI014,76,Aprovado,0,2,2,2,2,2,1,0,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1
2061,2633,GSI014,60,Aprovado,1,1,1,1,1,2,1,0,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1
2064,1829,GSI014,0,Reprovado,0,2,2,2,2,0,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0
2065,2633,GSI014,3,Reprovado,0,1,1,1,1,2,1,0,1,1,1,0,1,1,2,2,2,2,1,1,1,1,2,1,1,1
2067,2633,GSI014,19,Reprovado,1,1,1,1,1,2,0,1,1,0,1,0,1,1,2,2,2,2,1,1,1,1,2,0,0,1
2069,2633,GSI014,3,Reprovado,1,1,1,1,1,2,0,0,1,0,0,1,1,1,2,2,2,2,0,1,1,0,2,0,0,1
2071,1721,GSI014,84,Aprovado,1,1,1,1,1,1,0,1,0,1,2,2,1,1,2,1,1,1,1,1,1,1,2,0,1,1
2072,2633,GSI014,60,Aprovado,1,1,1,1,1,2,1,1,1,0,1,1,1,1,2,2,2,2,1,1,1,1,2,1,0,1
2073,2633,GSI014,0,Reprovado,1,1,1,0,0,2,0,0,1,0,1,0,1,0,2,2,2,2,0,1,0,0,2,0,0,1
2074,1829,GSI014,16,Reprovado,1,2,2,2,2,0,1,2,1,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0
2076,2633,GSI014,40,Reprovado,1,1,1,1,1,2,1,1,1,0,1,1,1,1,2,2,2,2,1,1,1,1,2,0,1,1
2077,1721,GSI014,16,Reprovado,1,1,1,1,1,1,1,1,0,0,2,2,0,0,2,1,1,1,1,1,1,1,2,0,1,1
2084,2633,GSI014,41,Reprovado,1,1,1,1,1,2,1,0,1,0,1,1,1,1,2,2,2,2,1,1,0,1,2,1,1,1
2088,1766,GSI014,60,Aprovado,0,2,2,0,1,0,1,1,1,2,1,2,2,2,0,0,1,2,2,2,0,0,1,0,1,2
2089,2019,GSI014,82,Aprovado,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2
2090,2396,GSI014,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2092,2396,GSI014,63,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2100,2396,GSI014,0,Reprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2101,1829,GSI014,60,Aprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
2102,2633,GSI014,14,Reprovado,0,1,0,1,1,2,1,1,1,1,1,0,1,1,2,2,2,2,0,1,0,0,2,0,0,1
2108,1829,GSI014,4,Reprovado,1,2,2,2,2,0,1,2,1,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0
2113,1829,GSI014,0,Reprovado,0,2,2,2,2,0,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0
2125,2157,GSI014,79,Aprovado,1,2,2,2,2,2,0,0,1,2,1,2,1,2,1,2,1,2,0,2,2,1,2,1,1,1
2128,2396,GSI014,71,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2129,1789,GSI014,0,Reprovado,1,2,2,0,2,0,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,2,2,0,0,0
2130,2521,GSI014,72,Aprovado,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
2131,1829,GSI014,17,Reprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
2132,1721,GSI014,76,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1
2133,2232,GSI014,0,Reprovado,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2
2134,1789,GSI014,0,Reprovado,1,2,2,0,2,0,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,2,2,0,0,0
2135,2019,GSI014,0,Reprovado,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0,2
2137,1829,GSI014,60,Aprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
2138,1829,GSI014,72,Aprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
2139,1829,GSI014,60,Aprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
2141,1829,GSI014,56,Reprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
2142,2157,GSI014,63,Aprovado,1,2,2,2,2,2,0,0,1,2,0,2,1,2,1,2,1,2,0,2,2,1,2,1,1,1
2143,2521,GSI014,60,Aprovado,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
2145,1829,GSI014,23,Reprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,0,0,0,0,2,0,0,0
2146,1829,GSI014,60,Aprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
2149,2396,GSI014,64,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2150,2157,GSI014,13,Reprovado,0,2,2,2,2,2,0,0,0,2,0,2,1,2,1,2,1,2,0,2,2,1,2,1,1,1
2152,1829,GSI014,42,Reprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
2153,2157,GSI014,66,Aprovado,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,0,2,2,1,2,1,1,1
2159,1766,GSI014,60,Aprovado,1,2,2,1,1,1,1,1,0,2,0,2,2,2,1,1,1,2,2,2,0,0,1,1,1,2
2164,1829,GSI014,0,Reprovado,0,2,2,2,2,0,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0
2172,1789,GSI014,19,Reprovado,1,2,2,1,2,1,0,1,1,1,1,2,1,2,0,2,1,1,1,1,1,2,2,1,1,1
2180,1829,GSI014,73,Aprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
2181,1721,GSI014,0,Reprovado,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0
2187,1829,GSI014,9,Reprovado,1,2,2,2,2,0,1,2,1,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0
2188,2232,GSI014,60,Aprovado,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
2190,2396,GSI014,0,Reprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,0
2191,1829,GSI014,64,Aprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
2193,1829,GSI014,66,Aprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
2194,2396,GSI014,61,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2195,1829,GSI014,26,Reprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
2198,1829,GSI014,17,Reprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,0,0,0,0,2,0,0,0
2199,2396,GSI014,63,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2200,1789,GSI014,0,Reprovado,1,2,2,0,2,0,0,0,0,1,1,2,0,2,0,2,1,0,0,0,0,2,2,0,0,0
2202,1721,GSI014,79,Aprovado,1,1,1,1,1,1,1,1,0,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1
2222,2370,GSI014,0,Reprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2
2229,2232,GSI014,0,Reprovado,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2
2230,2396,GSI014,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2231,1829,GSI014,0,Reprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
2232,2396,GSI014,19,Reprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2234,1789,GSI014,1,Reprovado,1,2,2,0,2,0,0,0,1,1,1,2,0,2,0,2,0,0,0,0,0,2,2,0,1,0
2236,1721,GSI014,81,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1
2237,2521,GSI014,10,Reprovado,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,0,0,1,0,0,0,2,0,1,0,0
2238,2396,GSI014,67,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2240,2370,GSI014,89,Aprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,0,0,0,1,0,0,2,2,1,1,1,2
2241,2370,GSI014,0,Reprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2
2243,1626,GSI014,55,Reprovado,1,1,1,1,2,1,0,1,1,1,0,2,1,1,2,1,1,2,0,0,0,1,2,0,1,1
2244,1789,GSI014,0,Reprovado,1,2,2,0,2,0,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,2,2,0,0,0
2249,1829,GSI014,35,Reprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
2252,1626,GSI014,2,Reprovado,0,0,0,1,2,0,1,1,1,0,1,2,1,0,2,1,1,2,1,1,1,1,2,0,1,1
2264,2232,GSI014,0,Reprovado,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2
2266,1766,GSI014,60,Aprovado,1,2,2,0,1,1,1,1,0,2,1,2,2,2,1,1,1,2,2,2,1,1,1,0,1,2
2276,2396,GSI014,77,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2277,2396,GSI014,66,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2278,1789,GSI014,3,Reprovado,1,2,2,1,2,1,0,1,0,1,1,2,0,2,1,2,1,1,1,1,1,2,2,1,1,0
2279,2157,GSI014,61,Aprovado,1,2,2,2,2,2,1,1,1,2,0,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1
2280,1789,GSI014,3,Reprovado,1,2,2,1,2,1,1,1,1,1,1,2,1,2,0,2,0,0,1,1,1,2,2,1,1,1
2281,1789,GSI014,60,Aprovado,1,2,2,0,2,0,0,0,1,1,1,2,1,2,1,2,1,0,1,1,1,2,2,1,1,0
2282,2370,GSI014,100,Aprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2
2288,2370,GSI014,88,Aprovado,1,1,1,1,2,1,1,1,0,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2
2290,2396,GSI014,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2293,2396,GSI014,0,Reprovado,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,0
2294,2370,GSI014,75,Aprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2
2298,2370,GSI014,68,Aprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,1,1,1,1,1,1,2,2,1,0,1,2
2303,2370,GSI014,62,Aprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2
2304,1789,GSI014,0,Reprovado,1,2,2,0,2,0,0,0,1,0,1,2,0,2,0,2,0,0,0,0,0,2,2,0,0,0
2305,1789,GSI014,0,Reprovado,1,2,2,0,2,1,0,1,1,0,1,2,0,2,0,2,0,0,0,0,0,2,2,0,0,1
2312,2232,GSI014,30,Reprovado,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2
2316,1721,GSI014,13,Reprovado,1,1,1,1,1,1,0,1,1,0,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1
2320,2370,GSI014,100,Aprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2
2321,2370,GSI014,82,Aprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,1,0,1,1,0,0,2,2,1,1,1,2
2324,2370,GSI014,80,Aprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,1,1,1,1,1,1,2,2,1,0,1,2
2326,2370,GSI014,78,Aprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,1,0,1,1,1,1,2,2,1,0,1,2
2328,1626,GSI014,9,Reprovado,1,1,0,1,2,0,1,1,0,1,0,2,1,0,2,1,1,2,0,0,0,1,2,0,0,1
2330,1721,GSI014,74,Aprovado,1,1,1,1,1,1,1,1,0,0,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1
2331,1720,GSI014,3,Reprovado,1,0,0,1,2,1,0,0,0,0,0,2,2,0,2,2,0,2,1,1,1,0,2,0,0,1
2334,2370,GSI014,0,Reprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,0,0,0,0,0,0,2,2,0,0,0,2
2335,2232,GSI014,0,Reprovado,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2
2336,2157,GSI014,0,Reprovado,0,2,2,2,2,2,0,0,0,2,0,2,1,2,1,2,1,2,0,2,2,1,2,1,1,1
2337,1789,GSI014,0,Reprovado,1,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1
2338,2370,GSI014,87,Aprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2
2342,1604,GSI014,8,Reprovado,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2
2344,1829,GSI014,60,Aprovado,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1
2345,2232,GSI014,70,Aprovado,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
2360,1721,GSI014,62,Aprovado,1,1,1,1,1,1,0,1,0,0,2,2,1,1,2,1,1,1,1,1,1,1,2,0,1,1
2361,1721,GSI014,6,Reprovado,1,1,1,1,1,1,0,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1
2367,1766,GSI014,60,Aprovado,0,2,2,1,1,0,1,1,1,2,1,2,2,2,1,1,1,2,2,2,0,0,1,1,1,2
2370,1652,GSI014,60,Aprovado,1,2,1,1,0,0,1,1,1,1,1,2,1,1,0,0,1,2,1,1,1,1,2,0,1,1
2372,1766,GSI014,0,Reprovado,1,2,2,0,0,0,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2
2373,1789,GSI014,1,Reprovado,1,2,2,0,2,0,0,0,1,1,1,2,0,2,0,2,0,0,1,1,1,2,2,0,1,0
2377,2157,GSI014,60,Aprovado,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1
2379,1645,GSI014,0,Reprovado,1,2,1,0,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2
2380,1721,GSI014,67,Aprovado,1,1,1,1,1,1,1,1,1,0,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1
2382,1652,GSI014,0,Reprovado,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0
2386,1789,GSI014,1,Reprovado,1,2,2,0,2,1,0,1,0,1,1,2,0,2,0,2,0,0,0,0,0,2,2,0,1,0
2389,1721,GSI014,70,Aprovado,1,1,1,1,1,1,0,1,1,1,2,2,0,0,2,1,1,1,1,1,1,1,2,1,1,1
2393,1721,GSI014,84,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1
2404,2370,GSI014,60,Aprovado,1,1,1,1,2,1,1,1,0,2,0,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2
2406,1789,GSI014,0,Reprovado,1,2,2,0,2,0,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,2,2,0,0,0
2409,1789,GSI014,0,Reprovado,1,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1
2411,1721,GSI014,81,Aprovado,1,1,1,1,1,1,0,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1
2418,1721,GSI014,72,Aprovado,1,1,1,1,1,1,0,1,1,0,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1
2424,2232,GSI014,30,Reprovado,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
2425,2157,GSI014,60,Aprovado,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1
2426,2157,GSI014,8,Reprovado,1,2,2,2,2,2,0,0,1,2,1,2,1,2,1,2,1,2,0,2,2,1,2,1,1,1
2433,1645,GSI014,0,Reprovado,0,2,1,0,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2
2435,2019,GSI014,10,Reprovado,1,1,1,1,1,0,0,1,1,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0,2
2436,1626,GSI014,0,Reprovado,1,0,1,1,2,0,1,1,1,1,1,2,0,1,2,1,1,2,1,1,1,1,2,0,1,1
2438,1645,GSI014,0,Reprovado,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2
2440,2157,GSI014,60,Aprovado,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1
2441,1626,GSI014,20,Reprovado,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1
2442,1626,GSI014,0,Reprovado,1,0,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,0,1,1
2445,1720,GSI014,4,Reprovado,1,0,0,1,2,0,1,1,0,0,1,2,2,1,2,2,0,2,1,1,1,1,2,1,1,1
2449,1604,GSI014,6,Reprovado,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2
2456,1789,GSI014,29,Reprovado,1,2,2,1,2,1,1,1,1,1,1,2,0,2,0,2,1,1,1,1,1,2,2,1,1,0
2457,1721,GSI014,84,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,0,0,2,1,1,1,1,1,1,1,2,1,1,1
2467,1789,GSI014,2,Reprovado,1,2,2,0,2,0,0,0,1,1,1,2,0,2,0,2,0,0,0,0,0,2,2,0,1,1
2469,2157,GSI014,90,Aprovado,1,2,2,2,2,2,1,0,1,2,0,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1
2485,2157,GSI014,73,Aprovado,1,2,2,2,2,2,0,1,1,2,0,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1
2486,2157,GSI014,82,Aprovado,1,2,2,2,2,2,1,1,0,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1
2487,2157,GSI014,85,Aprovado,1,2,2,2,2,2,1,0,1,2,0,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1
2495,2157,GSI014,100,Aprovado,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1
2496,2157,GSI014,93,Aprovado,1,2,2,2,2,2,0,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1
2497,2157,GSI014,82,Aprovado,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1
2498,1721,GSI014,12,Reprovado,1,1,1,1,1,1,0,1,0,0,2,2,0,0,2,1,1,1,1,1,1,1,2,1,1,1
2499,1721,GSI014,83,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1
2500,2232,GSI014,0,Reprovado,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2
2501,2157,GSI014,68,Aprovado,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,0,2,2,1,2,1,1,1
2502,1721,GSI014,68,Aprovado,1,1,1,1,1,1,1,1,0,1,2,2,0,0,2,1,1,1,1,1,1,1,2,1,1,1
2503,1626,GSI014,12,Reprovado,1,1,1,1,2,1,1,1,1,0,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1
2504,2232,GSI014,70,Aprovado,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
2506,1720,GSI014,0,Reprovado,0,0,0,0,2,0,0,0,0,0,0,2,2,0,2,2,0,2,1,1,1,0,2,0,0,1
2507,1626,GSI014,3,Reprovado,1,1,1,1,2,0,1,1,0,1,1,2,0,1,2,1,1,2,1,1,1,1,2,0,1,1
2508,2232,GSI014,0,Reprovado,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2
2512,1721,GSI014,67,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1
2516,1721,GSI014,77,Aprovado,1,1,1,1,1,1,1,1,0,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1
2517,2157,GSI014,21,Reprovado,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1
2519,2157,GSI014,84,Aprovado,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1
2526,1766,GSI014,0,Reprovado,1,2,2,1,0,0,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2
2527,2157,GSI014,68,Aprovado,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,0,2,2,1,2,1,1,1
2530,1645,GSI014,0,Reprovado,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2
2532,1645,GSI014,3,Reprovado,1,2,1,1,1,1,0,0,2,1,1,2,0,1,1,1,1,1,0,2,0,0,2,1,1,2
2533,1645,GSI014,0,Reprovado,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2
