IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1604,2527,GSI020,75,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1615,2832,GSI020,95,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1628,2037,GSI020,70,Aprovado,1,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,1,1,1
1630,1684,GSI020,40,Reprovado,1,2,1,2,0,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2
1643,2832,GSI020,100,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1645,1846,GSI020,84,Aprovado,1,1,1,2,0,2,1,2,0,1,1,2,1,1,2,2,1,1,0,1
1656,1817,GSI020,46,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1666,1817,GSI020,70,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1667,1817,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1684,1631,GSI020,10,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
1686,1637,GSI020,85,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
1687,1637,GSI020,20,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
1697,1631,GSI020,73,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
1797,1864,GSI020,79,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1823,1864,GSI020,8,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1840,2744,GSI020,62,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1842,2744,GSI020,65,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1843,2832,GSI020,96,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1844,2696,GSI020,84,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1848,2672,GSI020,63,Aprovado,1,2,2,2,2,0,1,1,2,2,1,0,1,2,2,2,2,2,1,2
1849,2832,GSI020,83,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1850,2832,GSI020,93,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1852,2832,GSI020,95,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1854,2832,GSI020,83,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1855,2744,GSI020,91,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1858,2672,GSI020,65,Aprovado,1,2,2,2,2,1,1,1,2,2,1,0,1,2,2,2,2,2,1,2
1860,2672,GSI020,70,Aprovado,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2
1863,2832,GSI020,83,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1864,2832,GSI020,76,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1869,2527,GSI020,62,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1872,2672,GSI020,8,Reprovado,1,2,2,2,2,0,1,1,2,2,1,0,1,2,2,2,2,2,0,2
1873,2832,GSI020,98,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1886,2744,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1892,2696,GSI020,34,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1893,2744,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1895,2744,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1898,2672,GSI020,63,Aprovado,1,2,2,2,2,1,1,1,2,2,1,0,1,2,2,2,2,2,1,2
1901,2672,GSI020,62,Aprovado,1,2,2,2,2,0,1,1,2,2,1,1,1,2,2,2,2,2,1,2
1903,2527,GSI020,10,Reprovado,1,2,1,2,1,2,1,2,0,1,1,2,1,1,2,2,1,1,1,1
1904,2744,GSI020,73,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1905,2744,GSI020,85,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1908,1846,GSI020,23,Reprovado,1,1,1,2,0,2,0,2,1,0,1,2,1,1,2,2,1,1,0,1
1909,2696,GSI020,73,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1911,2744,GSI020,29,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1918,2744,GSI020,66,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1922,2744,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1930,1846,GSI020,98,Aprovado,1,1,1,2,0,2,1,2,1,0,1,2,1,1,2,2,1,1,0,1
1931,1846,GSI020,84,Aprovado,1,1,1,2,0,2,0,2,1,0,0,2,1,1,2,2,1,1,0,1
1939,2696,GSI020,78,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1948,2696,GSI020,90,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1949,2696,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1950,2696,GSI020,69,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1957,2696,GSI020,75,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1959,1846,GSI020,0,Reprovado,0,0,0,2,0,2,0,2,1,0,0,2,1,1,2,2,1,1,0,1
1961,1864,GSI020,66,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1963,1846,GSI020,56,Reprovado,0,0,0,2,0,2,1,2,0,0,1,2,1,1,2,2,1,1,1,1
1964,1777,GSI020,15,Reprovado,1,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,1,1,1
1965,2696,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1968,1777,GSI020,17,Reprovado,1,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,1,1,1
1971,2696,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1973,2696,GSI020,66,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1974,2527,GSI020,43,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1981,1753,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2
1985,1753,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2
1991,2672,GSI020,79,Aprovado,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2
1992,2672,GSI020,6,Reprovado,1,2,2,2,2,0,1,1,2,2,1,1,1,2,2,2,2,2,0,2
1993,2696,GSI020,92,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
1994,2672,GSI020,80,Aprovado,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2
2003,1846,GSI020,0,Reprovado,0,0,0,2,0,2,0,2,0,0,0,2,1,1,2,2,1,1,0,1
2005,2527,GSI020,66,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2006,2527,GSI020,85,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2008,1864,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2009,2527,GSI020,86,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2010,1864,GSI020,61,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2011,1864,GSI020,72,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2013,2527,GSI020,85,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2016,2527,GSI020,75,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2017,2527,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2018,2672,GSI020,78,Aprovado,1,2,2,2,2,0,1,1,2,2,1,0,1,2,2,2,2,2,1,2
2019,2527,GSI020,82,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2022,2672,GSI020,65,Aprovado,1,2,2,2,2,1,1,1,2,2,1,0,1,2,2,2,2,2,1,2
2023,1815,GSI020,60,Aprovado,1,2,2,1,2,2,2,0,2,2,0,2,2,2,2,2,2,1,1,1
2024,1864,GSI020,6,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2025,1684,GSI020,0,Reprovado,1,2,1,2,0,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2
2030,1846,GSI020,0,Reprovado,0,0,0,2,0,2,0,2,0,0,0,2,1,1,2,2,1,1,0,1
2031,2672,GSI020,70,Aprovado,1,2,2,2,2,1,1,1,2,2,1,0,1,2,2,2,2,2,1,2
2034,2394,GSI020,0,Reprovado,1,0,0,0,2,2,2,2,2,2,0,2,0,2,2,2,2,0,0,0
2047,1808,GSI020,60,Aprovado,1,2,2,2,2,2,2,1,2,2,0,1,1,2,2,2,2,1,1,1
2060,2527,GSI020,95,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2061,2527,GSI020,86,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2065,1846,GSI020,45,Reprovado,0,0,1,2,0,2,1,2,1,0,1,2,1,1,2,2,1,1,1,1
2067,1846,GSI020,0,Reprovado,0,0,0,2,0,2,0,2,1,1,0,2,1,1,2,2,1,1,0,1
2071,2527,GSI020,85,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2072,2527,GSI020,76,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2076,2527,GSI020,91,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2077,2527,GSI020,69,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2084,2527,GSI020,73,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2088,2527,GSI020,91,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2089,1637,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2092,2037,GSI020,64,Aprovado,1,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,1,1,1
2125,2037,GSI020,64,Aprovado,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2129,1753,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2
2130,1864,GSI020,89,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2131,1777,GSI020,0,Reprovado,1,2,2,2,2,2,2,1,2,2,0,2,2,2,2,2,2,1,1,1
2132,1637,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2135,2394,GSI020,60,Aprovado,1,0,1,0,2,2,2,2,2,2,1,2,0,2,2,2,2,1,1,1
2137,1777,GSI020,61,Aprovado,1,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,1,1,1
2138,1846,GSI020,83,Aprovado,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,0,1
2139,1864,GSI020,74,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2142,1777,GSI020,69,Aprovado,1,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,1,1,1
2143,1864,GSI020,74,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2145,1777,GSI020,67,Aprovado,1,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,1,1,1
2146,1864,GSI020,76,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2149,1864,GSI020,81,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2150,1846,GSI020,75,Aprovado,1,1,1,2,1,2,1,2,1,0,1,2,1,1,2,2,1,1,0,1
2152,1846,GSI020,0,Reprovado,1,0,0,2,0,2,0,2,1,1,0,2,1,1,2,2,1,1,0,1
2153,1808,GSI020,61,Aprovado,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1
2159,1631,GSI020,0,Reprovado,0,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2180,1846,GSI020,89,Aprovado,1,0,1,2,0,2,1,2,1,1,1,2,1,1,2,2,1,1,0,1
2191,1846,GSI020,78,Aprovado,1,1,1,2,0,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2193,1846,GSI020,0,Reprovado,0,0,1,2,1,2,1,2,0,0,1,2,1,1,2,2,1,1,1,1
2199,2037,GSI020,60,Aprovado,0,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,0,1,1
2202,1846,GSI020,87,Aprovado,1,1,1,2,0,2,1,2,1,1,1,2,1,1,2,2,1,1,0,1
2209,2394,GSI020,85,Aprovado,1,1,0,0,2,2,2,2,2,2,0,2,1,2,2,2,2,1,1,1
2214,2527,GSI020,64,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2227,1777,GSI020,60,Aprovado,1,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,1,1,1
2230,1815,GSI020,67,Aprovado,1,2,2,1,2,2,2,0,2,2,0,2,2,2,2,2,2,1,1,1
2234,1846,GSI020,7,Reprovado,0,0,0,2,0,2,0,2,1,0,0,2,1,1,2,2,1,1,0,1
2236,1777,GSI020,78,Aprovado,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2238,2394,GSI020,94,Aprovado,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1
2240,1817,GSI020,80,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2243,1753,GSI020,10,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2
2244,1684,GSI020,80,Aprovado,1,2,1,2,0,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2
2253,1753,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2
2259,1815,GSI020,66,Aprovado,1,2,2,1,2,2,2,0,2,2,1,2,2,2,2,2,2,1,1,1
2261,2527,GSI020,70,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2262,2394,GSI020,72,Aprovado,1,1,1,0,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1
2277,2394,GSI020,92,Aprovado,1,0,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1
2281,1777,GSI020,80,Aprovado,1,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,1,1,1
2282,1753,GSI020,75,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2
2288,1817,GSI020,72,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2290,1815,GSI020,62,Aprovado,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2294,1817,GSI020,78,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2303,1817,GSI020,63,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2306,1753,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2
2311,1753,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2
2320,1817,GSI020,70,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2321,1637,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2324,1753,GSI020,62,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2
2326,1817,GSI020,68,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2328,1753,GSI020,74,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2
2329,1815,GSI020,70,Aprovado,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2330,1777,GSI020,68,Aprovado,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2331,1815,GSI020,63,Aprovado,1,2,2,1,2,2,2,0,2,2,1,2,2,2,2,2,2,1,1,1
2338,1817,GSI020,65,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2344,1846,GSI020,81,Aprovado,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2345,1753,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2
2356,1684,GSI020,60,Aprovado,1,2,1,2,0,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2
2360,1631,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2370,1590,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,0,1,1,2,1,1
2371,1637,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2374,1753,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2
2386,1753,GSI020,62,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2
2393,1777,GSI020,86,Aprovado,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2400,1590,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2402,1631,GSI020,75,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2404,2037,GSI020,53,Reprovado,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2407,2037,GSI020,0,Reprovado,1,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,0,0,0
2409,1815,GSI020,81,Aprovado,1,2,2,1,2,2,2,0,2,2,1,2,2,2,2,2,2,1,1,1
2411,1777,GSI020,77,Aprovado,1,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,1,1,1
2418,1704,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2421,1637,GSI020,85,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2436,1704,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2437,1815,GSI020,70,Aprovado,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2440,1777,GSI020,70,Aprovado,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2441,1704,GSI020,70,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2457,1815,GSI020,75,Aprovado,1,2,2,1,2,2,2,0,2,2,1,2,2,2,2,2,2,1,1,1
2458,1637,GSI020,82,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2461,1817,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
2469,1777,GSI020,81,Aprovado,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2482,1631,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2483,2037,GSI020,0,Reprovado,1,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,0,0,0
2485,1777,GSI020,60,Aprovado,1,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,1,1,1
2487,1777,GSI020,75,Aprovado,1,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,1,1,1
2495,1777,GSI020,73,Aprovado,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2496,1777,GSI020,69,Aprovado,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2497,1777,GSI020,92,Aprovado,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2501,1777,GSI020,79,Aprovado,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2503,1684,GSI020,40,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2
2504,1590,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2505,1704,GSI020,65,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2510,1637,GSI020,10,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2514,1753,GSI020,2,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2
2519,1777,GSI020,64,Aprovado,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2521,1637,GSI020,35,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2527,1777,GSI020,71,Aprovado,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2529,1637,GSI020,10,Reprovado,1,2,0,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2549,1684,GSI020,60,Aprovado,1,2,1,2,0,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2
2552,1704,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2553,1808,GSI020,72,Aprovado,1,2,2,2,2,2,2,1,2,2,1,1,0,2,2,2,2,1,1,1
2557,1808,GSI020,86,Aprovado,1,2,2,2,2,2,2,1,2,2,1,0,1,2,2,2,2,1,1,1
2566,1631,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2572,1808,GSI020,87,Aprovado,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1
2575,1808,GSI020,81,Aprovado,1,2,2,2,2,2,2,1,2,2,1,0,1,2,2,2,2,1,1,1
2589,1637,GSI020,18,Reprovado,1,2,0,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2619,1637,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2620,2037,GSI020,91,Aprovado,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2624,2037,GSI020,77,Aprovado,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2625,1631,GSI020,75,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2627,1777,GSI020,80,Aprovado,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2629,1631,GSI020,20,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,0,1,1,1,2,1,2
2630,2037,GSI020,80,Aprovado,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2632,2037,GSI020,85,Aprovado,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
2633,1637,GSI020,70,Aprovado,1,2,1,2,1,2,1,2,1,0,1,2,1,1,1,1,1,2,1,1
2638,1684,GSI020,85,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2
2639,2037,GSI020,60,Aprovado,0,2,2,2,2,2,2,1,2,2,0,2,2,2,2,2,2,1,1,1
2643,1684,GSI020,79,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2
2645,1637,GSI020,17,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2648,2037,GSI020,0,Reprovado,0,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,0,0,0
2649,1637,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,0,1,2,1,1,1,1,1,2,1,1
2652,1590,GSI020,0,Reprovado,1,2,1,2,1,2,0,2,1,1,1,2,1,1,1,1,1,2,1,1
2653,1590,GSI020,70,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2656,1631,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2657,1704,GSI020,66,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2660,1777,GSI020,67,Aprovado,1,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,1,1,1
2677,1637,GSI020,40,Reprovado,1,2,1,2,1,2,1,2,1,0,1,2,1,1,1,1,1,2,1,1
2678,1637,GSI020,78,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2682,1777,GSI020,76,Aprovado,1,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,1,1,1
2686,1637,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,0,1,2,1,1,1,1,1,2,1,1
2688,1631,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2695,1631,GSI020,70,Aprovado,1,2,1,2,0,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2696,1637,GSI020,15,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2701,1590,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2706,1631,GSI020,10,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2707,1590,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
