IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1899,2721,GSI002,70,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1900,2712,GSI002,13,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1901,2721,GSI002,73,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1902,2677,GSI002,64,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
1903,2712,GSI002,77,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1904,2721,GSI002,79,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1905,2721,GSI002,100,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1906,2659,GSI002,0,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1907,2659,GSI002,71,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1908,2659,GSI002,77,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1909,2712,GSI002,89,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1910,2702,GSI002,14,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1911,2721,GSI002,91,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1912,2721,GSI002,62,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1913,2712,GSI002,78,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1914,2605,GSI002,0,Reprovado,1,2,1,1,2,0,0,1,2,0,2,2,2,1,2,2,2,2,2,0,2,2,1,1
1915,2721,GSI002,10,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1917,2702,GSI002,0,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1918,2721,GSI002,88,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1920,2721,GSI002,67,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1921,2712,GSI002,68,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1922,2721,GSI002,66,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1923,2659,GSI002,0,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1928,2677,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
1939,2702,GSI002,100,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1940,2702,GSI002,66,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1941,2677,GSI002,64,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
1948,2712,GSI002,79,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1949,2702,GSI002,66,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1950,2702,GSI002,100,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1951,2712,GSI002,14,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1952,2702,GSI002,82,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1953,2702,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1954,2630,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1955,2702,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1956,2712,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1957,2702,GSI002,71,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1958,2677,GSI002,65,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
1959,2702,GSI002,65,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1960,2702,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1961,2702,GSI002,82,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1962,2659,GSI002,79,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1963,2712,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1964,2677,GSI002,67,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
1965,2702,GSI002,72,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1968,2702,GSI002,76,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1969,2659,GSI002,87,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1970,2623,GSI002,0,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1971,2702,GSI002,65,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1972,2702,GSI002,90,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1973,2702,GSI002,89,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1974,2712,GSI002,76,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1980,2659,GSI002,0,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1981,2712,GSI002,78,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1982,2659,GSI002,12,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1989,2677,GSI002,67,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
1991,2659,GSI002,77,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1992,2659,GSI002,91,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1994,2659,GSI002,100,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2000,2659,GSI002,32,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2001,2677,GSI002,62,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2002,2659,GSI002,27,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2003,2659,GSI002,100,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2004,2623,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2005,2677,GSI002,86,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2006,2659,GSI002,74,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2007,2677,GSI002,65,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2009,2677,GSI002,80,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2010,2381,GSI002,60,Aprovado,1,2,1,2,2,0,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2011,2659,GSI002,75,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2012,2677,GSI002,61,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2013,2659,GSI002,66,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2015,2659,GSI002,8,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2016,2659,GSI002,80,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2017,2630,GSI002,68,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2018,2677,GSI002,100,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2019,2659,GSI002,81,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2020,2659,GSI002,70,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2021,2677,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2022,2659,GSI002,91,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2023,2659,GSI002,63,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2024,2623,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2025,2381,GSI002,60,Aprovado,1,2,1,2,2,0,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2026,2659,GSI002,67,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2029,2659,GSI002,97,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2031,2659,GSI002,96,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2032,2677,GSI002,0,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2033,2591,GSI002,56,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2034,2659,GSI002,74,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2042,2611,GSI002,25,Reprovado,1,2,1,0,2,1,1,1,2,0,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2051,2598,GSI002,52,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2052,2598,GSI002,13,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2059,2623,GSI002,0,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2060,2623,GSI002,79,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2061,2630,GSI002,88,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2062,2630,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2063,2623,GSI002,1,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2064,2623,GSI002,83,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2065,2623,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2066,2423,GSI002,10,Reprovado,0,0,0,0,0,0,0,1,2,0,2,2,2,0,2,2,2,2,2,0,2,1,0,0
2067,2623,GSI002,47,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2068,2611,GSI002,18,Reprovado,1,2,1,1,2,1,1,0,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2069,2605,GSI002,16,Reprovado,1,2,1,1,2,1,0,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2071,2623,GSI002,75,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2072,2623,GSI002,89,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2073,2559,GSI002,0,Reprovado,0,2,1,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,2,0,0,1
2074,2559,GSI002,82,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
2075,2630,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2076,2623,GSI002,82,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2077,2630,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2078,2623,GSI002,64,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2079,2591,GSI002,34,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2080,2630,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2081,2623,GSI002,26,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2082,2623,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2083,2611,GSI002,24,Reprovado,1,2,1,1,2,0,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2084,2630,GSI002,95,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2088,2623,GSI002,78,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2089,2623,GSI002,52,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2090,2630,GSI002,73,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2091,2505,GSI002,0,Reprovado,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1
2092,2591,GSI002,34,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2093,2591,GSI002,16,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2100,2423,GSI002,16,Reprovado,0,1,1,1,1,1,1,1,2,1,2,2,2,0,2,2,2,2,2,0,2,1,0,0
2101,2623,GSI002,16,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2102,2623,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2107,2623,GSI002,65,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2108,2623,GSI002,65,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2125,2598,GSI002,66,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2128,2598,GSI002,34,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2129,2598,GSI002,78,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2130,2598,GSI002,86,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2131,2598,GSI002,46,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2132,2598,GSI002,63,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2133,2598,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2134,2598,GSI002,40,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2135,2598,GSI002,61,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2137,2591,GSI002,17,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2138,2591,GSI002,54,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2139,2591,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2140,2424,GSI002,0,Reprovado,1,2,0,2,2,0,0,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,0,1
2141,2379,GSI002,0,Reprovado,0,2,0,2,0,0,0,0,2,0,2,2,2,0,2,2,2,2,2,0,2,0,0,0
2142,2598,GSI002,45,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2143,2598,GSI002,71,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2144,2598,GSI002,0,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2145,2591,GSI002,46,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2146,2591,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2147,2591,GSI002,54,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2148,2559,GSI002,0,Reprovado,1,2,1,2,2,0,0,1,2,1,2,2,2,0,2,2,2,2,2,2,2,0,0,1
2149,2591,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2150,2591,GSI002,49,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2151,2591,GSI002,30,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2153,2591,GSI002,65,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2157,2553,GSI002,34,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,0,2,2,2,2,2,0,2,2,1,2
2161,2591,GSI002,0,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
2164,2561,GSI002,95,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,2
2165,2553,GSI002,26,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2166,2553,GSI002,19,Reprovado,1,2,1,2,2,0,1,1,2,1,2,2,2,0,2,2,2,2,2,0,2,2,1,2
2167,2379,GSI002,0,Reprovado,0,2,0,2,0,0,0,0,2,0,2,2,2,0,2,2,2,2,2,0,2,1,0,0
2178,2413,GSI002,0,Reprovado,1,2,1,2,2,1,1,0,2,0,2,2,2,0,2,2,2,2,2,0,2,2,0,2
2179,2377,GSI002,51,Reprovado,0,2,1,2,2,1,0,0,2,1,2,2,2,0,2,2,2,2,2,0,2,2,1,2
2180,2561,GSI002,86,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,2
2181,2011,GSI002,0,Reprovado,0,2,2,2,0,0,0,0,2,0,2,2,2,2,2,2,2,2,2,0,2,0,0,1
2187,2505,GSI002,0,Reprovado,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1
2188,2453,GSI002,73,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2189,2505,GSI002,0,Reprovado,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1
2190,2379,GSI002,0,Reprovado,1,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1
2191,2553,GSI002,76,Aprovado,1,2,1,2,2,1,1,1,2,0,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2192,2505,GSI002,0,Reprovado,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1
2193,2561,GSI002,66,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,2
2194,2453,GSI002,68,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2195,2329,GSI002,37,Reprovado,1,1,1,1,1,1,1,0,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2197,2453,GSI002,64,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2198,2423,GSI002,94,Aprovado,0,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1
2199,2561,GSI002,66,Aprovado,1,2,1,2,2,1,1,0,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,2
2200,2413,GSI002,87,Aprovado,1,2,1,2,2,1,0,0,2,0,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2201,2413,GSI002,36,Reprovado,1,2,1,2,2,1,1,0,2,0,2,2,2,1,2,2,2,2,2,0,2,2,0,2
2202,2553,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2203,2553,GSI002,63,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2204,2413,GSI002,27,Reprovado,1,2,1,2,2,1,1,0,2,1,2,2,2,0,2,2,2,2,2,0,2,2,1,2
2222,2257,GSI002,0,Reprovado,0,1,1,1,1,0,0,1,2,1,2,2,2,1,0,2,2,2,2,1,2,2,1,2
2229,2257,GSI002,0,Reprovado,0,1,1,1,1,0,0,1,2,1,2,2,2,1,0,2,2,2,2,1,2,2,1,2
2230,2482,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2231,2369,GSI002,78,Aprovado,1,2,1,2,2,1,1,0,2,1,2,2,2,1,2,2,2,2,2,0,2,2,1,2
2232,2377,GSI002,0,Reprovado,0,2,1,2,2,0,0,0,2,0,2,2,2,0,2,2,2,2,2,0,2,2,0,2
2233,2493,GSI002,40,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2235,2369,GSI002,74,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2236,2482,GSI002,61,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2238,2423,GSI002,91,Aprovado,1,1,1,1,1,1,1,1,2,0,2,2,2,1,2,2,2,2,2,1,2,1,1,1
2239,2379,GSI002,0,Reprovado,0,2,0,2,0,0,0,0,2,0,2,2,2,0,2,2,2,2,2,0,2,0,0,0
2240,2493,GSI002,0,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2241,2424,GSI002,6,Reprovado,1,2,0,2,2,0,0,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,0,1
2243,2482,GSI002,77,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2244,2482,GSI002,67,Aprovado,1,2,0,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2245,2482,GSI002,0,Reprovado,1,2,1,2,2,1,0,0,2,1,2,2,2,0,2,2,2,2,2,2,2,2,0,2
2246,2423,GSI002,0,Reprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1
2247,2365,GSI002,0,Reprovado,1,2,1,2,2,0,1,0,2,0,2,2,2,0,0,2,2,2,2,0,2,2,0,2
2250,2369,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2251,2329,GSI002,25,Reprovado,1,1,1,1,1,1,0,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2252,1976,GSI002,0,Reprovado,0,2,2,2,2,0,2,2,1,0,2,2,0,0,1,0,2,2,0,0,2,0,0,2
2253,2493,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2259,2456,GSI002,0,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2262,2493,GSI002,67,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2263,2413,GSI002,70,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,0,2,2,1,2
2264,2381,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2272,2453,GSI002,0,Reprovado,1,2,1,2,2,1,1,0,2,0,2,2,2,0,2,2,2,2,2,1,2,2,1,2
2273,2413,GSI002,62,Aprovado,1,2,1,2,2,1,1,0,2,1,2,2,2,1,2,2,2,2,2,1,2,2,0,2
