IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
519,2090,GSI002,60,Aprovado,1,2,1,2,2,0,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
522,2090,GSI002,30,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
523,2456,GSI002,100,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
528,2095,GSI002,69,Aprovado,1,2,0,2,2,0,1,0,2,1,2,2,2,1,0,2,2,2,1,1,2,2,0,2
530,2365,GSI002,10,Reprovado,1,2,1,2,2,0,1,1,2,1,2,2,2,1,0,2,2,2,2,1,2,2,1,2
532,2553,GSI002,90,Aprovado,1,2,1,2,2,1,1,1,2,0,2,2,2,1,2,2,2,2,2,1,2,2,1,2
538,1958,GSI002,12,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,1,2
541,2152,GSI002,19,Reprovado,1,2,2,2,0,1,0,1,2,0,2,2,2,0,2,2,2,2,2,2,2,2,1,2
544,2377,GSI002,62,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
545,1890,GSI002,35,Reprovado,0,1,1,1,1,1,2,1,2,0,0,0,0,1,1,2,0,1,1,1,0,2,1,2
549,2591,GSI002,77,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
554,2186,GSI002,88,Aprovado,1,1,1,1,1,1,0,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
555,2186,GSI002,74,Aprovado,1,1,1,1,1,1,0,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
557,2196,GSI002,97,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
562,2056,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
563,2025,GSI002,88,Aprovado,1,2,2,2,1,1,1,1,2,0,2,2,2,1,2,2,2,2,2,2,2,2,1,2
569,2005,GSI002,84,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2
573,1900,GSI002,0,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,2,0,0,1,0,0,2,1,2
577,2453,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
578,2413,GSI002,0,Reprovado,0,2,0,2,2,1,0,0,2,0,2,2,2,0,2,2,2,2,2,0,2,2,0,2
580,2261,GSI002,0,Reprovado,0,2,0,0,2,0,1,0,2,0,2,2,2,0,0,2,2,2,2,0,0,0,0,1
581,2331,GSI002,63,Aprovado,0,2,1,2,2,0,0,1,2,1,2,2,2,1,0,2,2,2,2,1,2,1,1,1
584,2735,GSI002,94,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
585,1916,GSI002,30,Reprovado,1,1,1,1,1,2,2,1,1,0,0,0,0,1,1,2,1,1,1,1,1,2,1,2
591,2048,GSI002,4,Reprovado,0,2,2,2,2,0,2,2,0,0,0,2,2,0,0,1,2,2,1,0,1,0,0,0
592,2702,GSI002,81,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
596,1890,GSI002,34,Reprovado,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
599,2721,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
600,2659,GSI002,40,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
604,2456,GSI002,23,Reprovado,1,2,1,2,2,1,0,1,2,0,2,2,2,1,2,2,2,2,2,1,2,2,1,2
611,1958,GSI002,2,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,1,2
612,2056,GSI002,73,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
616,1900,GSI002,0,Reprovado,1,1,1,1,1,1,2,0,0,1,1,1,1,0,1,2,0,0,0,0,0,2,0,2
617,1908,GSI002,50,Reprovado,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
619,1900,GSI002,0,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,2,0,0,1,0,0,2,1,2
621,2677,GSI002,100,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
623,1916,GSI002,68,Aprovado,1,1,1,1,1,2,2,1,1,0,0,0,0,1,1,2,0,1,1,1,1,2,1,2
626,2011,GSI002,66,Aprovado,0,2,2,2,1,0,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
627,2025,GSI002,0,Reprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
628,2011,GSI002,91,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
633,2335,GSI002,61,Aprovado,1,1,1,1,1,1,0,0,2,1,2,2,2,0,2,2,2,2,2,1,2,2,1,1
634,2598,GSI002,61,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
639,1916,GSI002,60,Aprovado,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
640,1900,GSI002,77,Aprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
643,2735,GSI002,0,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
650,2735,GSI002,11,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
652,2598,GSI002,9,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
653,1900,GSI002,74,Aprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,2,0,2
655,2493,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
657,2735,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
658,2611,GSI002,60,Aprovado,1,2,1,1,2,0,1,1,2,0,2,2,2,1,2,2,2,2,2,1,2,2,1,1
659,2282,GSI002,82,Aprovado,0,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
660,1976,GSI002,9,Reprovado,1,2,2,2,2,0,2,2,1,0,2,2,0,0,1,1,2,2,1,0,2,0,0,2
662,2159,GSI002,0,Reprovado,1,0,2,2,1,0,1,1,2,0,2,2,2,2,2,2,2,2,2,1,2,0,0,0
668,1917,GSI002,0,Reprovado,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,1,1,2,1,1,1,1
669,2101,GSI002,60,Aprovado,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
675,1954,GSI002,70,Aprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
676,2721,GSI002,97,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
677,1900,GSI002,1,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,2,1,1,1,1,1,2,1,2
686,2659,GSI002,63,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
687,2735,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
688,2721,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
694,2702,GSI002,82,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
695,2659,GSI002,67,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
696,2591,GSI002,29,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
697,2712,GSI002,86,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
698,2721,GSI002,69,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
700,2630,GSI002,79,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
701,2423,GSI002,44,Reprovado,0,1,1,1,1,1,1,1,2,1,2,2,2,0,2,2,2,2,2,1,2,1,1,1
702,2677,GSI002,100,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
703,2559,GSI002,0,Reprovado,0,2,0,2,2,0,0,1,2,1,2,2,2,1,2,2,2,2,2,2,2,0,0,1
705,2453,GSI002,0,Reprovado,1,2,1,2,2,1,1,0,2,0,2,2,2,0,2,2,2,2,2,0,2,2,1,2
706,2598,GSI002,53,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
709,2598,GSI002,68,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
710,2456,GSI002,78,Aprovado,1,2,1,2,2,0,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
711,2257,GSI002,46,Reprovado,0,1,1,1,1,1,1,1,2,1,2,2,2,1,0,2,2,2,2,1,2,2,1,2
712,2453,GSI002,69,Aprovado,1,2,1,2,2,1,1,0,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
717,2335,GSI002,15,Reprovado,0,1,1,0,1,1,0,1,2,1,2,2,2,0,2,2,2,2,2,1,2,2,1,1
719,2331,GSI002,79,Aprovado,0,2,1,2,2,0,0,1,2,1,2,2,2,1,0,2,2,2,2,1,2,1,1,1
722,2329,GSI002,53,Reprovado,1,1,1,1,1,1,1,0,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
723,2335,GSI002,89,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
728,2257,GSI002,27,Reprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
730,2196,GSI002,78,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
733,2196,GSI002,64,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
735,2090,GSI002,67,Aprovado,1,2,1,2,2,0,1,1,2,1,2,2,2,1,1,2,2,2,1,0,2,2,1,2
737,2152,GSI002,64,Aprovado,1,2,2,2,1,1,1,1,2,0,2,2,2,1,2,2,2,2,2,2,2,2,1,2
739,1958,GSI002,86,Aprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
742,2090,GSI002,61,Aprovado,0,2,0,2,2,1,1,1,2,0,2,2,2,1,1,2,2,2,1,0,2,2,0,2
743,2005,GSI002,72,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2
748,1916,GSI002,69,Aprovado,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
749,1908,GSI002,66,Aprovado,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
750,1908,GSI002,0,Reprovado,1,1,1,1,1,2,2,0,0,0,0,0,0,1,1,2,0,1,1,1,1,2,1,2
751,1890,GSI002,0,Reprovado,0,1,1,1,1,1,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,1,2
752,1900,GSI002,0,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
757,2735,GSI002,94,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
758,2735,GSI002,79,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
762,2659,GSI002,67,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
768,2591,GSI002,46,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
769,2559,GSI002,0,Reprovado,0,2,0,2,2,0,0,1,2,1,2,2,2,0,2,2,2,2,2,2,2,0,0,1
771,2329,GSI002,83,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
773,1958,GSI002,0,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,1,2
775,1976,GSI002,0,Reprovado,1,2,2,2,2,0,2,2,1,1,2,2,1,0,1,1,2,2,1,1,2,0,1,2
777,1908,GSI002,87,Aprovado,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
782,2186,GSI002,94,Aprovado,1,1,1,1,1,1,0,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
786,2005,GSI002,75,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2
787,1917,GSI002,0,Reprovado,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
793,1966,GSI002,69,Aprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,1,2
797,2056,GSI002,0,Reprovado,1,2,1,2,2,0,0,1,2,0,2,2,2,0,0,2,2,2,2,1,2,2,0,2
798,2721,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
799,2095,GSI002,9,Reprovado,1,2,0,2,2,0,1,0,2,1,2,2,2,0,0,2,2,2,1,0,2,2,0,2
801,2329,GSI002,61,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
804,2423,GSI002,13,Reprovado,0,1,1,1,1,1,1,0,2,0,2,2,2,1,2,2,2,2,2,1,2,1,0,0
813,2011,GSI002,2,Reprovado,1,2,2,2,1,0,0,1,2,0,2,2,2,2,2,2,2,2,2,0,2,0,0,1
816,1916,GSI002,69,Aprovado,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,1,2
820,2413,GSI002,93,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
827,1900,GSI002,20,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
830,1900,GSI002,1,Reprovado,1,1,1,1,1,1,2,0,0,1,1,1,1,0,1,2,0,1,1,1,1,2,1,2
831,2329,GSI002,88,Aprovado,1,1,1,1,1,1,1,0,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
834,2630,GSI002,0,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
837,2011,GSI002,0,Reprovado,0,2,2,2,0,0,0,1,2,0,2,2,2,2,2,2,2,2,2,0,2,0,0,1
843,2381,GSI002,88,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
846,2186,GSI002,74,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
847,2712,GSI002,61,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
848,2159,GSI002,90,Aprovado,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
855,1900,GSI002,69,Aprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
856,2406,GSI002,38,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
859,2630,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
860,2381,GSI002,0,Reprovado,1,2,1,2,2,0,1,1,2,0,2,2,2,0,0,2,2,2,2,1,2,2,0,2
861,2623,GSI002,100,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
866,2721,GSI002,72,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
867,2331,GSI002,0,Reprovado,0,2,1,2,2,0,0,0,2,1,2,2,2,0,0,2,2,2,2,0,2,0,0,1
868,2453,GSI002,7,Reprovado,1,2,1,2,2,1,1,0,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
879,2011,GSI002,0,Reprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
883,1917,GSI002,3,Reprovado,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,2,1,1,1,0
889,2095,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
891,2025,GSI002,60,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
892,1900,GSI002,92,Aprovado,1,1,1,1,1,1,2,0,0,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
895,2735,GSI002,77,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
899,2702,GSI002,77,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
905,2598,GSI002,48,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
906,2659,GSI002,68,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
907,2611,GSI002,9,Reprovado,1,2,1,1,2,1,1,0,2,0,2,2,2,1,2,2,2,2,2,1,2,2,1,1
911,2591,GSI002,43,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
938,2453,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
939,2329,GSI002,73,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
941,2413,GSI002,7,Reprovado,1,2,1,2,2,1,1,0,2,0,2,2,2,0,2,2,2,2,2,0,2,2,0,2
961,2159,GSI002,0,Reprovado,1,0,2,2,1,0,1,1,2,0,2,2,2,2,2,2,2,2,2,1,2,0,0,0
986,2261,GSI002,0,Reprovado,0,2,0,0,2,0,0,0,2,0,2,2,2,0,0,2,2,2,2,0,0,0,0,0
991,2261,GSI002,76,Aprovado,0,2,0,1,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1
1002,2159,GSI002,0,Reprovado,0,0,2,2,1,0,1,1,2,0,2,2,2,2,2,2,2,2,2,1,2,0,0,0
1048,2056,GSI002,92,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,0,1,2,2,2,2,1,2,2,1,2
1055,1947,GSI002,27,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
1077,1947,GSI002,0,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
1079,1954,GSI002,6,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,0,2
1081,1930,GSI002,55,Reprovado,1,2,2,0,1,1,1,2,0,1,2,2,2,1,1,1,2,1,2,1,2,1,1,1
1085,1917,GSI002,0,Reprovado,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
1113,1890,GSI002,7,Reprovado,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
1115,2712,GSI002,100,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1117,2413,GSI002,53,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
1118,2331,GSI002,86,Aprovado,0,2,1,2,2,0,0,1,2,1,2,2,2,1,0,2,2,2,2,1,2,1,1,1
1119,2381,GSI002,0,Reprovado,1,2,1,2,2,0,0,1,2,0,2,2,2,0,0,2,2,2,2,1,2,2,0,2
1120,2331,GSI002,70,Aprovado,0,2,1,2,2,0,0,1,2,1,2,2,2,1,1,2,2,2,2,1,2,1,1,1
1124,2095,GSI002,52,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,0,2,2,1,2
1125,2025,GSI002,80,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
1130,1900,GSI002,96,Aprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,1,2
1138,2335,GSI002,0,Reprovado,0,1,1,0,1,0,0,0,2,1,2,2,2,0,2,2,2,2,2,0,2,2,0,1
1143,2282,GSI002,39,Reprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
1144,2261,GSI002,60,Aprovado,0,2,1,1,2,1,1,0,2,0,2,2,2,0,1,2,2,2,2,1,1,1,1,1
1146,1930,GSI002,72,Aprovado,1,2,2,1,1,1,1,2,1,1,2,2,2,0,1,1,2,1,2,1,2,1,0,1
1150,2598,GSI002,80,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1151,2329,GSI002,30,Reprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
1155,2196,GSI002,89,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
1160,2261,GSI002,0,Reprovado,0,2,0,0,2,0,0,0,2,0,2,2,2,0,0,2,2,2,2,0,0,0,0,0
1163,2721,GSI002,84,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1166,2591,GSI002,54,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1167,2623,GSI002,28,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1168,2413,GSI002,85,Aprovado,1,2,0,2,2,1,1,0,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
1178,2095,GSI002,84,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1179,2005,GSI002,82,Aprovado,1,2,2,2,0,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2
1190,2735,GSI002,92,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1193,2721,GSI002,62,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1194,2011,GSI002,60,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
1195,2735,GSI002,92,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1196,1900,GSI002,3,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,2,1,2
1203,2735,GSI002,61,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1205,2735,GSI002,77,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1209,2591,GSI002,62,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2
1210,2623,GSI002,100,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1211,2623,GSI002,0,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1216,2561,GSI002,80,Aprovado,1,2,1,2,2,1,1,0,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,2
1217,2011,GSI002,62,Aprovado,1,2,2,2,1,0,0,1,2,1,2,2,2,2,2,2,2,2,2,1,2,0,1,1
1219,2335,GSI002,87,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
1221,2090,GSI002,0,Reprovado,0,2,1,2,2,0,1,0,2,0,2,2,2,1,0,2,2,2,1,0,2,2,0,2
1223,2173,GSI002,0,Reprovado,1,2,2,2,1,0,1,1,2,0,2,2,2,0,2,2,2,2,2,2,2,2,0,2
1224,2011,GSI002,84,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
1225,2011,GSI002,71,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
1227,2011,GSI002,60,Aprovado,1,2,2,2,1,1,0,1,2,1,2,2,2,2,2,2,2,2,2,1,2,0,1,1
1229,2095,GSI002,92,Aprovado,1,2,1,2,2,0,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
1230,1993,GSI002,61,Aprovado,1,2,2,2,1,1,1,1,2,0,2,2,2,2,2,2,2,2,2,1,2,2,1,2
1236,1890,GSI002,12,Reprovado,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,0,1,2,1,2
1237,1930,GSI002,0,Reprovado,0,2,2,0,0,0,0,2,0,1,2,2,2,0,0,0,2,1,2,0,2,0,0,1
1238,1966,GSI002,22,Reprovado,1,0,0,0,0,0,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
1239,1900,GSI002,73,Aprovado,0,1,1,1,1,1,2,1,1,1,1,1,1,0,1,2,1,1,1,1,1,2,1,2
1241,1900,GSI002,6,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
1242,1900,GSI002,51,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
1251,2677,GSI002,84,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
1252,2677,GSI002,5,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
1254,2423,GSI002,30,Reprovado,0,1,1,1,1,1,0,0,2,0,2,2,2,0,2,2,2,2,2,0,2,1,0,0
1255,2712,GSI002,62,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
