IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2
1894,2712,GSI002,63,Aprovado,1,2
1895,2721,GSI002,69,Aprovado,1,2
1898,2721,GSI002,72,Aprovado,1,2
1899,2721,GSI002,70,Aprovado,1,2
1900,2712,GSI002,13,Reprovado,1,2
1901,2721,GSI002,73,Aprovado,1,2
1902,2677,GSI002,64,Aprovado,1,2
1903,2712,GSI002,77,Aprovado,1,2
1904,2721,GSI002,79,Aprovado,1,2
1905,2721,GSI002,100,Aprovado,1,2
1906,2659,GSI002,0,Reprovado,1,2
1907,2659,GSI002,71,Aprovado,1,2
1908,2659,GSI002,77,Aprovado,1,2
1909,2712,GSI002,89,Aprovado,1,2
1910,2702,GSI002,14,Reprovado,1,2
1911,2721,GSI002,91,Aprovado,1,2
1912,2721,GSI002,62,Aprovado,1,2
1913,2712,GSI002,78,Aprovado,1,2
1914,2605,GSI002,0,Reprovado,1,2
1915,2721,GSI002,10,Reprovado,1,2
1917,2702,GSI002,0,Reprovado,1,2
1918,2721,GSI002,88,Aprovado,1,2
1920,2721,GSI002,67,Aprovado,1,2
1921,2712,GSI002,68,Aprovado,1,2
1922,2721,GSI002,66,Aprovado,1,2
1923,2659,GSI002,0,Reprovado,1,2
1928,2677,GSI002,60,Aprovado,1,2
1939,2702,GSI002,100,Aprovado,1,2
1940,2702,GSI002,66,Aprovado,1,2
1941,2677,GSI002,64,Aprovado,1,2
1948,2712,GSI002,79,Aprovado,1,2
1949,2702,GSI002,66,Aprovado,1,2
1950,2702,GSI002,100,Aprovado,1,2
1951,2712,GSI002,14,Reprovado,1,2
1952,2702,GSI002,82,Aprovado,1,2
1953,2702,GSI002,60,Aprovado,1,2
1954,2630,GSI002,60,Aprovado,1,2
1955,2702,GSI002,60,Aprovado,1,2
1956,2712,GSI002,60,Aprovado,1,2
1957,2702,GSI002,71,Aprovado,1,2
1958,2677,GSI002,65,Aprovado,1,2
1959,2702,GSI002,65,Aprovado,1,2
1960,2702,GSI002,60,Aprovado,1,2
1961,2702,GSI002,82,Aprovado,1,2
1962,2659,GSI002,79,Aprovado,1,2
1963,2712,GSI002,60,Aprovado,1,2
1964,2677,GSI002,67,Aprovado,1,2
1965,2702,GSI002,72,Aprovado,1,2
1968,2702,GSI002,76,Aprovado,1,2
1969,2659,GSI002,87,Aprovado,1,2
1970,2623,GSI002,0,Reprovado,1,2
1971,2702,GSI002,65,Aprovado,1,2
1972,2702,GSI002,90,Aprovado,1,2
1973,2702,GSI002,89,Aprovado,1,2
1974,2712,GSI002,76,Aprovado,1,2
1980,2659,GSI002,0,Reprovado,1,2
1981,2712,GSI002,78,Aprovado,1,2
1982,2659,GSI002,12,Reprovado,1,2
1989,2677,GSI002,67,Aprovado,1,2
1991,2659,GSI002,77,Aprovado,1,2
1992,2659,GSI002,91,Aprovado,1,2
1994,2659,GSI002,100,Aprovado,1,2
2000,2659,GSI002,32,Reprovado,1,2
2001,2677,GSI002,62,Aprovado,1,2
2002,2659,GSI002,27,Reprovado,1,2
2003,2659,GSI002,100,Aprovado,1,2
2004,2623,GSI002,60,Aprovado,1,2
2005,2677,GSI002,86,Aprovado,1,2
2006,2659,GSI002,74,Aprovado,1,2
2007,2677,GSI002,65,Aprovado,1,2
2009,2677,GSI002,80,Aprovado,1,2
2010,2381,GSI002,60,Aprovado,1,2
2011,2659,GSI002,75,Aprovado,1,2
2012,2677,GSI002,61,Aprovado,1,2
2013,2659,GSI002,66,Aprovado,1,2
2015,2659,GSI002,8,Reprovado,1,2
2016,2659,GSI002,80,Aprovado,1,2
2017,2630,GSI002,68,Aprovado,1,2
2018,2677,GSI002,100,Aprovado,1,2
2019,2659,GSI002,81,Aprovado,1,2
2020,2659,GSI002,70,Aprovado,1,2
2021,2677,GSI002,60,Aprovado,1,2
2022,2659,GSI002,91,Aprovado,1,2
2023,2659,GSI002,63,Aprovado,1,2
2024,2623,GSI002,60,Aprovado,1,2
2025,2381,GSI002,60,Aprovado,1,2
2026,2659,GSI002,67,Aprovado,1,2
2029,2659,GSI002,97,Aprovado,1,2
2031,2659,GSI002,96,Aprovado,1,2
2032,2677,GSI002,0,Reprovado,1,2
2033,2591,GSI002,56,Reprovado,1,2
2034,2659,GSI002,74,Aprovado,1,2
2042,2611,GSI002,25,Reprovado,1,2
2051,2598,GSI002,52,Reprovado,1,2
2052,2598,GSI002,13,Reprovado,1,2
2059,2623,GSI002,0,Reprovado,1,2
2060,2623,GSI002,79,Aprovado,1,2
2061,2630,GSI002,88,Aprovado,1,2
2062,2630,GSI002,60,Aprovado,1,2
2063,2623,GSI002,1,Reprovado,1,2
2064,2623,GSI002,83,Aprovado,1,2
2065,2623,GSI002,60,Aprovado,1,2
2066,2423,GSI002,10,Reprovado,0,0
2067,2623,GSI002,47,Reprovado,1,2
2068,2611,GSI002,18,Reprovado,1,2
2069,2605,GSI002,16,Reprovado,1,2
2071,2623,GSI002,75,Aprovado,1,2
2072,2623,GSI002,89,Aprovado,1,2
2073,2559,GSI002,0,Reprovado,0,2
2074,2559,GSI002,82,Aprovado,1,2
2075,2630,GSI002,60,Aprovado,1,2
2076,2623,GSI002,82,Aprovado,1,2
2077,2630,GSI002,60,Aprovado,1,2
2078,2623,GSI002,64,Aprovado,1,2
2079,2591,GSI002,34,Reprovado,1,2
2080,2630,GSI002,60,Aprovado,1,2
2081,2623,GSI002,26,Reprovado,1,2
2082,2623,GSI002,60,Aprovado,1,2
2083,2611,GSI002,24,Reprovado,1,2
2084,2630,GSI002,95,Aprovado,1,2
2088,2623,GSI002,78,Aprovado,1,2
2089,2623,GSI002,52,Reprovado,1,2
2090,2630,GSI002,73,Aprovado,1,2
2091,2505,GSI002,0,Reprovado,1,1
2092,2591,GSI002,34,Reprovado,1,2
2093,2591,GSI002,16,Reprovado,1,2
2100,2423,GSI002,16,Reprovado,0,1
2101,2623,GSI002,16,Reprovado,1,2
2102,2623,GSI002,60,Aprovado,1,2
2107,2623,GSI002,65,Aprovado,1,2
2108,2623,GSI002,65,Aprovado,1,2
2125,2598,GSI002,66,Aprovado,1,2
2128,2598,GSI002,34,Reprovado,1,2
2129,2598,GSI002,78,Aprovado,1,2
2130,2598,GSI002,86,Aprovado,1,2
2131,2598,GSI002,46,Reprovado,1,2
2132,2598,GSI002,63,Aprovado,1,2
2133,2598,GSI002,60,Aprovado,1,2
2134,2598,GSI002,40,Reprovado,1,2
2135,2598,GSI002,61,Aprovado,1,2
2137,2591,GSI002,17,Reprovado,1,2
2138,2591,GSI002,54,Reprovado,1,2
2139,2591,GSI002,60,Aprovado,1,2
2140,2424,GSI002,0,Reprovado,1,2
2141,2379,GSI002,0,Reprovado,0,2
2142,2598,GSI002,45,Reprovado,1,2
2143,2598,GSI002,71,Aprovado,1,2
2144,2598,GSI002,0,Reprovado,1,2
2145,2591,GSI002,46,Reprovado,1,2
2146,2591,GSI002,60,Aprovado,1,2
2147,2591,GSI002,54,Reprovado,1,2
2148,2559,GSI002,0,Reprovado,1,2
2149,2591,GSI002,60,Aprovado,1,2
2150,2591,GSI002,49,Reprovado,1,2
2151,2591,GSI002,30,Reprovado,1,2
2153,2591,GSI002,65,Aprovado,1,2
2157,2553,GSI002,34,Reprovado,1,2
2161,2591,GSI002,0,Reprovado,1,2
2164,2561,GSI002,95,Aprovado,1,2
2165,2553,GSI002,26,Reprovado,1,2
2166,2553,GSI002,19,Reprovado,1,2
2167,2379,GSI002,0,Reprovado,0,2
2178,2413,GSI002,0,Reprovado,1,2
2179,2377,GSI002,51,Reprovado,0,2
2180,2561,GSI002,86,Aprovado,1,2
2181,2011,GSI002,0,Reprovado,0,2
2187,2505,GSI002,0,Reprovado,1,1
2188,2453,GSI002,73,Aprovado,1,2
2189,2505,GSI002,0,Reprovado,1,1
2190,2379,GSI002,0,Reprovado,1,2
2191,2553,GSI002,76,Aprovado,1,2
2192,2505,GSI002,0,Reprovado,1,1
2193,2561,GSI002,66,Aprovado,1,2
2194,2453,GSI002,68,Aprovado,1,2
2195,2329,GSI002,37,Reprovado,1,1
2197,2453,GSI002,64,Aprovado,1,2
2198,2423,GSI002,94,Aprovado,0,1
2199,2561,GSI002,66,Aprovado,1,2
2200,2413,GSI002,87,Aprovado,1,2
2201,2413,GSI002,36,Reprovado,1,2
2202,2553,GSI002,60,Aprovado,1,2
2203,2553,GSI002,63,Aprovado,1,2
2204,2413,GSI002,27,Reprovado,1,2
2222,2257,GSI002,0,Reprovado,0,1
2229,2257,GSI002,0,Reprovado,0,1
2230,2482,GSI002,60,Aprovado,1,2
2231,2369,GSI002,78,Aprovado,1,2
2232,2377,GSI002,0,Reprovado,0,2
2233,2493,GSI002,40,Reprovado,1,2
2235,2369,GSI002,74,Aprovado,1,2
2236,2482,GSI002,61,Aprovado,1,2
2238,2423,GSI002,91,Aprovado,1,1
2239,2379,GSI002,0,Reprovado,0,2
2240,2493,GSI002,0,Reprovado,1,2
2241,2424,GSI002,6,Reprovado,1,2
2243,2482,GSI002,77,Aprovado,1,2
2244,2482,GSI002,67,Aprovado,1,2
2245,2482,GSI002,0,Reprovado,1,2
2246,2423,GSI002,0,Reprovado,1,1
2247,2365,GSI002,0,Reprovado,1,2
2250,2369,GSI002,60,Aprovado,1,2
2251,2329,GSI002,25,Reprovado,1,1
2252,1976,GSI002,0,Reprovado,0,2
2253,2493,GSI002,60,Aprovado,1,2
2259,2456,GSI002,0,Reprovado,1,2
2262,2493,GSI002,67,Aprovado,1,2
2263,2413,GSI002,70,Aprovado,1,2
2264,2381,GSI002,60,Aprovado,1,2
2272,2453,GSI002,0,Reprovado,1,2
2273,2413,GSI002,62,Aprovado,1,2
2274,2377,GSI002,60,Aprovado,1,2
2276,2493,GSI002,80,Aprovado,1,2
2277,2493,GSI002,82,Aprovado,1,2
2278,2381,GSI002,60,Aprovado,1,2
2279,2493,GSI002,62,Aprovado,1,2
2280,2453,GSI002,32,Reprovado,1,2
2281,2424,GSI002,62,Aprovado,1,2
2282,2365,GSI002,74,Aprovado,1,2
2284,2456,GSI002,0,Reprovado,1,2
2287,2261,GSI002,36,Reprovado,1,2
2288,2406,GSI002,80,Aprovado,1,2
2290,2413,GSI002,0,Reprovado,1,2
2293,2406,GSI002,62,Aprovado,1,2
2294,2456,GSI002,90,Aprovado,1,2
2298,2379,GSI002,61,Aprovado,1,2
2303,2456,GSI002,82,Aprovado,1,2
2304,2331,GSI002,3,Reprovado,0,2
2305,2261,GSI002,0,Reprovado,0,2
2312,2456,GSI002,80,Aprovado,1,2
2313,2365,GSI002,34,Reprovado,1,2
2314,2331,GSI002,12,Reprovado,0,2
2315,2101,GSI002,0,Reprovado,1,1
2316,1962,GSI002,0,Reprovado,0,2
2317,2424,GSI002,0,Reprovado,1,2
2318,2379,GSI002,81,Aprovado,1,2
2319,2329,GSI002,23,Reprovado,0,1
2320,2456,GSI002,100,Aprovado,1,2
2321,2406,GSI002,70,Aprovado,1,2
2322,2365,GSI002,76,Aprovado,1,2
2323,2379,GSI002,70,Aprovado,1,2
2324,2379,GSI002,91,Aprovado,1,2
2325,2335,GSI002,6,Reprovado,0,1
2326,2406,GSI002,70,Aprovado,1,2
2327,2377,GSI002,68,Aprovado,1,2
2328,2379,GSI002,90,Aprovado,1,2
2329,2424,GSI002,75,Aprovado,1,2
2330,2379,GSI002,79,Aprovado,1,2
2331,2379,GSI002,87,Aprovado,1,2
2334,2377,GSI002,0,Reprovado,0,2
2335,2365,GSI002,60,Aprovado,1,2
2336,2011,GSI002,0,Reprovado,0,2
2337,2379,GSI002,86,Aprovado,1,2
2338,2406,GSI002,79,Aprovado,1,2
2342,2365,GSI002,27,Reprovado,1,2
2357,2365,GSI002,2,Reprovado,1,2
2358,2365,GSI002,25,Reprovado,1,2
2359,2095,GSI002,0,Reprovado,1,2
2360,2365,GSI002,66,Aprovado,1,2
2361,2101,GSI002,0,Reprovado,1,1
2362,2365,GSI002,5,Reprovado,1,2
2367,2365,GSI002,79,Aprovado,1,2
2368,2365,GSI002,77,Aprovado,1,2
2369,2261,GSI002,0,Reprovado,0,2
2370,2365,GSI002,36,Reprovado,1,2
2372,2365,GSI002,25,Reprovado,1,2
2373,2381,GSI002,60,Aprovado,1,2
2375,2159,GSI002,0,Reprovado,0,0
2376,2159,GSI002,70,Aprovado,1,1
2377,2173,GSI002,60,Aprovado,1,2
2378,2377,GSI002,11,Reprovado,0,2
2379,2048,GSI002,0,Reprovado,0,2
2380,2369,GSI002,85,Aprovado,1,2
2382,1930,GSI002,22,Reprovado,1,2
2383,2381,GSI002,1,Reprovado,1,2
2384,2369,GSI002,0,Reprovado,0,2
2385,2365,GSI002,0,Reprovado,1,2
2386,2365,GSI002,63,Aprovado,1,2
2388,2381,GSI002,0,Reprovado,1,2
2389,2369,GSI002,60,Aprovado,1,2
2393,2335,GSI002,72,Aprovado,0,1
2404,2365,GSI002,36,Reprovado,1,2
2406,2365,GSI002,0,Reprovado,1,2
2407,2335,GSI002,95,Aprovado,1,1
2409,2335,GSI002,100,Aprovado,1,1
2410,2331,GSI002,0,Reprovado,0,2
2411,2335,GSI002,78,Aprovado,0,1
2412,2335,GSI002,79,Aprovado,1,1
2423,2335,GSI002,16,Reprovado,1,1
2424,2335,GSI002,0,Reprovado,1,0
2425,2159,GSI002,66,Aprovado,1,1
2426,2335,GSI002,59,Reprovado,1,1
2433,1962,GSI002,15,Reprovado,1,2
2434,2329,GSI002,0,Reprovado,1,1
2435,2159,GSI002,77,Aprovado,1,1
2436,2282,GSI002,38,Reprovado,0,0
2437,2329,GSI002,82,Aprovado,1,1
2438,2159,GSI002,8,Reprovado,1,1
2439,2331,GSI002,80,Aprovado,0,2
2440,2335,GSI002,78,Aprovado,1,1
2441,2159,GSI002,88,Aprovado,1,1
2445,2011,GSI002,62,Aprovado,0,2
2446,2329,GSI002,14,Reprovado,1,1
2447,2257,GSI002,0,Reprovado,0,1
2448,2196,GSI002,27,Reprovado,1,1
2449,2101,GSI002,85,Aprovado,1,1
2450,2329,GSI002,17,Reprovado,1,1
2452,2048,GSI002,0,Reprovado,1,2
2456,2335,GSI002,67,Aprovado,1,1
2457,2335,GSI002,96,Aprovado,1,1
2460,2335,GSI002,0,Reprovado,0,0
2464,2329,GSI002,94,Aprovado,1,1
2469,2257,GSI002,91,Aprovado,1,1
2471,2282,GSI002,71,Aprovado,1,1
2481,2282,GSI002,0,Reprovado,1,1
2484,2257,GSI002,0,Reprovado,1,1
2485,2257,GSI002,74,Aprovado,1,1
2486,2257,GSI002,77,Aprovado,1,1
2487,2257,GSI002,82,Aprovado,1,1
2494,2282,GSI002,80,Aprovado,0,1
2495,2282,GSI002,85,Aprovado,1,0
2496,2282,GSI002,94,Aprovado,1,1
2497,2282,GSI002,90,Aprovado,1,1
2498,2152,GSI002,62,Aprovado,1,2
2499,2152,GSI002,64,Aprovado,1,2
2500,2257,GSI002,17,Reprovado,1,1
2501,2257,GSI002,91,Aprovado,0,1
2502,2056,GSI002,9,Reprovado,1,2
2503,2101,GSI002,73,Aprovado,1,1
2505,2011,GSI002,63,Aprovado,1,2
2506,2159,GSI002,66,Aprovado,1,1
2507,2011,GSI002,65,Aprovado,1,2
2508,2159,GSI002,3,Reprovado,1,0
2509,2026,GSI002,0,Reprovado,0,2
2510,2186,GSI002,61,Aprovado,1,1
2511,2282,GSI002,31,Reprovado,0,1
2512,2257,GSI002,68,Aprovado,1,1
2513,2101,GSI002,0,Reprovado,1,1
2515,2261,GSI002,27,Reprovado,0,2
2516,2196,GSI002,60,Aprovado,1,1
2517,2011,GSI002,61,Aprovado,1,2
2518,2186,GSI002,45,Reprovado,1,1
2519,2282,GSI002,76,Aprovado,1,1
2520,2261,GSI002,0,Reprovado,0,2
2526,2257,GSI002,79,Aprovado,1,1
2527,2257,GSI002,70,Aprovado,1,1
2528,2257,GSI002,11,Reprovado,1,1
2529,2257,GSI002,23,Reprovado,1,1
2530,1962,GSI002,14,Reprovado,1,2
2532,2048,GSI002,0,Reprovado,1,2
2533,1962,GSI002,21,Reprovado,1,2
2534,2186,GSI002,0,Reprovado,1,1
2538,2186,GSI002,79,Aprovado,1,1
2540,2101,GSI002,60,Aprovado,1,1
2541,2101,GSI002,0,Reprovado,1,1
2547,2196,GSI002,78,Aprovado,1,1
2548,2159,GSI002,76,Aprovado,1,1
2549,2186,GSI002,78,Aprovado,1,1
2550,2186,GSI002,65,Aprovado,1,1
2552,2186,GSI002,79,Aprovado,1,1
2553,2186,GSI002,91,Aprovado,1,1
2554,2186,GSI002,93,Aprovado,1,1
2557,2186,GSI002,78,Aprovado,1,1
2563,2159,GSI002,13,Reprovado,1,0
2570,2159,GSI002,6,Reprovado,1,0
2571,2186,GSI002,60,Aprovado,1,1
2572,2196,GSI002,83,Aprovado,1,1
2573,2159,GSI002,0,Reprovado,0,0
2574,2159,GSI002,60,Aprovado,1,1
2575,2196,GSI002,0,Reprovado,1,1
2577,2173,GSI002,62,Aprovado,1,2
2578,2196,GSI002,0,Reprovado,1,1
2579,2196,GSI002,0,Reprovado,1,1
2580,1976,GSI002,0,Reprovado,0,2
2585,2101,GSI002,0,Reprovado,1,1
2588,1993,GSI002,69,Aprovado,1,2
2589,2196,GSI002,60,Aprovado,1,1
2608,1976,GSI002,0,Reprovado,0,2
2609,2173,GSI002,18,Reprovado,1,2
2610,1954,GSI002,0,Reprovado,1,1
2611,2056,GSI002,0,Reprovado,1,2
2618,2101,GSI002,66,Aprovado,1,1
2619,2173,GSI002,60,Aprovado,1,2
2620,2173,GSI002,69,Aprovado,1,2
2621,2011,GSI002,0,Reprovado,0,2
2622,2173,GSI002,60,Aprovado,1,2
2623,2090,GSI002,0,Reprovado,0,2
2624,2173,GSI002,92,Aprovado,1,2
2625,2173,GSI002,88,Aprovado,1,2
2626,2173,GSI002,69,Aprovado,1,2
2628,2152,GSI002,29,Reprovado,1,2
2629,2101,GSI002,65,Aprovado,1,1
2630,2152,GSI002,77,Aprovado,1,2
2631,2159,GSI002,77,Aprovado,1,1
2632,2173,GSI002,63,Aprovado,1,2
2633,2173,GSI002,60,Aprovado,1,2
2634,2011,GSI002,70,Aprovado,1,2
2635,2011,GSI002,61,Aprovado,1,2
2636,2101,GSI002,1,Reprovado,1,1
2637,1917,GSI002,0,Reprovado,0,0
2638,2101,GSI002,97,Aprovado,1,1
2639,2152,GSI002,60,Aprovado,1,2
2640,2152,GSI002,60,Aprovado,1,2
2641,2152,GSI002,69,Aprovado,1,2
2643,2152,GSI002,60,Aprovado,1,2
2644,2090,GSI002,0,Reprovado,0,2
2649,2152,GSI002,61,Aprovado,1,2
2651,2152,GSI002,62,Aprovado,1,2
2653,2152,GSI002,70,Aprovado,1,2
2654,2152,GSI002,60,Aprovado,1,2
2657,2025,GSI002,60,Aprovado,1,2
2663,2090,GSI002,11,Reprovado,0,2
2671,2095,GSI002,60,Aprovado,1,2
2673,2095,GSI002,60,Aprovado,1,2
2674,2095,GSI002,17,Reprovado,1,2
2675,2095,GSI002,14,Reprovado,1,2
2676,2011,GSI002,66,Aprovado,1,2
2677,2095,GSI002,60,Aprovado,1,2
2678,2095,GSI002,74,Aprovado,1,2
2684,2095,GSI002,77,Aprovado,1,2
2685,2095,GSI002,15,Reprovado,1,2
2686,2095,GSI002,62,Aprovado,1,2
2687,2095,GSI002,60,Aprovado,1,2
2688,2095,GSI002,60,Aprovado,1,2
2689,2095,GSI002,60,Aprovado,1,2
2690,2095,GSI002,35,Reprovado,1,2
2698,2056,GSI002,66,Aprovado,1,2
2699,2011,GSI002,89,Aprovado,1,2
2700,2060,GSI002,67,Aprovado,1,2
2701,2090,GSI002,60,Aprovado,1,2
2702,2090,GSI002,62,Aprovado,1,2
2703,2090,GSI002,42,Reprovado,1,2
2704,2090,GSI002,63,Aprovado,1,2
2705,2090,GSI002,0,Reprovado,1,2
2706,2090,GSI002,49,Reprovado,1,2
2707,2090,GSI002,0,Reprovado,1,2
2710,2090,GSI002,11,Reprovado,1,2
2711,2095,GSI002,35,Reprovado,1,2
2725,2011,GSI002,62,Aprovado,1,2
2726,2095,GSI002,73,Aprovado,1,2
2727,2011,GSI002,0,Reprovado,0,2
2734,2056,GSI002,60,Aprovado,1,2
2736,2056,GSI002,0,Reprovado,1,2
2737,2056,GSI002,73,Aprovado,1,2
2738,2056,GSI002,76,Aprovado,1,2
2740,2011,GSI002,90,Aprovado,1,2
2741,1917,GSI002,0,Reprovado,0,0
2742,2056,GSI002,0,Reprovado,1,2
2745,2011,GSI002,64,Aprovado,1,2
2746,2025,GSI002,78,Aprovado,1,2
2747,2011,GSI002,60,Aprovado,1,2
2748,2011,GSI002,1,Reprovado,1,2
2750,2025,GSI002,60,Aprovado,1,2
2751,2056,GSI002,79,Aprovado,1,2
2752,2060,GSI002,85,Aprovado,1,2
2754,2011,GSI002,90,Aprovado,1,2
2756,2060,GSI002,80,Aprovado,1,2
2757,2060,GSI002,69,Aprovado,1,2
2760,2060,GSI002,60,Aprovado,1,2
2766,2060,GSI002,94,Aprovado,1,2
2767,2060,GSI002,62,Aprovado,1,2
2768,2060,GSI002,0,Reprovado,1,2
2769,2060,GSI002,60,Aprovado,1,2
2770,2026,GSI002,67,Aprovado,1,2
2773,2011,GSI002,68,Aprovado,0,2
2776,1917,GSI002,18,Reprovado,0,0
2777,2011,GSI002,81,Aprovado,0,2
2786,1917,GSI002,0,Reprovado,0,0
2788,2060,GSI002,79,Aprovado,1,2
2789,2025,GSI002,92,Aprovado,1,2
2790,2025,GSI002,72,Aprovado,1,2
2791,2025,GSI002,67,Aprovado,0,2
2792,2025,GSI002,70,Aprovado,1,2
2799,2025,GSI002,8,Reprovado,1,2
2800,2025,GSI002,72,Aprovado,1,2
2801,2025,GSI002,70,Aprovado,1,2
2802,2025,GSI002,60,Aprovado,1,2
2803,2005,GSI002,75,Aprovado,1,2
2805,2025,GSI002,96,Aprovado,1,2
2806,2025,GSI002,62,Aprovado,1,2
2810,2026,GSI002,60,Aprovado,1,2
2811,2026,GSI002,0,Reprovado,0,2
2812,2026,GSI002,41,Reprovado,1,2
2813,2026,GSI002,73,Aprovado,1,2
2814,2026,GSI002,61,Aprovado,1,2
2815,2025,GSI002,71,Aprovado,1,2
2816,1930,GSI002,0,Reprovado,0,2
2817,2026,GSI002,91,Aprovado,1,2
2818,2026,GSI002,74,Aprovado,1,2
2819,2026,GSI002,70,Aprovado,1,2
2826,2026,GSI002,45,Reprovado,1,2
2830,2026,GSI002,60,Aprovado,1,2
2831,2026,GSI002,72,Aprovado,1,2
2832,1993,GSI002,13,Reprovado,0,2
2833,2026,GSI002,82,Aprovado,1,2
2834,2026,GSI002,48,Reprovado,0,2
2836,2026,GSI002,90,Aprovado,1,2
2838,1917,GSI002,25,Reprovado,0,0
2839,2026,GSI002,84,Aprovado,1,2
2842,2026,GSI002,48,Reprovado,1,2
2847,2005,GSI002,0,Reprovado,1,2
2848,2026,GSI002,60,Aprovado,1,2
2854,1917,GSI002,0,Reprovado,0,0
2855,1976,GSI002,0,Reprovado,0,2
2856,2011,GSI002,96,Aprovado,1,2
2858,2005,GSI002,63,Aprovado,1,2
2859,1976,GSI002,44,Reprovado,1,2
2868,2005,GSI002,78,Aprovado,1,2
2869,2005,GSI002,26,Reprovado,1,2
2871,2005,GSI002,10,Reprovado,0,2
2872,2005,GSI002,86,Aprovado,1,2
2873,2005,GSI002,94,Aprovado,1,2
2874,2005,GSI002,87,Aprovado,1,2
2875,2005,GSI002,65,Aprovado,1,2
2876,2005,GSI002,33,Reprovado,1,2
2877,1993,GSI002,74,Aprovado,1,2
2879,2005,GSI002,17,Reprovado,0,2
2880,2005,GSI002,99,Aprovado,1,2
2881,1917,GSI002,15,Reprovado,1,1
2882,2005,GSI002,75,Aprovado,1,2
2883,2005,GSI002,0,Reprovado,1,2
2884,1917,GSI002,13,Reprovado,0,0
2885,2005,GSI002,70,Aprovado,1,2
2886,2005,GSI002,95,Aprovado,1,2
2888,1917,GSI002,13,Reprovado,0,0
2889,1993,GSI002,85,Aprovado,1,2
2890,1917,GSI002,60,Aprovado,1,1
2891,1993,GSI002,63,Aprovado,0,2
2893,1993,GSI002,61,Aprovado,1,2
2894,1993,GSI002,67,Aprovado,0,2
2895,1947,GSI002,67,Aprovado,1,1
2896,1993,GSI002,84,Aprovado,1,2
2897,1917,GSI002,28,Reprovado,1,1
2898,1976,GSI002,60,Aprovado,1,2
2900,1890,GSI002,0,Reprovado,1,1
2901,1930,GSI002,64,Aprovado,1,2
2903,1930,GSI002,68,Aprovado,1,2
2913,1958,GSI002,13,Reprovado,1,1
2914,1966,GSI002,60,Aprovado,1,1
2915,1966,GSI002,75,Aprovado,1,1
2916,1908,GSI002,71,Aprovado,1,1
2917,1966,GSI002,60,Aprovado,1,1
2918,1947,GSI002,65,Aprovado,0,1
2919,1917,GSI002,78,Aprovado,1,1
2920,1962,GSI002,68,Aprovado,1,2
2921,1966,GSI002,0,Reprovado,1,0
2926,1958,GSI002,83,Aprovado,1,1
2927,1908,GSI002,4,Reprovado,1,1
2928,1966,GSI002,64,Aprovado,1,1
2929,1966,GSI002,73,Aprovado,1,1
2930,1962,GSI002,31,Reprovado,0,2
2931,1966,GSI002,66,Aprovado,1,1
2932,1966,GSI002,22,Reprovado,1,1
2934,1958,GSI002,6,Reprovado,1,1
2935,1958,GSI002,16,Reprovado,1,1
2936,1917,GSI002,70,Aprovado,1,1
2944,1930,GSI002,90,Aprovado,1,2
2948,1958,GSI002,100,Aprovado,1,1
2949,1958,GSI002,84,Aprovado,1,1
2951,1958,GSI002,10,Reprovado,1,1
2952,1958,GSI002,72,Aprovado,1,1
2955,1962,GSI002,0,Reprovado,1,2
2957,1930,GSI002,60,Aprovado,1,2
2959,1930,GSI002,15,Reprovado,0,2
2965,1954,GSI002,74,Aprovado,1,1
2966,1976,GSI002,0,Reprovado,1,2
2967,1930,GSI002,67,Aprovado,1,2
2968,1890,GSI002,0,Reprovado,0,1
2970,1917,GSI002,5,Reprovado,0,0
2971,1930,GSI002,62,Aprovado,1,2
2972,1917,GSI002,36,Reprovado,1,1
2973,1917,GSI002,0,Reprovado,0,0
2974,1958,GSI002,0,Reprovado,1,1
2975,1958,GSI002,33,Reprovado,1,1
2976,1958,GSI002,2,Reprovado,1,1
2977,1917,GSI002,0,Reprovado,0,0
2978,1962,GSI002,75,Aprovado,1,2
2980,1966,GSI002,80,Aprovado,1,1
2987,1930,GSI002,0,Reprovado,0,2
2990,1930,GSI002,10,Reprovado,1,2
2991,1890,GSI002,52,Reprovado,0,1
2992,1954,GSI002,88,Aprovado,1,1
2993,1930,GSI002,79,Aprovado,1,2
2994,1954,GSI002,65,Aprovado,1,1
2995,1917,GSI002,3,Reprovado,1,1
2996,1916,GSI002,38,Reprovado,1,1
2997,1916,GSI002,26,Reprovado,1,1
3001,1930,GSI002,0,Reprovado,0,2
3002,1930,GSI002,15,Reprovado,1,2
3003,1930,GSI002,0,Reprovado,1,2
3004,1954,GSI002,70,Aprovado,1,1
3005,1954,GSI002,0,Reprovado,1,1
3006,1930,GSI002,22,Reprovado,1,2
3007,1954,GSI002,82,Aprovado,1,1
3009,1900,GSI002,60,Aprovado,0,1
3010,1947,GSI002,0,Reprovado,1,1
3011,1947,GSI002,1,Reprovado,1,1
3012,1917,GSI002,84,Aprovado,0,0
3013,1908,GSI002,0,Reprovado,1,1
3014,1947,GSI002,28,Reprovado,1,1
3015,1930,GSI002,23,Reprovado,1,2
3016,1916,GSI002,43,Reprovado,1,1
3017,1900,GSI002,8,Reprovado,0,1
3018,1954,GSI002,63,Aprovado,1,1
3019,1954,GSI002,25,Reprovado,1,1
3022,1947,GSI002,80,Aprovado,1,1
3023,1947,GSI002,62,Aprovado,1,1
