IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1840,1893,GSI007,77,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1841,2889,GSI007,74,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1842,2889,GSI007,78,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1843,2889,GSI007,100,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1844,2889,GSI007,74,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1847,2889,GSI007,66,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1848,2889,GSI007,72,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1849,2889,GSI007,65,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1850,2889,GSI007,100,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1851,2889,GSI007,63,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1852,2889,GSI007,86,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1853,2889,GSI007,81,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1854,2889,GSI007,70,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1855,2889,GSI007,71,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1856,1893,GSI007,81,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1857,2704,GSI007,7,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1858,2889,GSI007,68,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1859,2889,GSI007,66,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1860,2889,GSI007,88,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1861,2889,GSI007,94,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1862,2889,GSI007,68,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1863,2889,GSI007,86,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1864,2889,GSI007,93,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1868,2889,GSI007,63,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1869,1893,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1872,1893,GSI007,79,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1873,2889,GSI007,89,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1886,1893,GSI007,94,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1891,1893,GSI007,28,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1892,1893,GSI007,51,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1893,1893,GSI007,70,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1894,2662,GSI007,5,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1895,1893,GSI007,75,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1898,1893,GSI007,62,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1899,1893,GSI007,77,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1901,1893,GSI007,77,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1902,2662,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1903,1893,GSI007,65,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1904,1893,GSI007,78,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1905,1893,GSI007,100,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1907,2624,GSI007,19,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1908,2662,GSI007,68,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1909,1893,GSI007,89,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1911,1893,GSI007,83,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1912,1893,GSI007,67,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1913,2662,GSI007,0,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1914,2593,GSI007,0,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1918,1893,GSI007,77,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1920,1893,GSI007,65,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1921,1893,GSI007,68,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1922,1893,GSI007,66,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1928,2662,GSI007,68,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1939,2704,GSI007,82,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1941,2662,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1948,2704,GSI007,84,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1949,2704,GSI007,62,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1950,2704,GSI007,91,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1952,2704,GSI007,77,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1953,2662,GSI007,71,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1954,2662,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1955,2662,GSI007,76,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1956,2662,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1957,2624,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1958,2662,GSI007,65,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1959,2704,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1960,2662,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1961,2704,GSI007,73,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1962,2593,GSI007,0,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1963,2593,GSI007,72,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1964,2115,GSI007,0,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,0,1,2
1965,2704,GSI007,67,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1968,2704,GSI007,65,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1969,2593,GSI007,0,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1970,2662,GSI007,0,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1971,2704,GSI007,67,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1972,2513,GSI007,60,Aprovado,0,1,1,0,2,2,0,1,2,0,1,1,0,1,1,2,2,1,1,1,1,1,1,1,1,1
1973,2704,GSI007,75,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1974,2704,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1981,2704,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1989,2513,GSI007,15,Reprovado,1,1,1,1,2,2,1,1,2,0,1,1,1,1,1,2,2,1,1,0,1,0,0,1,0,0
1992,2662,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1994,2662,GSI007,69,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2001,2662,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2002,2662,GSI007,7,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2003,2513,GSI007,0,Reprovado,1,1,1,0,2,2,0,1,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2004,2593,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2005,2662,GSI007,69,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2006,2593,GSI007,98,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2007,2593,GSI007,63,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2008,2593,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2009,2662,GSI007,76,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2010,2094,GSI007,89,Aprovado,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2
2011,2662,GSI007,72,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2012,2662,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2013,2662,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2016,2662,GSI007,69,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2017,2662,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2018,2662,GSI007,87,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2019,2662,GSI007,68,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2020,2662,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2021,2662,GSI007,69,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2022,2662,GSI007,71,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2023,1999,GSI007,60,Aprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1
2024,2662,GSI007,71,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2025,2094,GSI007,73,Aprovado,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2
2026,2513,GSI007,0,Reprovado,1,1,1,0,2,2,0,1,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2031,2662,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2033,2662,GSI007,82,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2034,2662,GSI007,79,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2052,2412,GSI007,4,Reprovado,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1
2060,2384,GSI007,64,Aprovado,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,2,1,1,1,0,1,1,2
2061,2624,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2062,2593,GSI007,0,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2064,2593,GSI007,0,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2065,2491,GSI007,1,Reprovado,1,2,2,1,2,1,0,0,0,0,2,2,1,2,2,2,0,2,2,2,0,0,2,0,0,0
2068,2624,GSI007,1,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2069,2513,GSI007,12,Reprovado,1,1,0,1,2,2,1,1,2,1,0,1,0,0,1,2,2,1,0,1,0,0,1,1,1,1
2071,2412,GSI007,62,Aprovado,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1
2072,2624,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2075,2513,GSI007,0,Reprovado,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2076,2624,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2078,2513,GSI007,0,Reprovado,1,1,1,0,2,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2080,2593,GSI007,36,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2081,2624,GSI007,3,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2082,2624,GSI007,7,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2083,2624,GSI007,10,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2084,2301,GSI007,10,Reprovado,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1
2088,2191,GSI007,60,Aprovado,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2
2089,2593,GSI007,90,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2090,2491,GSI007,60,Aprovado,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1
2092,2624,GSI007,77,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2101,2513,GSI007,60,Aprovado,1,1,1,1,2,2,1,1,2,0,1,0,1,1,1,2,2,0,1,0,0,0,1,1,1,1
2102,2593,GSI007,6,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2107,2593,GSI007,14,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2108,2301,GSI007,0,Reprovado,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1
2125,2593,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2128,2593,GSI007,90,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2129,2513,GSI007,65,Aprovado,0,1,1,1,2,2,0,1,2,0,1,1,0,1,1,2,2,1,1,0,0,1,1,1,1,1
2130,2593,GSI007,70,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2131,1965,GSI007,67,Aprovado,1,1,2,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,2,2,0,1,0,1,1,2
2132,1999,GSI007,60,Aprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1
2133,2513,GSI007,41,Reprovado,0,1,1,1,2,2,1,0,2,1,0,1,0,1,1,2,2,1,1,0,0,0,1,1,1,1
2134,2491,GSI007,61,Aprovado,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1
2135,1999,GSI007,0,Reprovado,1,1,1,1,1,1,2,0,0,0,0,0,1,0,2,2,0,2,2,2,0,0,2,0,0,0
2137,2016,GSI007,13,Reprovado,1,2,1,1,0,0,0,0,0,0,2,0,1,1,2,1,0,2,2,0,0,0,2,1,1,1
2138,2593,GSI007,84,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2139,2017,GSI007,60,Aprovado,1,2,2,2,2,1,1,1,1,2,2,0,2,2,1,1,1,0,2,1,1,1,1,1,1,2
2142,2593,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2143,2593,GSI007,78,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2145,2513,GSI007,85,Aprovado,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1
2146,2301,GSI007,21,Reprovado,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1
2147,2593,GSI007,71,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2149,2513,GSI007,60,Aprovado,1,1,1,1,2,2,1,1,2,1,1,1,0,0,0,2,2,1,1,0,1,0,0,1,1,1
2150,2513,GSI007,93,Aprovado,1,1,0,1,2,2,1,1,2,0,1,1,1,1,1,2,2,1,1,0,1,1,1,1,1,1
2152,2513,GSI007,37,Reprovado,1,1,1,0,2,2,0,1,2,1,0,1,0,1,0,2,2,0,1,0,1,0,1,1,1,1
2153,2593,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
2164,2513,GSI007,68,Aprovado,1,1,1,1,2,2,1,1,2,0,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,1
2166,2513,GSI007,0,Reprovado,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2180,2513,GSI007,98,Aprovado,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,0,1,1,1,1,1,1
2181,1999,GSI007,0,Reprovado,1,1,1,1,1,1,2,0,0,0,0,0,1,0,2,2,0,2,2,2,0,0,2,0,0,0
2188,2384,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,2,2,2,2,1,1,1,1,1,1,2
2191,2513,GSI007,68,Aprovado,1,1,1,1,2,2,1,1,2,1,1,0,1,1,1,2,2,1,0,0,1,0,1,1,1,1
2193,2513,GSI007,86,Aprovado,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,0,1,1,1,1,1,1
2194,2491,GSI007,63,Aprovado,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1
2202,2513,GSI007,63,Aprovado,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,0,1,1,1,1,1,1
2203,2513,GSI007,73,Aprovado,1,1,1,1,2,2,0,1,2,1,1,1,0,0,1,2,2,0,0,0,1,0,1,1,1,1
2222,2491,GSI007,4,Reprovado,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1
2230,2491,GSI007,0,Reprovado,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1
2232,2384,GSI007,0,Reprovado,1,1,2,1,1,1,1,0,0,1,1,0,0,1,1,2,2,2,2,0,0,0,0,1,0,2
2235,2412,GSI007,11,Reprovado,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1
2236,2412,GSI007,61,Aprovado,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1
2238,2491,GSI007,67,Aprovado,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1
2240,2491,GSI007,68,Aprovado,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1
2243,2491,GSI007,64,Aprovado,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1
2244,2384,GSI007,64,Aprovado,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,2,2,2,2,1,1,0,1,1,1,2
2246,2301,GSI007,3,Reprovado,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1
2247,2384,GSI007,0,Reprovado,1,1,2,1,1,1,1,0,0,1,1,0,0,1,1,2,2,2,2,0,0,0,0,1,0,2
2250,2491,GSI007,4,Reprovado,1,2,2,1,2,1,1,1,0,1,2,2,1,2,2,2,1,2,2,2,0,0,2,0,0,0
2251,2017,GSI007,0,Reprovado,0,2,2,2,2,0,0,0,0,2,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0,2
2252,1965,GSI007,3,Reprovado,1,1,2,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,2,2,0,0,0,1,1,2
2253,2284,GSI007,0,Reprovado,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1
2259,1999,GSI007,0,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1
2260,2513,GSI007,90,Aprovado,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,0,1,1,1,0,1,1,1
2262,2191,GSI007,0,Reprovado,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2
2263,2491,GSI007,4,Reprovado,1,2,2,1,2,1,0,0,0,0,2,2,1,2,2,2,0,2,2,2,0,0,2,0,0,0
2264,2301,GSI007,1,Reprovado,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1
2273,2412,GSI007,0,Reprovado,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1
2274,2191,GSI007,0,Reprovado,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2
2276,2491,GSI007,90,Aprovado,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1
2277,2491,GSI007,62,Aprovado,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1
2278,2384,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,0,1,1,0,1,1,1,2,2,2,2,1,0,0,1,1,1,2
2279,2284,GSI007,60,Aprovado,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1
2280,2412,GSI007,66,Aprovado,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1
2281,2384,GSI007,63,Aprovado,1,1,2,1,1,1,1,0,1,1,1,0,0,1,1,2,2,2,2,0,0,1,0,1,1,2
2282,2412,GSI007,83,Aprovado,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1
