IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
694,2704,GSI007,81,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
695,2624,GSI007,41,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
696,2662,GSI007,44,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
697,1893,GSI007,81,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
698,1893,GSI007,71,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
700,2624,GSI007,69,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
702,2662,GSI007,73,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
704,2412,GSI007,0,Reprovado,0,0,2,0,2,0,0,0,0,0,2,2,0,2,2,2,0,2,2,2,0,0,0,0,0,0
709,2593,GSI007,72,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
710,2412,GSI007,60,Aprovado,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1
711,2384,GSI007,0,Reprovado,1,1,2,1,1,1,1,0,0,1,1,0,0,1,1,2,2,2,2,0,0,0,0,1,0,2
717,2384,GSI007,0,Reprovado,1,1,2,1,1,1,1,0,1,1,1,0,0,1,1,2,2,2,2,0,0,1,1,1,0,2
719,2284,GSI007,70,Aprovado,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1
722,2115,GSI007,61,Aprovado,1,1,2,1,1,1,1,0,0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,0,2
723,2284,GSI007,66,Aprovado,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1
725,2094,GSI007,67,Aprovado,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2
728,2115,GSI007,23,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2
730,2191,GSI007,92,Aprovado,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2
733,2191,GSI007,42,Reprovado,1,2,2,0,2,2,1,2,1,1,2,2,0,1,2,1,1,2,2,2,1,1,1,1,1,2
737,1904,GSI007,0,Reprovado,1,1,2,1,2,0,0,1,0,0,2,0,1,0,0,0,0,2,2,2,0,0,2,0,0,0
739,1965,GSI007,73,Aprovado,1,1,2,1,1,1,0,0,0,0,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2
743,1999,GSI007,26,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1
749,1904,GSI007,21,Reprovado,1,1,2,1,2,1,1,1,0,1,2,0,0,1,1,0,1,2,2,2,1,1,2,0,1,1
750,1922,GSI007,0,Reprovado,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,2
757,2889,GSI007,79,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
758,2889,GSI007,85,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
762,2662,GSI007,65,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
768,2593,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
771,2301,GSI007,60,Aprovado,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1
786,1904,GSI007,0,Reprovado,1,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0
793,1904,GSI007,3,Reprovado,1,0,2,0,2,0,1,1,0,0,2,0,1,0,0,0,0,2,2,2,0,0,2,0,0,0
798,1893,GSI007,65,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
801,2017,GSI007,66,Aprovado,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,0,1,1,1,0,1,2
816,1904,GSI007,72,Aprovado,1,1,2,1,2,1,1,1,0,0,2,1,1,1,0,0,1,2,2,2,1,0,2,0,1,1
820,2384,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,0,1,1,1,2
831,2191,GSI007,0,Reprovado,1,2,2,0,2,2,0,2,0,0,2,2,0,1,2,1,1,2,2,2,0,0,0,0,0,2
843,1999,GSI007,23,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,0,0
846,2115,GSI007,36,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2
847,2624,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
848,2017,GSI007,76,Aprovado,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,1,0,2,1,1,1,1,0,1,2
859,2662,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
861,2624,GSI007,77,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
866,1893,GSI007,79,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
879,1922,GSI007,0,Reprovado,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,2
885,2094,GSI007,11,Reprovado,2,1,2,0,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,0,0,1,0,0,1,2
889,2017,GSI007,60,Aprovado,1,2,2,2,2,0,1,1,0,2,2,1,2,2,1,0,1,0,2,1,1,1,1,1,1,2
891,1965,GSI007,6,Reprovado,1,1,2,1,1,0,0,1,1,1,1,2,0,1,0,0,0,1,2,2,0,1,1,1,1,2
895,2889,GSI007,97,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
899,2662,GSI007,82,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
905,2593,GSI007,0,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
906,2624,GSI007,2,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
907,2624,GSI007,10,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
911,2593,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
938,2016,GSI007,2,Reprovado,1,2,1,1,0,0,1,0,0,1,2,0,1,0,2,1,1,2,2,1,0,1,2,1,1,1
961,2115,GSI007,0,Reprovado,1,1,2,1,1,0,1,0,0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,2
991,2094,GSI007,60,Aprovado,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2
1048,2017,GSI007,91,Aprovado,1,2,2,2,2,1,0,1,0,2,2,0,2,2,1,0,1,1,2,0,1,1,1,1,1,2
1055,1965,GSI007,31,Reprovado,1,1,2,1,1,0,0,1,1,1,1,2,1,1,0,0,1,1,2,2,1,1,1,1,1,2
1115,2704,GSI007,93,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1117,2384,GSI007,0,Reprovado,1,1,2,1,1,1,1,0,0,1,1,0,0,1,1,2,2,2,2,0,0,0,0,1,0,2
1120,2284,GSI007,24,Reprovado,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,0,0
1125,2016,GSI007,98,Aprovado,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1
1143,2191,GSI007,0,Reprovado,1,2,2,1,2,2,1,2,0,0,2,2,0,1,2,1,1,2,2,2,0,0,0,0,0,2
1144,2017,GSI007,69,Aprovado,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,0,1,1,1,1,1,2
1146,1904,GSI007,1,Reprovado,1,1,2,1,2,1,1,1,1,0,2,1,1,1,0,1,0,2,2,2,0,0,2,0,0,0
1150,2593,GSI007,94,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1155,2191,GSI007,93,Aprovado,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2
1163,1893,GSI007,74,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1166,2593,GSI007,28,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1167,2412,GSI007,0,Reprovado,0,0,2,0,2,0,0,0,0,0,2,2,0,2,2,2,0,2,2,2,0,0,0,0,0,0
1178,2094,GSI007,90,Aprovado,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2
1179,1999,GSI007,60,Aprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1
1185,1904,GSI007,0,Reprovado,1,0,2,0,2,0,1,1,1,1,2,1,0,1,1,1,1,2,2,2,1,1,2,1,1,1
1190,2889,GSI007,65,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1194,1965,GSI007,27,Reprovado,1,1,2,1,1,1,1,0,0,0,1,2,0,1,0,1,0,0,2,2,1,1,1,1,1,2
1195,2889,GSI007,79,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1203,2889,GSI007,64,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1209,2593,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1210,2624,GSI007,92,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1216,2384,GSI007,56,Reprovado,1,1,2,1,1,1,1,1,0,1,1,0,0,1,1,2,2,2,2,0,0,0,0,1,1,2
1217,1999,GSI007,0,Reprovado,1,1,1,1,1,1,2,0,0,0,0,0,1,0,2,2,0,2,2,2,0,0,2,0,0,0
1224,1904,GSI007,0,Reprovado,1,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0
1225,1999,GSI007,13,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,0,2,2,2,1,1,2,1,1,1
1227,1999,GSI007,0,Reprovado,1,1,1,1,1,1,2,0,0,0,0,0,1,0,2,2,0,2,2,2,0,0,2,0,0,0
1229,2094,GSI007,88,Aprovado,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2
1230,1922,GSI007,26,Reprovado,1,1,2,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,2,2,1,1,1,1,1,2
1238,1922,GSI007,0,Reprovado,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2
1239,1904,GSI007,7,Reprovado,1,1,2,0,2,0,1,0,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1
1252,2513,GSI007,3,Reprovado,1,0,1,1,2,2,0,1,2,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
1254,2412,GSI007,0,Reprovado,0,0,2,0,2,0,0,0,0,0,2,2,0,2,2,2,0,2,2,2,0,0,0,0,0,0
1255,2662,GSI007,75,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1260,2513,GSI007,76,Aprovado,1,1,1,1,2,2,1,1,2,0,1,1,0,1,1,2,2,1,1,0,1,1,1,1,1,1
1262,2017,GSI007,67,Aprovado,1,2,2,2,2,1,1,1,0,2,2,1,2,2,1,0,1,0,2,0,1,1,1,1,1,2
1275,2191,GSI007,89,Aprovado,0,2,2,1,2,2,1,2,0,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2
1282,2016,GSI007,60,Aprovado,1,2,1,1,1,0,1,0,0,1,2,0,1,1,2,1,1,2,2,1,1,1,2,1,1,1
1284,2017,GSI007,82,Aprovado,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,0,1,2
1285,2017,GSI007,78,Aprovado,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2
1288,1922,GSI007,0,Reprovado,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,2
1293,1904,GSI007,0,Reprovado,1,1,2,0,2,0,1,1,1,1,2,1,0,1,1,1,1,2,2,2,1,1,2,1,1,1
1294,1904,GSI007,2,Reprovado,1,1,2,1,2,0,1,1,0,0,2,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0
1303,2191,GSI007,86,Aprovado,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2
1311,2284,GSI007,60,Aprovado,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,0,0
1317,2889,GSI007,78,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1319,2593,GSI007,69,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1321,2284,GSI007,63,Aprovado,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1
1322,1904,GSI007,60,Aprovado,1,1,2,1,2,1,1,1,0,1,2,1,1,1,1,0,1,2,2,2,1,0,2,1,1,1
1323,1904,GSI007,1,Reprovado,1,1,2,1,2,1,1,1,1,0,2,1,1,1,0,0,1,2,2,2,0,0,2,0,0,0
1325,2115,GSI007,80,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2
1326,1965,GSI007,88,Aprovado,1,1,2,1,1,0,1,1,0,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2
1329,2624,GSI007,68,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1331,2412,GSI007,100,Aprovado,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1
1333,1904,GSI007,69,Aprovado,1,1,2,1,2,1,1,1,1,0,2,1,1,1,1,0,1,2,2,2,1,1,2,1,1,1
1338,1904,GSI007,0,Reprovado,1,1,2,1,2,1,0,1,0,0,2,1,1,0,0,0,0,2,2,2,0,0,2,0,0,0
1341,2704,GSI007,76,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1342,2704,GSI007,66,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1343,2593,GSI007,33,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1344,2412,GSI007,60,Aprovado,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1
1345,2491,GSI007,60,Aprovado,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1
1347,2384,GSI007,12,Reprovado,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,0,1,0,2
1352,2513,GSI007,16,Reprovado,1,1,1,1,2,2,1,1,2,0,1,1,1,0,0,2,2,1,1,0,0,0,0,1,0,0
1354,2384,GSI007,42,Reprovado,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,2,2,2,2,0,1,0,1,1,1,2
1356,2491,GSI007,72,Aprovado,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1
1357,2284,GSI007,60,Aprovado,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1
1365,2889,GSI007,95,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1370,2491,GSI007,31,Reprovado,1,2,2,1,2,1,1,1,0,1,2,2,1,2,2,2,1,2,2,2,0,0,2,0,0,0
1371,1999,GSI007,60,Aprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1
1378,2017,GSI007,100,Aprovado,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,0,1,1,2,1,1,1,1,1,1,2
1391,1965,GSI007,60,Aprovado,1,1,2,1,1,1,0,1,1,0,1,2,1,1,1,0,1,0,2,2,0,1,1,1,1,2
1406,2384,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,2,2,2,2,1,1,1,0,1,1,2
1416,2412,GSI007,75,Aprovado,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1
1417,2412,GSI007,0,Reprovado,0,0,2,0,2,0,0,0,0,0,2,2,0,2,2,2,0,2,2,2,0,0,0,0,0,0
1420,1922,GSI007,0,Reprovado,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2
1426,2384,GSI007,18,Reprovado,1,1,2,1,1,1,1,0,1,1,1,0,0,1,1,2,2,2,2,1,0,0,0,1,1,2
1431,2016,GSI007,0,Reprovado,1,2,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,0,0,2,0,0,1
1432,1965,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,0,1,2,1,1,1,0,1,1,2,2,0,0,1,1,1,2
1437,2284,GSI007,62,Aprovado,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1
1443,2704,GSI007,67,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1444,2513,GSI007,100,Aprovado,1,1,1,1,2,2,0,0,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1
1447,1999,GSI007,60,Aprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1
1452,1904,GSI007,60,Aprovado,1,1,2,0,2,1,1,1,0,0,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1
1456,1999,GSI007,60,Aprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1
1463,2016,GSI007,82,Aprovado,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1
1467,2017,GSI007,60,Aprovado,1,2,2,2,2,1,1,1,1,2,2,0,2,2,0,1,1,1,2,1,1,1,1,1,0,2
1468,2624,GSI007,72,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1470,2016,GSI007,11,Reprovado,1,2,1,1,1,1,1,1,1,1,2,0,1,1,2,0,0,2,2,0,0,0,2,1,0,1
1471,2016,GSI007,74,Aprovado,1,2,1,1,1,0,1,1,1,1,2,0,0,0,2,1,1,2,2,1,1,1,2,1,1,1
1475,2191,GSI007,100,Aprovado,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2
1477,1904,GSI007,3,Reprovado,1,1,2,1,2,0,0,0,0,0,2,1,1,1,0,0,0,2,2,2,0,0,2,0,0,0
1479,1965,GSI007,17,Reprovado,1,1,2,1,1,1,1,0,0,1,1,2,1,1,0,0,0,1,2,2,0,0,0,0,1,2
1487,2593,GSI007,0,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1488,2491,GSI007,21,Reprovado,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1
1490,2412,GSI007,3,Reprovado,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1
1496,1904,GSI007,73,Aprovado,1,1,2,1,2,0,1,1,1,0,2,1,1,1,1,1,1,2,2,2,1,0,2,1,1,1
1497,1893,GSI007,74,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1500,1922,GSI007,46,Reprovado,1,1,2,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,2,2,1,0,0,1,1,2
1507,2191,GSI007,95,Aprovado,1,2,2,0,2,2,1,2,0,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2
1508,1922,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,1,1,2
1514,1904,GSI007,66,Aprovado,1,1,2,1,2,1,1,0,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,0,1,1
1521,2593,GSI007,0,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1525,2384,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,2,2,2,2,1,0,1,1,1,1,2
1528,2491,GSI007,60,Aprovado,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1
1530,2284,GSI007,19,Reprovado,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,0,0
1540,2016,GSI007,0,Reprovado,1,2,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,0,0,2,0,0,1
1548,1965,GSI007,74,Aprovado,1,1,2,1,1,1,1,0,1,1,1,2,1,0,0,1,1,1,2,2,1,1,1,1,1,2
1549,1904,GSI007,0,Reprovado,1,1,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0
1562,1893,GSI007,69,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1565,2593,GSI007,60,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1573,2094,GSI007,3,Reprovado,2,1,2,0,1,0,1,0,0,0,2,2,1,0,0,0,2,2,2,0,0,0,0,0,0,2
1574,1999,GSI007,14,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,0,2,2,2,0,0,2,1,0,0
1575,2301,GSI007,0,Reprovado,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1
1580,2662,GSI007,70,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1585,2094,GSI007,60,Aprovado,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2
1588,2191,GSI007,67,Aprovado,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2
1591,2593,GSI007,88,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1615,2889,GSI007,90,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1621,2513,GSI007,10,Reprovado,1,1,1,1,2,2,1,0,2,0,1,0,1,1,1,2,2,1,1,0,0,0,0,0,0,0
1622,1999,GSI007,0,Reprovado,1,1,1,1,1,1,2,0,0,0,0,0,1,0,2,2,0,2,2,2,0,0,2,0,0,0
1624,2191,GSI007,50,Reprovado,0,2,2,0,2,2,0,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2
1625,1965,GSI007,0,Reprovado,1,1,2,1,1,1,0,0,0,1,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,2
1628,2115,GSI007,98,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2
1630,2017,GSI007,95,Aprovado,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,0,1,2
1643,2889,GSI007,95,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2
1656,2491,GSI007,60,Aprovado,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1
1660,2513,GSI007,100,Aprovado,0,1,1,1,2,2,1,1,2,1,0,1,1,1,1,2,2,1,1,0,1,1,1,1,1,1
1661,2513,GSI007,13,Reprovado,0,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,0,0,0,1,1,1,1
1666,2412,GSI007,74,Aprovado,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1
1669,1965,GSI007,25,Reprovado,1,1,2,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0,2,2,0,0,0,0,1,2
1674,2191,GSI007,0,Reprovado,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2
1679,2115,GSI007,6,Reprovado,1,1,2,1,1,1,1,0,0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,0,2
1684,2094,GSI007,78,Aprovado,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2
1686,2094,GSI007,73,Aprovado,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2
1687,2094,GSI007,89,Aprovado,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2
1690,1922,GSI007,60,Aprovado,1,1,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2
1697,2016,GSI007,60,Aprovado,1,2,1,1,1,1,1,0,1,1,2,0,1,1,2,1,1,2,2,1,1,1,2,1,1,1
1736,1893,GSI007,48,Reprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
1839,1893,GSI007,74,Aprovado,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1
