IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,16,17,20,23,24,25
762,2667,GSI016,0,Reprovado,0,2,1,2,1,2,2,2,2,1,2,0,1,0,1,0,0
768,1736,GSI016,2,Reprovado,0,2,0,2,0,2,2,0,2,2,2,1,0,0,0,0,1
770,1775,GSI016,68,Aprovado,0,0,0,0,0,1,2,1,1,2,1,1,2,2,2,1,1
775,1982,GSI016,7,Reprovado,1,2,0,1,0,2,2,2,2,2,2,0,2,2,1,1,2
782,1770,GSI016,69,Aprovado,1,0,0,0,1,1,1,1,0,2,1,2,2,2,2,1,1
801,1770,GSI016,77,Aprovado,1,1,1,1,1,1,0,1,1,2,1,2,2,2,2,1,1
805,2398,GSI016,0,Reprovado,1,2,0,2,0,2,2,0,2,0,2,0,0,0,0,0,2
806,2195,GSI016,29,Reprovado,1,1,0,1,0,0,0,0,0,2,0,0,2,2,0,1,0
813,1659,GSI016,0,Reprovado,1,2,1,2,0,2,2,2,0,0,0,0,2,2,0,1,0
820,2195,GSI016,78,Aprovado,1,1,1,1,0,1,0,0,0,2,1,1,2,2,1,1,1
843,1775,GSI016,38,Reprovado,1,0,1,0,1,1,2,1,0,2,1,1,2,2,2,1,1
845,1982,GSI016,13,Reprovado,1,2,0,1,0,2,2,2,2,2,2,0,2,2,1,1,2
847,2667,GSI016,65,Aprovado,1,2,1,2,1,2,2,2,2,1,2,0,1,1,1,1,1
853,1726,GSI016,1,Reprovado,0,2,0,2,1,2,2,2,0,0,2,0,2,0,0,1,1
858,1627,GSI016,60,Aprovado,0,2,1,2,0,2,2,2,0,0,1,1,2,2,1,1,0
861,2634,GSI016,76,Aprovado,1,2,0,2,0,2,2,0,2,1,2,1,1,2,1,1,1
866,2845,GSI016,60,Aprovado,1,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1
879,1933,GSI016,0,Reprovado,1,2,0,2,0,2,2,2,2,2,2,0,2,2,0,1,1
885,1659,GSI016,33,Reprovado,1,2,1,2,1,2,2,2,1,0,1,0,2,2,0,1,1
889,1726,GSI016,0,Reprovado,0,2,1,2,1,2,2,2,1,1,2,0,2,0,0,1,1
891,1933,GSI016,60,Aprovado,1,2,1,2,1,2,2,2,2,2,2,0,2,2,1,1,1
895,2891,GSI016,86,Aprovado,1,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1
899,2667,GSI016,94,Aprovado,1,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1
906,2634,GSI016,2,Reprovado,0,2,0,2,0,2,2,0,2,0,2,0,0,2,0,0,1
911,1736,GSI016,24,Reprovado,0,2,1,2,1,2,2,1,2,2,2,1,0,1,1,1,1
938,1627,GSI016,6,Reprovado,0,2,0,2,1,2,2,2,0,1,1,1,2,2,1,1,0
951,2634,GSI016,79,Aprovado,1,2,1,2,1,2,2,1,2,1,2,0,1,2,1,1,1
1011,1659,GSI016,60,Aprovado,1,2,1,2,1,2,2,2,1,0,0,1,2,2,1,1,0
1019,1775,GSI016,0,Reprovado,1,1,1,1,0,0,2,0,1,2,1,1,2,2,2,1,1
1048,1952,GSI016,60,Aprovado,0,2,0,2,1,2,2,2,1,0,1,1,2,2,0,1,1
1055,1952,GSI016,60,Aprovado,0,2,1,2,1,2,2,2,0,1,1,0,2,2,0,1,1
1118,2287,GSI016,60,Aprovado,0,2,0,2,1,2,2,1,1,2,2,0,1,1,0,1,1
1125,1952,GSI016,64,Aprovado,0,2,1,2,1,2,2,2,1,0,1,1,2,2,1,1,1
1144,1659,GSI016,60,Aprovado,1,2,1,2,1,2,2,2,1,0,0,1,2,2,1,1,1
1150,2427,GSI016,82,Aprovado,0,2,1,2,1,2,2,1,2,0,2,1,1,1,1,1,2
1155,2068,GSI016,93,Aprovado,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,2
1163,2833,GSI016,64,Aprovado,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2
