id,class,v1,v2
9,Aprovado,-1.387818922828452,-1.289886313587503
14,Reprovado,-0.7649948268533574,1.1432225645819647
18,Aprovado,-0.7421250651068734,0.6156132390146856
19,Aprovado,-1.9460349541809732,-0.8091349196636172
20,Aprovado,-1.8164477253936444,-0.634150061442899
25,Aprovado,-1.8000537249642614,-0.07836738329680928
30,Reprovado,7.195615682020001,-1.5888633275295925
31,Reprovado,4.507134893429613,-2.0209740940631513
32,Reprovado,4.507134893429613,-2.0209740940631513
35,Aprovado,-1.387818922828452,-1.289886313587503
36,Aprovado,-1.387818922828452,-1.289886313587503
38,Reprovado,-1.2920933192106743,2.7986662828918765
43,Reprovado,-1.6299980517062633,-0.2500122774198127
51,Aprovado,-1.387818922828452,-1.289886313587503
52,Aprovado,-0.9563772759479161,-1.5250536654485882
54,Reprovado,-1.7096212807421212,2.221424934135813
55,Aprovado,-2.3184941363903615,0.2257212978941337
58,Reprovado,-1.4271457509577399,2.145155070427938
63,Aprovado,-1.2693718626620194,-0.5558486190736556
64,Aprovado,-1.5019571838272996,-0.4972592828402551
65,Aprovado,-1.5143596952012375,-0.18888582614280627
67,Reprovado,-1.5868642460486237,0.15881361698260693
70,Aprovado,-2.04231299277584,0.6845862369748165
72,Reprovado,0.24008956338433238,2.389828675127446
79,Aprovado,4.392996632430765,-1.2283470633159035
80,Aprovado,-2.008564602088255,-0.9221904775532201
82,Aprovado,-1.9460349541809732,-0.8091349196636172
84,Aprovado,4.392996632430765,-1.2283470633159035
88,Aprovado,-0.9563772759479161,-1.5250536654485882
91,Aprovado,-0.9563772759479161,-1.5250536654485882
94,Reprovado,-1.8665748619269888,-1.0555790760299506
96,Aprovado,-1.761865371706265,-0.9854161324820059
99,Aprovado,-0.7421250651068734,0.6156132390146856
102,Aprovado,-0.7421250651068734,0.6156132390146856
103,Aprovado,-0.6125378363195446,0.7905980972354039
108,Aprovado,4.507134893429613,-2.0209740940631513
109,Aprovado,-1.761865371706265,-0.9854161324820059
111,Aprovado,-1.387818922828452,-1.289886313587503
115,Reprovado,-0.2964319121988448,1.9105030500844795
117,Reprovado,-2.171626944470549,-0.7379424632455844
118,Reprovado,-1.3456270722712278,4.866315095930032
119,Aprovado,-1.387818922828452,-1.289886313587503
121,Aprovado,-0.5590303114049644,1.4824313048321427
123,Aprovado,-1.387818922828452,-1.289886313587503
127,Aprovado,-1.387818922828452,-1.289886313587503
129,Aprovado,-1.8000537249642614,-0.07836738329680928
130,Reprovado,-2.2026004445292218,1.646883837566189
131,Aprovado,-2.139783976252685,0.7854521038684711
132,Aprovado,-1.8000537249642614,-0.07836738329680928
133,Reprovado,-2.4019457176997916,-0.39199068058307135
134,Aprovado,-1.387818922828452,-1.289886313587503
135,Aprovado,-0.9563772759479161,-1.5250536654485882
138,Aprovado,4.507134893429613,-2.0209740940631513
143,Aprovado,-0.9563772759479161,-1.5250536654485882
145,Aprovado,-1.955057077173675,-0.2303572699564812
146,Reprovado,-1.0684485998383622,1.2077423363159496
149,Aprovado,-1.4823625072040572,0.32643125539552276
154,Reprovado,9.860965617515216,3.019135609610427
155,Aprovado,-2.171626944470549,-0.7379424632455844
160,Aprovado,-1.761865371706265,-0.9854161324820059
161,Reprovado,11.283195900867009,4.370962010724214
164,Aprovado,-1.387818922828452,-1.289886313587503
168,Reprovado,-1.3738387873170503,4.8061009480920305
171,Aprovado,-1.387818922828452,-1.289886313587503
175,Aprovado,-1.517341267265637,0.284472295056842
177,Reprovado,5.131403389017729,-2.137254281354345
181,Aprovado,-1.387818922828452,-1.289886313587503
182,Reprovado,-1.172272408709524,4.565165878086727
184,Reprovado,1.3412462053305467,4.327207414962147
185,Reprovado,6.3009007608979095,-1.039044448940307
186,Aprovado,-1.955057077173675,-0.2303572699564812
207,Aprovado,-1.387818922828452,-1.289886313587503
208,Aprovado,-0.9563772759479161,-1.5250536654485882
210,Aprovado,-0.9563772759479161,-1.5250536654485882
211,Aprovado,-0.9563772759479161,-1.5250536654485882
212,Reprovado,-1.387818922828452,-1.289886313587503
215,Aprovado,-1.387818922828452,-1.289886313587503
216,Aprovado,-1.387818922828452,-1.289886313587503
217,Aprovado,-1.387818922828452,-1.289886313587503
218,Aprovado,-0.9563772759479161,-1.5250536654485882
219,Aprovado,-0.9563772759479161,-1.5250536654485882
220,Aprovado,-1.387818922828452,-1.289886313587503
225,Aprovado,-1.387818922828452,-1.289886313587503
228,Aprovado,-1.387818922828452,-1.289886313587503
229,Aprovado,-1.387818922828452,-1.289886313587503
230,Reprovado,-0.9563772759479161,-1.5250536654485882
234,Reprovado,-0.9563772759479161,-1.5250536654485882
235,Aprovado,-0.9563772759479161,-1.5250536654485882
237,Reprovado,-0.9563772759479161,-1.5250536654485882
241,Aprovado,-1.387818922828452,-1.289886313587503
242,Aprovado,-1.387818922828452,-1.289886313587503
243,Aprovado,-1.387818922828452,-1.289886313587503
244,Reprovado,-0.9563772759479161,-1.5250536654485882
247,Aprovado,-0.9563772759479161,-1.5250536654485882
248,Aprovado,-0.9563772759479161,-1.5250536654485882
249,Reprovado,-0.9563772759479161,-1.5250536654485882
251,Reprovado,-2.03594481547361,2.813554031437077
252,Aprovado,-1.8254698483863463,-0.05537241173576287
253,Aprovado,-1.7759346663286912,1.146758546537701
254,Aprovado,-1.43702613971201,-0.3433655562997452
255,Reprovado,-1.7453986554581524,0.29193537373175493
256,Aprovado,-1.43702613971201,-0.3433655562997452
257,Reprovado,-1.976721633870391,0.6012040895608358
261,Reprovado,-1.238585794296094,3.490499490488615
262,Reprovado,-1.6493938939559059,0.04575805909300396
271,Reprovado,-1.8819925664863715,3.9589378897379053
272,Aprovado,-2.029008141289189,1.2628696800780093
274,Aprovado,-0.49542583472488283,0.5523875840858999
275,Reprovado,0.4563749174351806,5.628084101434028
276,Aprovado,-1.761865371706265,-0.9854161324820059
277,Aprovado,-1.6633224964823488,-0.446295241309966
280,Reprovado,-2.0762499312509566,5.06283777341537
284,Aprovado,-0.7421250651068734,0.6156132390146856
285,Aprovado,-0.7421250651068734,0.6156132390146856
287,Aprovado,-0.4424131414155567,1.1797355137176717
288,Aprovado,0.0134976221032613,0.7625912746371258
295,Reprovado,0.25025520110330085,5.286365423632682
302,Reprovado,-1.5730973777703712,0.8457254409974635
305,Aprovado,0.0134976221032613,0.7625912746371258
310,Aprovado,-1.8000537249642614,-0.07836738329680928
312,Reprovado,-2.358962388949581,4.699998095061718
313,Aprovado,-2.139783976252685,0.7854521038684711
314,Reprovado,-1.5714152782601425,1.126425505950573
315,Aprovado,-1.5151661413242745,-1.0486417874107914
316,Aprovado,-1.5019571838272996,-0.4972592828402551
318,Reprovado,-1.5868642460486237,0.15881361698260693
319,Aprovado,-1.387818922828452,-1.289886313587503
321,Aprovado,-1.9460349541809732,-0.8091349196636172
324,Aprovado,0.36910356512864306,0.32478292662847663
325,Aprovado,-1.761865371706265,-0.9854161324820059
326,Aprovado,-1.761865371706265,-0.9854161324820059
327,Aprovado,-2.2857652054693967,0.05468456750166346
328,Aprovado,-2.0256457152538365,-0.00717492687877649
331,Reprovado,6.666496437223806,1.3194352843625246
332,Aprovado,-2.0256457152538365,-0.00717492687877649
333,Aprovado,-2.171626944470549,-0.7379424632455844
336,Reprovado,4.4593100180173355,-0.15368067571779132
338,Reprovado,4.392996632430765,-1.2283470633159035
339,Reprovado,6.571347186431884,-1.472583140238399
341,Reprovado,4.392996632430765,-1.2283470633159035
349,Aprovado,4.097262654518259,-1.2013697535877135
351,Reprovado,7.204782578615244,-0.6960528822177908
352,Reprovado,4.4593100180173355,-0.15368067571779132
361,Reprovado,-2.008564602088255,-0.9221904775532201
362,Reprovado,6.36721414648448,0.03562193865780528
373,Aprovado,-2.008564602088255,-0.9221904775532201
374,Aprovado,-0.9563772759479161,-1.5250536654485882
376,Aprovado,-2.008564602088255,-0.9221904775532201
377,Reprovado,-2.452072854233136,-0.8134196951701231
378,Reprovado,-0.9793066755216628,6.3257014523517805
380,Aprovado,-2.008564602088255,-0.9221904775532201
384,Aprovado,-0.6125378363195446,0.7905980972354039
387,Reprovado,-0.5712322615050114,-0.17830790853776204
390,Aprovado,-1.9460349541809732,-0.8091349196636172
392,Aprovado,-1.6633224964823488,-0.446295241309966
393,Aprovado,-2.184029455844487,-0.4295690065481355
395,Reprovado,4.392996632430765,-1.2283470633159035
396,Aprovado,4.392996632430765,-1.2283470633159035
398,Reprovado,0.8937122965525527,3.771600591540566
399,Aprovado,4.471309103396071,-1.5058399346932105
400,Aprovado,4.507134893429613,-2.0209740940631513
404,Aprovado,4.507134893429613,-2.0209740940631513
406,Aprovado,-1.387818922828452,-1.289886313587503
410,Reprovado,-1.7759346663286912,1.146758546537701
412,Aprovado,-1.761865371706265,-0.9854161324820059
419,Aprovado,-1.9961620907143176,-1.230563934250669
420,Aprovado,4.392996632430765,-1.2283470633159035
421,Aprovado,-2.45896351128959,0.8346684849358607
425,Aprovado,4.507134893429613,-2.0209740940631513
427,Reprovado,5.158541911886405,-2.0257783975121413
429,Reprovado,5.031507318046239,-0.8431585145439595
433,Aprovado,-2.008564602088255,-0.9221904775532201
434,Aprovado,-1.1980358286256911,1.0327574780952316
435,Reprovado,-0.3245330311230209,-0.24153356346654767
437,Aprovado,-1.9460349541809732,-0.8091349196636172
440,Aprovado,4.507134893429613,-2.0209740940631513
441,Reprovado,4.516301790024857,-1.1281636487513498
442,Aprovado,3.8840731756026217,-1.4385507538671292
450,Aprovado,-0.9563772759479161,-1.5250536654485882
452,Reprovado,-0.8945820556406863,0.9682377063612463
455,Aprovado,-0.5712322615050114,-0.17830790853776204
462,Aprovado,-0.9563772759479161,-1.5250536654485882
464,Aprovado,-0.9563772759479161,-1.5250536654485882
468,Aprovado,-0.9563772759479161,-1.5250536654485882
469,Aprovado,-0.9563772759479161,-1.5250536654485882
473,Aprovado,-0.9563772759479161,-1.5250536654485882
474,Aprovado,-0.4832238846248358,2.213126797455805
476,Aprovado,-0.9563772759479161,-1.5250536654485882
481,Aprovado,-0.4424131414155567,1.1797355137176717
484,Aprovado,-1.6872356387692184,1.6383524717447113
486,Reprovado,-1.8015378357900458,5.283459335010578
494,Reprovado,1.2615979562480226,7.207011839372614
496,Aprovado,4.392996632430765,-1.2283470633159035
497,Reprovado,3.8840731756026217,-1.4385507538671292
499,Reprovado,-0.9563772759479161,-1.5250536654485882
502,Aprovado,-2.452072854233136,-0.8134196951701231
506,Aprovado,-0.9563772759479161,-1.5250536654485882
507,Reprovado,-1.9218065544747625,2.0209270006898294
511,Aprovado,-2.2857652054693967,0.05468456750166346
513,Reprovado,-0.7595066856499259,0.5950515772825337
519,Aprovado,-1.5019571838272996,-0.4972592828402551
522,Reprovado,-1.387818922828452,-1.289886313587503
523,Aprovado,-2.008564602088255,-0.9221904775532201
528,Aprovado,-0.8267720179061299,0.6305769718163894
530,Reprovado,-1.629304402323122,-0.25601475666354345
532,Aprovado,-1.8625833728715435,-0.19142294118641232
538,Reprovado,5.017265128018881,-1.344627250607097
541,Reprovado,-1.7600625518688169,0.9387975344168039
544,Aprovado,-2.008564602088255,-0.9221904775532201
545,Reprovado,7.003995611073544,-1.2416073391946558
549,Aprovado,-0.9563772759479161,-1.5250536654485882
554,Aprovado,-0.4424131414155567,1.1797355137176717
555,Aprovado,-0.4424131414155567,1.1797355137176717
557,Aprovado,-0.49542583472488283,0.5523875840858999
562,Aprovado,-1.761865371706265,-0.9854161324820059
563,Aprovado,-1.8000537249642614,-0.07836738329680928
569,Aprovado,-2.171626944470549,-0.7379424632455844
573,Reprovado,6.3009007608979095,-1.039044448940307
577,Aprovado,-2.008564602088255,-0.9221904775532201
578,Reprovado,-1.6892212333094823,1.962337664456429
580,Reprovado,1.0690645753391497,4.421655033496419
581,Aprovado,-1.9559012141472312,1.5836581826374034
584,Aprovado,-0.9563772759479161,-1.5250536654485882
585,Reprovado,6.571347186431884,-1.472583140238399
591,Reprovado,2.341456971293344,4.986358262312127
592,Aprovado,-1.387818922828452,-1.289886313587503
596,Reprovado,3.8840731756026217,-1.4385507538671292
599,Aprovado,-0.9563772759479161,-1.5250536654485882
600,Reprovado,-0.9563772759479161,-1.5250536654485882
604,Reprovado,-2.3184941363903615,0.2257212978941337
611,Reprovado,5.017265128018881,-1.344627250607097
612,Aprovado,-1.761865371706265,-0.9854161324820059
616,Reprovado,7.379771280977766,0.11634030632425196
617,Reprovado,4.507134893429613,-2.0209740940631513
619,Reprovado,6.3009007608979095,-1.039044448940307
621,Aprovado,-1.761865371706265,-0.9854161324820059
623,Aprovado,7.195615682020001,-1.5888633275295925
626,Aprovado,-2.1564512537746876,1.4772132677220642
627,Reprovado,-1.9460349541809732,-0.8091349196636172
628,Aprovado,-2.04231299277584,0.6845862369748165
633,Aprovado,-0.8552591209227245,1.444923336595366
634,Aprovado,-0.9563772759479161,-1.5250536654485882
639,Aprovado,4.507134893429613,-2.0209740940631513
640,Aprovado,4.392996632430765,-1.2283470633159035
643,Reprovado,-0.9563772759479161,-1.5250536654485882
650,Reprovado,-0.9563772759479161,-1.5250536654485882
652,Reprovado,-0.9563772759479161,-1.5250536654485882
653,Aprovado,4.890751664897872,-0.3888480275788766
655,Aprovado,-1.9961620907143176,-1.230563934250669
657,Aprovado,-0.9563772759479161,-1.5250536654485882
658,Aprovado,-1.4622101695931027,1.615028923752443
659,Aprovado,-0.5712322615050114,-0.17830790853776204
660,Reprovado,0.8937122965525527,3.771600591540566
662,Reprovado,-0.8764114572657589,5.027454299952679
668,Reprovado,9.417483970454953,2.1810277590418568
669,Aprovado,-1.5730973777703712,0.8457254409974635
675,Aprovado,4.392996632430765,-1.2283470633159035
676,Aprovado,-0.9563772759479161,-1.5250536654485882
677,Reprovado,4.606186111346402,-0.9911660630364875
686,Aprovado,-0.9563772759479161,-1.5250536654485882
687,Aprovado,-0.9563772759479161,-1.5250536654485882
688,Aprovado,-0.9563772759479161,-1.5250536654485882
694,Aprovado,-1.387818922828452,-1.289886313587503
695,Aprovado,-0.9563772759479161,-1.5250536654485882
696,Reprovado,-0.9563772759479161,-1.5250536654485882
697,Aprovado,-1.387818922828452,-1.289886313587503
698,Aprovado,-0.9563772759479161,-1.5250536654485882
700,Aprovado,-0.9563772759479161,-1.5250536654485882
701,Reprovado,-0.47542806127665543,1.5446274468908407
702,Aprovado,-1.761865371706265,-0.9854161324820059
703,Reprovado,-2.0844909318708438,3.109646294758977
705,Reprovado,-1.532209176542515,0.529116374011171
706,Reprovado,-0.9563772759479161,-1.5250536654485882
709,Aprovado,-0.9563772759479161,-1.5250536654485882
710,Aprovado,-2.122702863087103,-0.12956344680597223
711,Reprovado,-0.3245330311230209,-0.24153356346654767
712,Aprovado,-1.8789773733009265,-0.7472056193325017
717,Reprovado,-0.5461413122128937,1.553067819942593
719,Aprovado,-1.9559012141472312,1.5836581826374034
722,Reprovado,-0.6125378363195446,0.7905980972354039
723,Aprovado,-0.7421250651068734,0.6156132390146856
728,Reprovado,-0.5712322615050114,-0.17830790853776204
730,Aprovado,-0.49542583472488283,0.5523875840858999
733,Aprovado,-0.49542583472488283,0.5523875840858999
735,Aprovado,-1.5143596952012375,-0.18888582614280627
737,Aprovado,-1.8000537249642614,-0.07836738329680928
739,Aprovado,4.392996632430765,-1.2283470633159035
742,Aprovado,-0.9553414982338276,0.7653317308414656
743,Aprovado,-2.171626944470549,-0.7379424632455844
748,Aprovado,4.507134893429613,-2.0209740940631513
749,Aprovado,4.507134893429613,-2.0209740940631513
750,Reprovado,7.8341263676354735,-1.2036747787576487
751,Reprovado,8.60652250511917,-0.8935681634803456
752,Reprovado,4.392996632430765,-1.2283470633159035
757,Aprovado,-0.9563772759479161,-1.5250536654485882
758,Aprovado,-0.9563772759479161,-1.5250536654485882
762,Aprovado,-0.9563772759479161,-1.5250536654485882
768,Reprovado,-0.9563772759479161,-1.5250536654485882
769,Reprovado,-1.8713014529552061,3.346827295038393
771,Aprovado,-0.7421250651068734,0.6156132390146856
773,Reprovado,5.017265128018881,-1.344627250607097
775,Reprovado,0.09410833416762054,1.6590611387606384
777,Aprovado,4.507134893429613,-2.0209740940631513
782,Aprovado,-0.4424131414155567,1.1797355137176717
786,Aprovado,-2.171626944470549,-0.7379424632455844
787,Reprovado,11.283195900867009,4.370962010724214
793,Aprovado,5.017265128018881,-1.344627250607097
797,Reprovado,-1.65973107212302,2.2037444066613388
798,Aprovado,-0.9563772759479161,-1.5250536654485882
799,Reprovado,-0.62598505036443,1.1761314287932545
801,Aprovado,-0.7421250651068734,0.6156132390146856
804,Reprovado,-0.27092926982155385,4.018560721420725
813,Reprovado,-2.358962388949581,4.699998095061718
816,Aprovado,5.131403389017729,-2.137254281354345
820,Aprovado,-2.008564602088255,-0.9221904775532201
827,Reprovado,4.392996632430765,-1.2283470633159035
830,Reprovado,5.868965292549992,-0.7222577015557368
831,Aprovado,-0.6125378363195446,0.7905980972354039
834,Reprovado,-0.9563772759479161,-1.5250536654485882
837,Reprovado,-2.0762499312509566,5.06283777341537
843,Aprovado,-1.761865371706265,-0.9854161324820059
846,Aprovado,0.0134976221032613,0.7625912746371258
847,Aprovado,-1.387818922828452,-1.289886313587503
848,Aprovado,-1.5730973777703712,0.8457254409974635
855,Aprovado,4.392996632430765,-1.2283470633159035
856,Reprovado,-2.008564602088255,-0.9221904775532201
859,Aprovado,-0.9563772759479161,-1.5250536654485882
860,Reprovado,-1.2038203086042025,1.786600167580793
861,Aprovado,-1.387818922828452,-1.289886313587503
866,Aprovado,-0.9563772759479161,-1.5250536654485882
867,Reprovado,-1.505706107317052,4.070697093029838
868,Reprovado,-1.8789773733009265,-0.7472056193325017
879,Reprovado,-2.04231299277584,0.6845862369748165
883,Reprovado,10.485234113103333,2.9028554223192335
889,Aprovado,-1.387818922828452,-1.289886313587503
891,Aprovado,-1.9460349541809732,-0.8091349196636172
892,Aprovado,5.031507318046239,-0.8431585145439595
895,Aprovado,-0.9563772759479161,-1.5250536654485882
899,Aprovado,-1.387818922828452,-1.289886313587503
905,Reprovado,-0.9563772759479161,-1.5250536654485882
906,Aprovado,-0.9563772759479161,-1.5250536654485882
907,Reprovado,-1.2184846798069262,0.9973867512259135
911,Reprovado,-0.9563772759479161,-1.5250536654485882
938,Aprovado,-2.008564602088255,-0.9221904775532201
939,Aprovado,-0.7421250651068734,0.6156132390146856
941,Reprovado,-1.465895790955945,1.6037827616092835
961,Reprovado,-0.8764114572657589,5.027454299952679
986,Reprovado,0.6889602386004606,5.569494765200627
991,Aprovado,-0.5298194144685799,0.4264852212118549
1002,Reprovado,-0.8764114572657589,5.027454299952679
1048,Aprovado,-1.5486758927906272,-0.7482351322025895
1055,Reprovado,4.392996632430765,-1.2283470633159035
1077,Reprovado,4.392996632430765,-1.2283470633159035
1079,Reprovado,4.4593100180173355,-0.15368067571779132
1081,Reprovado,0.9081399547420413,2.5254954894211594
1085,Reprovado,11.283195900867009,4.370962010724214
1113,Reprovado,3.8840731756026217,-1.4385507538671292
1115,Aprovado,-1.387818922828452,-1.289886313587503
1117,Reprovado,-2.008564602088255,-0.9221904775532201
1118,Aprovado,-1.9559012141472312,1.5836581826374034
1119,Reprovado,-1.65973107212302,2.2037444066613388
1120,Aprovado,-2.2026004445292218,1.646883837566189
1124,Reprovado,-1.40022143420239,-0.9815128568900543
1125,Aprovado,-1.9460349541809732,-0.8091349196636172
1130,Aprovado,5.017265128018881,-1.344627250607097
1138,Reprovado,-0.47678147021178,3.90371955320612
1143,Reprovado,-0.5712322615050114,-0.17830790853776204
1144,Aprovado,-0.27364679871418185,1.6280079523121975
1146,Aprovado,0.24001432491894503,3.344009845179517
1150,Aprovado,-0.9563772759479161,-1.5250536654485882
1151,Reprovado,-0.7421250651068734,0.6156132390146856
1155,Aprovado,-0.49542583472488283,0.5523875840858999
1160,Reprovado,0.6889602386004606,5.569494765200627
1163,Aprovado,-0.9563772759479161,-1.5250536654485882
1166,Reprovado,-0.9563772759479161,-1.5250536654485882
1167,Reprovado,-1.387818922828452,-1.289886313587503
1168,Aprovado,-1.6463920521356463,-0.8057949555659022
1178,Aprovado,-1.387818922828452,-1.289886313587503
1179,Aprovado,-1.888914486771924,-0.37510278489193327
