id,class,v1,v2
9,Aprovado,-94.75028228759766,-121.97882080078125
18,Aprovado,204.11199951171875,17.61716651916504
19,Aprovado,-132.0597381591797,42.71142578125
20,Reprovado,107.12836456298828,-60.09352493286133
25,Aprovado,-139.5240478515625,22.06120491027832
35,Aprovado,-204.50225830078125,23.86451530456543
37,Aprovado,-139.5240478515625,22.06120491027832
43,Aprovado,90.6596450805664,60.88311767578125
51,Reprovado,-5.0303826332092285,-33.40346908569336
52,Aprovado,-94.75028228759766,-121.97882080078125
64,Aprovado,-139.5240478515625,22.06120491027832
66,Reprovado,-29.607254028320312,104.0783462524414
70,Reprovado,-65.26336669921875,-19.931396484375
79,Aprovado,-38.05860900878906,57.38197708129883
80,Aprovado,176.290283203125,-27.1058292388916
82,Aprovado,-139.5240478515625,22.06120491027832
84,Aprovado,71.72386932373047,133.6136016845703
88,Aprovado,18.70612335205078,-172.74432373046875
91,Aprovado,-94.75028228759766,-121.97882080078125
92,Reprovado,17.48406219482422,-26.604501724243164
94,Reprovado,-1.9183188676834106,97.62548828125
96,Aprovado,51.299068450927734,-77.0204086303711
99,Aprovado,107.0710220336914,46.993743896484375
102,Aprovado,172.23387145996094,6.652715682983398
103,Aprovado,103.63201904296875,63.333675384521484
107,Aprovado,64.53157043457031,98.343505859375
108,Aprovado,-139.5240478515625,22.06120491027832
109,Reprovado,-139.5240478515625,22.06120491027832
111,Aprovado,-94.75028228759766,-121.97882080078125
119,Aprovado,-100.9158935546875,125.27250671386719
120,Aprovado,-94.75028228759766,-121.97882080078125
122,Reprovado,76.86311340332031,113.1743392944336
123,Aprovado,-139.5240478515625,22.06120491027832
127,Reprovado,114.04843139648438,-22.620248794555664
129,Reprovado,-139.5240478515625,22.06120491027832
131,Aprovado,-15.707365989685059,87.33472442626953
132,Reprovado,-33.110435485839844,-75.85867309570312
135,Aprovado,18.70612335205078,-172.74432373046875
141,Aprovado,-94.75028228759766,-121.97882080078125
143,Reprovado,18.70612335205078,-172.74432373046875
145,Aprovado,38.778629302978516,-19.0683536529541
149,Aprovado,186.86773681640625,18.916522979736328
160,Reprovado,163.39382934570312,-26.774662017822266
164,Aprovado,-100.9158935546875,125.27250671386719
171,Aprovado,-94.75028228759766,-121.97882080078125
175,Aprovado,-95.53102111816406,43.312889099121094
181,Aprovado,-94.75028228759766,-121.97882080078125
186,Aprovado,13.64229679107666,-88.93034362792969
207,Aprovado,-94.75028228759766,-121.97882080078125
210,Aprovado,18.70612335205078,-172.74432373046875
211,Aprovado,-94.75028228759766,-121.97882080078125
215,Aprovado,-94.75028228759766,-121.97882080078125
216,Aprovado,18.70612335205078,-172.74432373046875
218,Aprovado,-94.75028228759766,-121.97882080078125
219,Aprovado,-94.75028228759766,-121.97882080078125
220,Aprovado,-94.75028228759766,-121.97882080078125
225,Aprovado,-94.75028228759766,-121.97882080078125
228,Aprovado,-94.75028228759766,-121.97882080078125
229,Aprovado,-94.75028228759766,-121.97882080078125
235,Reprovado,107.18875885009766,-123.90770721435547
237,Aprovado,51.96453857421875,7.839700222015381
241,Aprovado,-112.91238403320312,133.6659393310547
242,Aprovado,-112.91238403320312,133.6659393310547
243,Aprovado,-100.04625701904297,138.31666564941406
244,Reprovado,43.06634521484375,-34.90103530883789
247,Aprovado,14.4479341506958,1.8348156213760376
248,Aprovado,-16.198768615722656,19.669635772705078
249,Reprovado,149.63087463378906,-104.32738494873047
251,Reprovado,2.765089273452759,-59.01595687866211
252,Aprovado,-15.126254081726074,7.6191816329956055
253,Aprovado,-8.224199295043945,-26.575044631958008
254,Aprovado,29.61773681640625,76.89131927490234
256,Aprovado,113.39814758300781,80.10411071777344
261,Reprovado,-10.468822479248047,-2.5493009090423584
268,Reprovado,177.90187072753906,-72.67478942871094
272,Aprovado,90.75569152832031,27.10967254638672
274,Aprovado,75.66799926757812,-65.298583984375
277,Aprovado,-139.5240478515625,22.06120491027832
280,Reprovado,174.67909240722656,-53.88909149169922
284,Reprovado,164.28207397460938,-46.67755126953125
285,Aprovado,114.17501068115234,56.28152847290039
287,Aprovado,-12.306666374206543,182.1402587890625
288,Aprovado,83.21134948730469,28.970993041992188
295,Reprovado,151.0951690673828,-77.0966796875
305,Aprovado,-12.306666374206543,182.1402587890625
310,Reprovado,133.46144104003906,58.72135543823242
315,Aprovado,16.727252960205078,171.1548614501953
316,Reprovado,42.40929412841797,119.79187774658203
319,Aprovado,-116.0281982421875,15.077704429626465
321,Aprovado,-164.64511108398438,7.56950569152832
326,Aprovado,-12.306666374206543,182.1402587890625
332,Aprovado,-139.5240478515625,22.06120491027832
336,Reprovado,184.50387573242188,-74.87983703613281
373,Aprovado,49.03633499145508,23.47918128967285
374,Aprovado,61.164085388183594,30.017681121826172
375,Reprovado,182.82040405273438,37.44751739501953
380,Aprovado,58.192134857177734,-47.191951751708984
384,Aprovado,194.92286682128906,20.358203887939453
387,Reprovado,191.9375457763672,0.9410180449485779
390,Aprovado,-139.5240478515625,22.06120491027832
392,Aprovado,-116.244140625,-15.790022850036621
393,Aprovado,-139.97994995117188,1.0756597518920898
396,Aprovado,3.7902379035949707,90.26789093017578
406,Aprovado,-112.35179138183594,119.59683990478516
412,Reprovado,-94.75028228759766,-121.97882080078125
420,Aprovado,-10.449830055236816,91.38066101074219
421,Reprovado,179.4066162109375,-81.81708526611328
423,Reprovado,-16.171642303466797,107.16842651367188
433,Aprovado,44.399932861328125,10.341938972473145
437,Reprovado,189.15757751464844,-26.897565841674805
450,Aprovado,-94.75028228759766,-121.97882080078125
