"ID_MATRICULA";"datamatricula";"qtdhorasdia";"modalidadeidmodalidade";"datafinalizacao"
714;"2017-04-24";"06:00:00";"2";"2017-09-11"
2680;"2017-04-24";"06:00:00";"3";
2279;"2017-04-24";"06:00:00";"3";"2017-11-22"
620;"2017-04-20";"06:00:00";"3";"2017-08-03"
2624;"2017-04-20";"06:00:00";"3";"2018-03-01"
2125;"2017-04-20";"08:00:00";"2";"2017-09-21"
2282;"2017-04-19";"06:00:00";"3";
1581;"2017-04-19";"06:00:00";"3";"2017-07-26"
175;"2017-04-13";"06:00:00";"3";
2440;"2017-04-13";"06:00:00";"3";"2017-09-14"
2726;"2017-04-11";"06:00:00";"3";"2018-04-26"
1686;"2017-04-11";"06:00:00";"3";"2018-04-26"
2413;"2017-04-07";"06:00:00";"3";
2136;"2017-04-05";"06:00:00";"3";
1267;"2017-04-04";"06:00:00";"3";"2017-11-01"
2174;"2017-04-04";"04:00:00";"3";
2330;"2017-04-03";"06:00:00";"3";
2575;"2017-04-03";"06:00:00";"3";"2017-09-14"
2173;"2017-03-30";"08:00:00";"3";"2017-07-13"
2416;"2017-03-30";"06:00:00";"3";
2393;"2017-03-29";"08:00:00";"2";"2017-08-24"
2306;"2017-03-27";"05:00:00";"3";
2353;"2017-03-27";"04:00:00";"3";
2451;"2017-03-27";"06:00:00";"3";
558;"2017-03-22";"04:00:00";"3";"2018-10-04"
1933;"2017-03-20";"06:00:00";"3";"2017-07-27"
18;"2017-03-17";"06:00:00";"3";"2018-01-02"
2184;"2017-03-16";"06:00:00";"3";
2596;"2017-03-16";"06:00:00";"3";"2017-08-24"
41;"2017-03-08";"06:00:00";"3";"2017-06-07"
2257;"2017-03-02";"06:00:00";"3";"2017-06-14"
2496;"2017-03-01";"06:00:00";"3";"2017-09-14"
2759;"2017-02-23";"06:00:00";"3";
2045;"2017-02-20";"04:00:00";"3";"2017-06-01"
379;"2017-02-20";"08:00:00";"2";"2017-05-10"
1997;"2017-02-17";"06:00:00";"3";"2017-06-29"
608;"2017-02-16";"04:00:00";"3";
508;"2017-02-16";"06:00:00";"3";
2567;"2017-02-16";"06:00:00";"3";
583;"2017-02-16";"06:00:00";"3";"2018-06-06"
2605;"2017-02-13";"06:00:00";"3";"2018-05-22"
1260;"2017-02-07";"06:00:00";"3";"2018-05-16"
136;"2017-01-22";"06:00:00";"3";"2017-03-29"
3136;"2017-01-11";"06:00:00";"3";"2017-07-13"
43;"2017-01-11";"06:00:00";"3";
951;"2017-01-04";"06:00:00";"3";
2137;"2017-01-03";"06:00:00";"3";
474;"2016-12-15";"06:00:00";"3";"2017-07-13"
990;"2016-12-14";"06:00:00";"3";
62;"2016-12-14";"06:00:00";"3";
2311;"2016-12-14";"05:00:00";"3";
2487;"2016-12-12";"06:00:00";"3";
1944;"2016-12-08";"06:00:00";"3";
2210;"2016-12-07";"06:00:00";"3";"2018-03-15"
1213;"2016-12-05";"06:00:00";"3";
1412;"2016-12-01";"06:00:00";"3";"2017-02-23"
2594;"2016-12-01";"04:00:00";"3";
256;"2016-12-01";"06:00:00";"3";"2017-03-08"
1419;"2016-12-01";"06:00:00";"3";
3142;"2016-11-24";"06:00:00";"3";"2017-05-17"
2256;"2016-11-24";"06:00:00";"3";
2504;"2016-11-24";"06:00:00";"3";
2523;"2016-11-17";"06:00:00";"3";
2596;"2016-11-17";"06:00:00";"3";"2017-03-02"
2153;"2016-11-10";"06:00:00";"3";"2017-06-14"
2184;"2016-11-10";"06:00:00";"3";"2017-03-02"
2402;"2016-11-10";"06:00:00";"3";
720;"2016-11-03";"06:00:00";"3";"2017-05-18"
1938;"2016-10-27";"06:00:00";"3";"2017-08-14"
299;"2016-10-26";"06:00:00";"3";
2615;"2016-10-26";"06:00:00";"3";"2018-05-10"
3192;"2016-10-24";"06:00:00";"3";"2017-06-09"
1152;"2016-10-20";"06:00:00";"3";
2600;"2016-10-19";"06:00:00";"3";
2136;"2016-10-17";"06:00:00";"3";
2028;"2016-10-13";"06:00:00";"3";"2017-05-04"
2311;"2016-09-29";"05:00:00";"3";
2283;"2016-09-28";"05:00:00";"3";"2017-09-13"
2041;"2016-09-26";"08:00:00";"2";"2017-01-20"
1654;"2016-09-19";"08:00:00";"2";"2017-03-31"
1341;"2016-09-16";"06:00:00";"1";"2017-01-27"
2645;"2016-09-15";"06:00:00";"2";"2017-03-08"
2142;"2016-09-15";"06:00:00";"3";
550;"2016-09-15";"05:00:00";"3";"2017-09-14"
2429;"2016-09-15";"06:00:00";"3";"2017-12-07"
2353;"2016-09-15";"04:00:00";"3";
2177;"2016-09-14";"06:00:00";"3";
41;"2016-09-14";"06:00:00";"3";"2017-05-18"
2171;"2016-09-12";"08:00:00";"2";
691;"2016-09-12";"06:00:00";"3";
1169;"2016-09-12";"06:00:00";"3";"2018-05-17"
2037;"2016-09-12";"06:00:00";"3";"2017-05-10"
2257;"2016-09-08";"06:00:00";"3";
136;"2016-09-08";"06:00:00";"3";
709;"2016-09-08";"08:00:00";"2";"2017-03-29"
2207;"2016-09-08";"06:00:00";"3";
2121;"2016-09-05";"06:00:00";"3";"2017-01-04"
1446;"2016-09-05";"08:00:00";"2";"2017-01-05"
1581;"2016-09-05";"06:00:00";"3";"2017-04-19"
2330;"2016-09-01";"06:00:00";"3";"2017-03-30"
2214;"2016-09-01";"06:00:00";"3";"2017-03-30"
523;"2016-09-01";"06:00:00";"3";"2017-03-30"
2759;"2016-08-25";"06:00:00";"3";"2017-01-05"
951;"2016-08-25";"06:00:00";"3";
1918;"2016-08-25";"08:00:00";"2";"2017-03-15"
1449;"2016-08-24";"06:00:00";"3";
2208;"2016-08-24";"06:00:00";"3";"2017-10-05"
2527;"2016-08-24";"06:00:00";"3";"2017-04-20"
2457;"2016-08-24";"06:00:00";"3";"2017-02-23"
2572;"2016-08-24";"06:00:00";"3";"2017-09-13"
539;"2016-08-22";"06:00:00";"3";"2016-12-15"
455;"2016-08-22";"06:00:00";"3";"2017-03-09"
2642;"2016-08-18";"06:00:00";"3";"2017-04-16"
2529;"2016-08-17";"06:00:00";"3";
2260;"2016-08-12";"06:00:00";"3";
2486;"2016-08-12";"06:00:00";"3";
2047;"2016-08-11";"06:00:00";"3";
2329;"2016-08-11";"06:00:00";"3";"2018-01-24"
844;"2016-08-10";"06:00:00";"3";
1418;"2016-08-03";"06:00:00";"3";
1369;"2016-08-03";"06:00:00";"3";"2016-11-10"
1209;"2016-08-02";"06:00:00";"3";
1652;"2016-08-01";"08:00:00";"2";"2016-10-21"
233;"2016-08-01";"06:00:00";"3";"2016-11-24"
384;"2016-07-27";"06:00:00";"3";"2017-03-09"
43;"2016-07-25";"06:00:00";"3";"2017-01-05"
373;"2016-07-20";"06:00:00";"3";
96;"2016-07-05";"08:00:00";"2";
2371;"2016-07-05";"06:00:00";"3";
2258;"2016-07-01";"06:00:00";"3";"2017-05-24"
801;"2016-06-30";"04:00:00";"3";"2017-07-13"
149;"2016-06-30";"06:00:00";"3";"2017-06-28"
725;"2016-06-30";"06:00:00";"3";"2017-02-23"
2125;"2016-06-30";"06:00:00";"3";
861;"2016-06-30";"06:00:00";"3";"2017-03-01"
990;"2016-06-29";"06:00:00";"3";"2016-12-15"
455;"2016-06-29";"06:00:00";"3";"2016-08-21"
252;"2016-06-27";"06:00:00";"2";"2016-11-17"
2009;"2016-06-27";"06:00:00";"3";
2282;"2016-06-27";"06:00:00";"3";
2523;"2016-06-27";"06:00:00";"3";"2016-11-03"
2085;"2016-06-27";"06:00:00";"3";"2016-10-26"
145;"2016-06-27";"06:00:00";"3";
62;"2016-06-27";"06:00:00";"3";
2493;"2016-06-27";"06:00:00";"3";
2145;"2016-06-15";"06:00:00";"3";"2017-01-19"
2238;"2016-06-02";"06:00:00";"3";
1666;"2016-06-02";"06:00:00";"3";
430;"2016-06-01";"06:00:00";"3";"2016-11-29"
2297;"2016-06-01";"06:00:00";"3";
3151;"2016-06-01";"06:00:00";"3";
582;"2016-06-01";"06:00:00";"3";
2224;"2016-06-01";"06:00:00";"3";
2137;"2016-05-31";"06:00:00";"3";"2016-12-15"
1465;"2016-05-23";"06:00:00";"3";"2016-11-17"
1320;"2016-05-23";"04:00:00";"3";
2259;"2016-05-19";"06:00:00";"3";
2321;"2016-05-19";"06:00:00";"3";
309;"2016-05-19";"06:00:00";"3";
1344;"2016-05-12";"08:00:00";"2";"2016-11-17"
1998;"2016-05-11";"06:00:00";"3";
3182;"2016-05-09";"06:00:00";"3";
433;"2016-05-05";"08:00:00";"2";"2016-10-19"
2240;"2016-05-05";"06:00:00";"3";
2126;"2016-05-04";"06:00:00";"3";"2016-09-01"
2495;"2016-05-03";"04:00:00";"3";
1000;"2016-04-29";"06:00:00";"3";"2016-10-03"
2659;"2016-04-28";"06:00:00";"3";"2016-09-08"
1840;"2016-04-28";"08:00:00";"2";"2016-08-25"
1270;"2016-04-28";"08:00:00";"2";"2016-08-03"
1579;"2016-04-25";"04:00:00";"3";
1412;"2016-04-25";"06:00:00";"3";"2017-01-23"
1977;"2016-04-20";"04:00:00";"3";
2125;"2016-04-20";"04:00:00";"3";
1207;"2016-04-18";"06:00:00";"3";"2016-10-17"
256;"2016-04-14";"05:00:00";"3";"2016-10-20"
1600;"2016-04-13";"08:00:00";"2";
726;"2016-04-13";"08:00:00";"2";"2016-09-29"
1531;"2016-04-11";"06:00:00";"3";
2543;"2016-04-11";"04:00:00";"3";
1855;"2016-04-07";"08:00:00";"2";"2016-08-18"
2661;"2016-04-06";"04:00:00";"3";
254;"2016-04-01";"05:00:00";"3";"2016-10-17"
2288;"2016-04-01";"05:00:00";"3";"2016-10-27"
1562;"2016-03-31";"08:00:00";"2";
289;"2016-03-31";"05:00:00";"3";
2037;"2016-03-23";"04:00:00";"3";"2016-09-29"
691;"2016-03-22";"06:00:00";"3";
1401;"2016-03-21";"06:00:00";"3";"2018-05-16"
35;"2016-03-21";"06:00:00";"3";"2016-09-01"
911;"2016-03-17";"06:00:00";"3";"2016-09-15"
1275;"2016-03-17";"06:00:00";"3";
621;"2016-03-17";"08:00:00";"2";"2016-08-04"
2142;"2016-03-17";"06:00:00";"3";
2328;"2016-03-14";"06:00:00";"3";
2010;"2016-03-14";"08:00:00";"2";"2016-07-07"
2286;"2016-03-14";"04:00:00";"1";"2016-08-11"
1248;"2016-03-09";"06:00:00";"3";"2016-06-16"
710;"2016-03-08";"06:00:00";"3";
2363;"2016-03-03";"06:00:00";"3";
2193;"2016-03-02";"08:00:00";"2";"2016-09-29"
1993;"2016-03-02";"06:00:00";"3";
2269;"2016-03-01";"06:00:00";"3";"2018-12-11"
539;"2016-02-29";"06:00:00";"3";
2092;"2016-02-29";"06:00:00";"3";"2017-06-21"
2255;"2016-02-25";"06:00:00";"3";"2016-09-05"
1944;"2016-02-25";"06:00:00";"3";
1171;"2016-02-24";"06:00:00";"3";
181;"2016-02-18";"08:00:00";"2";"2016-06-29"
2183;"2016-02-17";"06:00:00";"3";"2018-05-16"
2112;"2016-02-16";"06:00:00";"3";"2017-08-02"
1656;"2016-02-08";"06:00:00";"3";"2016-08-25"
1209;"2016-02-01";"06:00:00";"3";"2016-08-02"
120;"2016-01-25";"06:00:00";"3";"2016-08-01"
1651;"2016-01-21";"06:00:00";"3";"2016-04-06"
166;"2016-01-21";"06:00:00";"3";"2016-06-15"
2277;"2016-01-21";"06:00:00";"3";
2320;"2016-01-14";"06:00:00";"3";
1997;"2016-01-11";"06:00:00";"3";
700;"2016-01-04";"08:00:00";"2";"2016-04-25"
242;"2015-12-17";"08:00:00";"2";"2016-06-29"
3159;"2015-12-15";"06:00:00";"3";
222;"2015-12-15";"06:00:00";"3";"2016-02-26"
1814;"2015-12-14";"08:00:00";"2";"2016-06-13"
2238;"2015-11-26";"06:00:00";"3";"2016-06-20"
1464;"2015-11-26";"06:00:00";"3";"2016-03-23"
1306;"2015-11-26";"06:00:00";"3";
1497;"2015-11-26";"06:00:00";"3";
417;"2015-11-23";"06:00:00";"3";"2016-03-09"
603;"2015-11-20";"06:00:00";"3";"2017-08-11"
3151;"2015-11-16";"06:00:00";"3";"2016-03-30"
2060;"2015-11-16";"08:00:00";"2";"2016-03-17"
1666;"2015-11-13";"06:00:00";"3";"2016-06-02"
431;"2015-11-05";"06:00:00";"3";"2016-05-09"
708;"2015-11-03";"06:00:00";"3";"2016-03-07"
1919;"2015-11-03";"06:00:00";"3";"2016-03-03"
766;"2015-10-29";"06:00:00";"3";"2016-05-05"
2202;"2015-10-26";"08:00:00";"2";"2016-05-12"
1207;"2015-10-26";"06:00:00";"3";
897;"2015-10-20";"06:00:00";"3";"2016-03-07"
1933;"2015-10-19";"06:00:00";"3";
1996;"2015-10-19";"06:00:00";"3";"2016-01-07"
1503;"2015-10-19";"06:00:00";"3";"2016-03-03"
1444;"2015-10-15";"06:00:00";"3";"2016-03-30"
2027;"2015-10-13";"04:00:00";"3";"2016-02-18"
2149;"2015-10-09";"06:00:00";"3";"2017-06-21"
1258;"2015-10-09";"06:00:00";"3";"2015-12-15"
2294;"2015-10-09";"06:00:00";"3";"2016-05-09"
2321;"2015-10-08";"06:00:00";"3";"2016-03-21"
2344;"2015-10-08";"08:00:00";"2";"2016-02-17"
796;"2015-10-08";"06:00:00";"1";"2016-01-06"
2028;"2015-09-24";"06:00:00";"3";"2016-02-19"
2497;"2015-09-24";"06:00:00";"3";
2242;"2015-09-24";"08:00:00";"2";"2016-02-03"
1659;"2015-09-11";"06:00:00";"3";"2016-01-04"
1355;"2015-09-11";"06:00:00";"3";
1371;"2015-09-10";"06:00:00";"3";
2039;"2015-09-04";"04:00:00";"1";"2016-03-02"
523;"2015-09-04";"04:00:00";"1";"2016-03-14"
2071;"2015-09-04";"08:00:00";"2";"2016-03-20"
2019;"2015-09-04";"08:00:00";"2";"2016-06-08"
2005;"2015-09-01";"06:00:00";"3";"2016-04-07"
1647;"2015-08-27";"08:00:00";"2";"2016-02-26"
1367;"2015-08-27";"06:00:00";"3";
1978;"2015-08-20";"08:00:00";"2";"2015-12-21"
181;"2015-08-17";"06:00:00";"3";
1644;"2015-08-17";"06:00:00";"3";
1967;"2015-08-13";"06:00:00";"3";"2015-12-14"
2112;"2015-08-12";"06:00:00";"3";"2016-01-18"
2442;"2015-08-10";"06:00:00";"3";"2016-06-29"
1667;"2015-08-06";"06:00:00";"3";
1932;"2015-08-06";"06:00:00";"3";"2016-02-22"
1533;"2015-08-05";"06:00:00";"3";"2016-06-28"
635;"2015-08-03";"06:00:00";"3";
2286;"2015-07-30";"06:00:00";"3";"2015-09-01"
2258;"2015-07-30";"06:00:00";"3";"2016-11-09"
864;"2015-07-30";"06:00:00";"3";
2183;"2015-07-23";"06:00:00";"3";"2016-02-16"
2418;"2015-07-23";"04:00:00";"3";
888;"2015-07-20";"06:00:00";"3";
2303;"2015-07-20";"06:00:00";"3";"2016-01-21"
2277;"2015-07-15";"06:00:00";"3";"2016-01-21"
2320;"2015-07-13";"06:00:00";"3";"2016-02-18"
1208;"2015-07-13";"06:00:00";"3";"2015-11-17"
2031;"2015-07-10";"08:00:00";"2";"2015-11-19"
1345;"2015-07-10";"06:00:00";"7";"2016-02-24"
164;"2015-07-10";"06:00:00";"3";
1159;"2015-07-09";"08:00:00";"3";"2016-01-07"
1996;"2015-07-09";"04:00:00";"3";"2015-10-18"
2207;"2015-07-09";"06:00:00";"3";
2209;"2015-07-09";"06:00:00";"3";
1919;"2015-07-09";"04:00:00";"3";"2016-02-26"
2185;"2015-07-03";"06:00:00";"3";"2016-08-17"
221;"2015-07-02";"06:00:00";"3";
166;"2015-07-01";"06:00:00";"3";
2331;"2015-06-23";"06:00:00";"3";
2504;"2015-06-18";"06:00:00";"3";
726;"2015-06-17";"06:00:00";"3";
2143;"2015-06-16";"06:00:00";"3";
1258;"2015-06-15";"06:00:00";"3";"2015-09-28"
2145;"2015-06-15";"06:00:00";"3";"2016-06-14"
2277;"2015-06-15";"06:00:00";"3";"2015-07-15"
502;"2015-06-15";"06:00:00";"3";
2360;"2015-06-15";"06:00:00";"3";
1814;"2015-05-18";"06:00:00";"3";
1937;"2015-05-18";"06:00:00";"3";"2015-11-13"
1998;"2015-05-18";"06:00:00";"3";"2017-07-05"
476;"2015-04-23";"06:00:00";"3";"2015-08-24"
1860;"2015-04-23";"06:00:00";"3";"2015-10-22"
476;"2015-04-23";"06:00:00";"3";"2015-10-22"
1860;"2015-04-20";"06:00:00";"3";"2015-07-23"
1258;"2015-04-17";"06:00:00";"3";"2015-10-16"
1258;"2015-04-17";"06:00:00";"3";"2015-10-16"
1331;"2015-04-16";"06:00:00";"3";"2015-10-15"
1331;"2015-04-16";"06:00:00";"3";"2015-10-19"
1207;"2015-04-16";"06:00:00";"3";
1207;"2015-04-16";"06:00:00";"3";"2015-10-15"
2338;"2015-04-15";"06:00:00";"3";"2015-11-25"
248;"2015-04-13";"06:00:00";"3";"2015-10-12"
3153;"2015-04-13";"06:00:00";"3";"2015-10-12"
3153;"2015-04-13";"06:00:00";"3";"2015-10-12"
248;"2015-04-13";"06:00:00";"3";
2338;"2015-04-09";"06:00:00";"3";"2015-10-08"
2355;"2015-04-02";"06:00:00";"3";"2015-10-01"
2355;"2015-04-02";"06:00:00";"3";"2018-12-19"
1965;"2015-03-27";"06:00:00";"3";"2015-09-25"
1965;"2015-03-27";"06:00:00";"3";"2016-01-27"
1444;"2015-03-19";"06:00:00";"3";"2015-09-17"
1444;"2015-03-19";"06:00:00";"3";"2015-09-24"
1647;"2015-02-24";"06:00:00";"3";
1647;"2015-02-24";"06:00:00";"3";"2015-08-25"
2143;"2015-02-24";"06:00:00";"3";"2015-08-25"
2143;"2015-02-24";"06:00:00";"3";"2015-06-16"
1971;"2015-02-23";"06:00:00";"3";"2015-09-25"
1971;"2015-02-23";"06:00:00";"3";"2015-08-24"
52;"2015-02-13";"06:00:00";"3";"2015-08-27"
1660;"2015-02-13";"06:00:00";"3";"2015-08-14"
1660;"2015-02-13";"06:00:00";"3";"2015-08-11"
52;"2015-02-13";"06:00:00";"3";"2015-08-14"
516;"2015-02-12";"06:00:00";"3";"2015-08-13"
516;"2015-02-12";"06:00:00";"3";"2015-07-27"
2143;"2015-02-10";"06:00:00";"3";"2015-09-15"
294;"2015-02-09";"06:00:00";"3";"2015-08-10"
294;"2015-02-09";"06:00:00";"3";"2015-08-10"
592;"2015-02-05";"06:00:00";"3";"2015-06-16"
592;"2015-02-05";"06:00:00";"3";"2015-08-06"
1881;"2015-02-02";"06:00:00";"3";"2015-07-22"
1881;"2015-01-29";"06:00:00";"3";"2015-07-30"
241;"2015-01-26";"06:00:00";"3";"2015-08-27"
241;"2015-01-26";"06:00:00";"3";"2015-07-27"
1659;"2015-01-23";"06:00:00";"3";"2015-09-10"
1659;"2015-01-23";"06:00:00";"3";"2015-07-24"
2037;"2015-01-22";"06:00:00";"3";"2015-07-23"
2006;"2015-01-19";"06:00:00";"3";"2015-06-18"
2365;"2015-01-19";"06:00:00";"3";"2015-07-20"
2006;"2015-01-19";"06:00:00";"3";"2015-07-20"
2365;"2015-01-19";"06:00:00";"3";"2015-07-20"
112;"2015-01-15";"06:00:00";"3";"2015-07-16"
112;"2015-01-15";"06:00:00";"3";
2173;"2015-01-14";"06:00:00";"3";
1979;"2015-01-13";"06:00:00";"3";"2015-07-14"
1979;"2015-01-13";"06:00:00";"3";
1893;"2015-01-12";"06:00:00";"3";"2015-07-13"
1893;"2015-01-12";"06:00:00";"3";"2015-06-03"
1882;"2015-01-09";"06:00:00";"3";
1882;"2015-01-09";"06:00:00";"3";"2015-07-10"
171;"2015-01-08";"06:00:00";"3";"2015-05-19"
171;"2015-01-08";"06:00:00";"3";"2015-07-21"
2286;"2015-01-08";"06:00:00";"3";"2015-07-09"
2286;"2015-01-08";"06:00:00";"3";"2015-07-17"
2149;"2015-01-01";"06:00:00";"3";"2015-08-31"
1204;"2014-12-18";"06:00:00";"3";"2015-06-18"
1204;"2014-12-18";"06:00:00";"3";"2015-06-17"
637;"2014-12-16";"06:00:00";"3";"2015-06-16"
637;"2014-12-16";"06:00:00";"3";"2015-06-23"
1562;"2014-12-16";"06:00:00";"3";"2015-06-16"
1562;"2014-12-16";"06:00:00";"3";"2015-06-16"
1988;"2014-12-08";"06:00:00";"3";
1988;"2014-12-08";"06:00:00";"3";"2015-06-08"
1150;"2014-12-08";"06:00:00";"3";"2015-07-09"
2045;"2014-12-03";"06:00:00";"3";"2015-06-03"
2045;"2014-12-03";"06:00:00";"1";
1210;"2014-12-02";"06:00:00";"3";"2015-06-01"
415;"2014-11-27";"06:00:00";"3";"2015-05-28"
415;"2014-11-27";"06:00:00";"3";"2015-05-28"
548;"2014-11-24";"06:00:00";"3";"2015-05-25"
1811;"2014-11-24";"06:00:00";"3";"2015-03-09"
1811;"2014-11-24";"06:00:00";"3";"2015-03-09"
548;"2014-11-24";"06:00:00";"3";
110;"2014-11-24";"06:00:00";"3";"2015-05-25"
110;"2014-11-24";"06:00:00";"3";"2015-04-13"
620;"2014-11-20";"06:00:00";"3";"2017-04-20"
2338;"2014-11-20";"06:00:00";"3";"2015-04-15"
603;"2014-11-20";"06:00:00";"3";
603;"2014-11-20";"06:00:00";"3";"2015-05-21"
2338;"2014-11-20";"06:00:00";"3";"2015-05-21"
620;"2014-11-20";"06:00:00";"3";"2015-05-21"
1990;"2014-11-17";"06:00:00";"3";"2015-05-18"
1753;"2014-11-17";"06:00:00";"3";"2015-05-27"
2366;"2014-11-17";"06:00:00";"3";"2015-05-18"
2366;"2014-11-17";"06:00:00";"3";"2015-05-18"
1990;"2014-11-17";"06:00:00";"3";"2015-05-18"
231;"2014-11-17";"06:00:00";"3";"2015-05-18"
231;"2014-11-17";"06:00:00";"3";"2015-05-18"
1753;"2014-11-17";"06:00:00";"3";"2015-05-18"
1593;"2014-11-06";"06:00:00";"3";"2015-04-15"
1875;"2014-11-06";"06:00:00";"3";"2015-05-07"
1593;"2014-11-06";"06:00:00";"3";"2015-04-15"
1875;"2014-11-06";"06:00:00";"3";"2015-05-07"
227;"2014-11-05";"06:00:00";"3";"2015-04-15"
1270;"2014-11-05";"06:00:00";"3";"2015-05-04"
2130;"2014-11-05";"06:00:00";"3";"2015-05-06"
2130;"2014-11-05";"06:00:00";"3";"2015-05-06"
2170;"2014-11-05";"06:00:00";"3";
1270;"2014-11-05";"06:00:00";"3";"2015-05-06"
227;"2014-11-05";"06:00:00";"3";"2015-04-15"
2170;"2014-11-05";"06:00:00";"3";"2015-05-06"
35;"2014-11-03";"06:00:00";"1";
35;"2014-11-03";"06:00:00";"3";"2015-05-04"
654;"2014-10-31";"06:00:00";"3";
897;"2014-10-31";"06:00:00";"3";"2015-05-01"
2120;"2014-10-29";"06:00:00";"3";"2015-04-29"
2120;"2014-10-29";"06:00:00";"3";
1215;"2014-10-23";"06:00:00";"3";"2015-04-23"
2126;"2014-10-23";"06:00:00";"3";"2016-04-25"
1215;"2014-10-23";"06:00:00";"3";
243;"2014-10-23";"06:00:00";"3";"2015-04-23"
243;"2014-10-23";"06:00:00";"3";"2015-04-23"
444;"2014-10-13";"06:00:00";"3";"2019-09-04"
1656;"2014-10-13";"06:00:00";"3";"2015-06-08"
1656;"2014-10-13";"06:00:00";"3";"2015-04-13"
444;"2014-10-13";"06:00:00";"3";"2015-04-13"
219;"2014-10-09";"06:00:00";"3";"2015-04-09"
219;"2014-10-09";"06:00:00";"3";"2015-04-09"
1373;"2014-10-09";"06:00:00";"3";"2015-04-09"
125;"2014-10-01";"06:00:00";"3";"2015-04-01"
125;"2014-10-01";"06:00:00";"3";"2015-07-02"
470;"2014-09-30";"06:00:00";"3";"2015-03-31"
470;"2014-09-30";"06:00:00";"3";"2015-03-31"
1806;"2014-09-29";"06:00:00";"3";"2015-03-30"
708;"2014-09-29";"06:00:00";"3";"2015-03-30"
1806;"2014-09-29";"06:00:00";"3";"2015-03-30"
708;"2014-09-29";"06:00:00";"3";"2015-03-30"
1427;"2014-09-22";"06:00:00";"3";"2015-03-23"
1427;"2014-09-22";"06:00:00";"3";"2016-03-30"
1813;"2014-09-04";"06:00:00";"3";"2015-02-20"
1813;"2014-09-04";"06:00:00";"3";"2015-02-20"
1415;"2014-08-28";"06:00:00";"3";"2015-02-26"
1132;"2014-08-28";"06:00:00";"3";"2015-02-20"
1415;"2014-08-28";"06:00:00";"3";"2016-08-28"
1132;"2014-08-28";"06:00:00";"3";"2015-02-20"
1909;"2014-08-25";"06:00:00";"3";"2015-02-23"
1909;"2014-08-25";"06:00:00";"3";"2015-02-23"
1963;"2014-08-11";"06:00:00";"3";"2015-02-09"
1963;"2014-08-11";"06:00:00";"3";"2015-02-09"
763;"2014-08-11";"06:00:00";"3";"2015-02-13"
763;"2014-08-11";"06:00:00";"3";"2015-02-13"
780;"2014-08-06";"06:00:00";"3";"2015-01-26"
381;"2014-08-06";"06:00:00";"3";"2015-01-26"
3150;"2014-07-24";"06:00:00";"3";
1931;"2014-07-24";"06:00:00";"3";"2015-01-09"
3150;"2014-07-24";"06:00:00";"3";"2015-01-22"
1886;"2014-07-24";"06:00:00";"3";"2015-01-22"
1931;"2014-07-24";"06:00:00";"3";"2015-01-09"
1824;"2014-07-24";"06:00:00";"3";"2015-01-22"
1824;"2014-07-24";"06:00:00";"3";"2015-01-22"
1886;"2014-07-24";"06:00:00";"3";"2015-01-22"
2308;"2014-07-21";"06:00:00";"3";
1855;"2014-07-21";"06:00:00";"3";"2015-01-19"
2308;"2014-07-21";"06:00:00";"3";"2015-01-19"
1855;"2014-07-21";"06:00:00";"3";"2014-07-24"
2180;"2014-07-17";"06:00:00";"3";"2015-01-15"
2180;"2014-07-17";"06:00:00";"3";"2015-01-15"
718;"2014-07-15";"06:00:00";"3";"2015-01-13"
718;"2014-07-15";"06:00:00";"3";"2015-01-13"
1814;"2014-07-09";"06:00:00";"3";
1814;"2014-07-09";"06:00:00";"3";"2015-01-07"
1905;"2014-07-07";"06:00:00";"3";"2015-01-05"
1905;"2014-07-07";"06:00:00";"3";"2015-01-05"
213;"2014-07-07";"06:00:00";"3";"2014-12-04"
213;"2014-07-07";"06:00:00";"3";"2014-12-04"
3184;"2014-07-03";"06:00:00";"3";"2014-11-27"
3184;"2014-07-03";"06:00:00";"3";"2014-11-27"
664;"2014-07-02";"06:00:00";"3";"2014-12-31"
664;"2014-07-02";"06:00:00";"3";"2014-12-31"
2016;"2014-06-30";"06:00:00";"3";"2016-06-30"
2016;"2014-06-30";"06:00:00";"3";"2014-12-29"
1464;"2014-06-26";"06:00:00";"3";"2014-12-25"
1464;"2014-06-26";"06:00:00";"3";
1659;"2014-06-26";"06:00:00";"3";"2014-12-25"
1659;"2014-06-26";"06:00:00";"3";"2014-12-25"
1985;"2014-06-25";"06:00:00";"3";
1985;"2014-06-25";"06:00:00";"3";"2014-12-24"
1979;"2014-06-25";"06:00:00";"3";"2015-01-22"
355;"2014-06-25";"06:00:00";"3";"2014-11-28"
355;"2014-06-25";"06:00:00";"3";"2014-11-28"
1979;"2014-06-25";"06:00:00";"3";"2015-01-22"
1986;"2014-06-24";"06:00:00";"3";"2014-12-23"
1882;"2014-06-24";"06:00:00";"3";"2014-12-12"
1882;"2014-06-24";"06:00:00";"3";"2014-12-12"
1986;"2014-06-24";"06:00:00";"3";"2014-12-23"
2136;"2014-06-18";"06:00:00";"3";"2016-06-18"
2136;"2014-06-18";"06:00:00";"3";"2014-12-17"
1939;"2014-06-16";"06:00:00";"3";"2014-12-15"
1939;"2014-06-16";"06:00:00";"3";"2014-12-15"
1881;"2014-06-11";"06:00:00";"3";"2014-12-10"
1881;"2014-06-11";"06:00:00";"3";"2014-12-10"
2076;"2014-06-09";"06:00:00";"3";"2014-12-08"
